 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> giugno 16, 2015 
 ==================================================================

 Disk File Name = SRIM Outputs\Scandium in  H- C- O.txt

 Ion = Scandium [21] , Mass = 44,956 amu

 Target Density =  1,3970E+00 g/cm3 = 9,6311E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      H      1    036,36    004,20   
      C      6    045,45    062,50   
      O      8    018,18    033,30   
 ====================================
 Bragg Correction = -4,30%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
  55,00 MeV   3,171E+01  5,358E-02   16,55 um     4770 A      4130 A   
  60,00 MeV   3,151E+01  4,976E-02   17,68 um     5040 A      4188 A   
  65,00 MeV   3,125E+01  4,648E-02   18,82 um     5299 A      4244 A   
  70,00 MeV   3,097E+01  4,363E-02   19,97 um     5550 A      4299 A   
  80,00 MeV   3,033E+01  3,891E-02   22,30 um     6470 A      4405 A   
  90,00 MeV   2,966E+01  3,517E-02   24,68 um     7308 A      4509 A   
 100,00 MeV   2,935E+01  3,212E-02   27,11 um     8082 A      4611 A   
 110,00 MeV   2,870E+01  2,958E-02   29,57 um     8811 A      4711 A   
 120,00 MeV   2,802E+01  2,744E-02   32,09 um     9515 A      4812 A   
 130,00 MeV   2,736E+01  2,560E-02   34,67 um     1,02 um     4913 A   
 140,00 MeV   2,673E+01  2,400E-02   37,32 um     1,09 um     5015 A   
 150,00 MeV   2,612E+01  2,261E-02   40,03 um     1,15 um     5118 A   
 160,00 MeV   2,553E+01  2,137E-02   42,80 um     1,22 um     5222 A   
 170,00 MeV   2,497E+01  2,027E-02   45,63 um     1,28 um     5328 A   
 180,00 MeV   2,443E+01  1,929E-02   48,53 um     1,35 um     5436 A   
 200,00 MeV   2,341E+01  1,759E-02   54,51 um     1,59 um     5658 A   
 225,00 MeV   2,225E+01  1,587E-02   62,35 um     1,94 um     5946 A   
 250,00 MeV   2,120E+01  1,447E-02   70,58 um     2,27 um     6249 A   
 275,00 MeV   2,023E+01  1,330E-02   79,22 um     2,58 um     6567 A   
 300,00 MeV   1,936E+01  1,232E-02   88,26 um     2,88 um     6899 A   
 325,00 MeV   1,855E+01  1,148E-02   97,70 um     3,17 um     7248 A   
 350,00 MeV   1,781E+01  1,076E-02  107,54 um     3,47 um     7611 A   
 375,00 MeV   1,713E+01  1,012E-02  117,78 um     3,76 um     7991 A   
 400,00 MeV   1,651E+01  9,558E-03  128,42 um     4,05 um     8386 A   
 450,00 MeV   1,539E+01  8,612E-03  150,87 um     5,15 um     9223 A   
 500,00 MeV   1,442E+01  7,843E-03  174,90 um     6,17 um     1,01 um  
 550,00 MeV   1,358E+01  7,206E-03  200,48 um     7,16 um     1,11 um  
 600,00 MeV   1,284E+01  6,670E-03  227,58 um     8,12 um     1,21 um  
 650,00 MeV   1,218E+01  6,211E-03  256,20 um     9,08 um     1,32 um  
 700,00 MeV   1,160E+01  5,814E-03  286,30 um    10,03 um     1,43 um  
 800,00 MeV   1,061E+01  5,160E-03  350,82 um    13,57 um     1,67 um  
 900,00 MeV   9,794E+00  4,644E-03  421,04 um    16,82 um     1,93 um  
   1,00 GeV   9,109E+00  4,226E-03  496,82 um    19,95 um     2,22 um  
   1,10 GeV   8,522E+00  3,880E-03  578,06 um    23,03 um     2,52 um  
   1,20 GeV   8,007E+00  3,589E-03  664,72 um    26,10 um     2,84 um  
   1,30 GeV   7,548E+00  3,340E-03  756,79 um    29,17 um     3,17 um  
   1,40 GeV   7,141E+00  3,124E-03  854,28 um    32,27 um     3,53 um  
   1,50 GeV   6,786E+00  2,936E-03  957,11 um    35,41 um     3,90 um  
   1,60 GeV   6,468E+00  2,770E-03    1,07 mm    38,57 um     4,29 um  
   1,70 GeV   6,183E+00  2,623E-03    1,18 mm    41,77 um     4,70 um  
   1,80 GeV   5,925E+00  2,491E-03    1,30 mm    45,00 um     5,12 um  
   2,00 GeV   5,477E+00  2,265E-03    1,55 mm    57,37 um     6,02 um  
   2,25 GeV   5,016E+00  2,036E-03    1,89 mm    75,02 um     7,23 um  
   2,50 GeV   4,636E+00  1,851E-03    2,26 mm    91,59 um     8,53 um  
   2,75 GeV   4,306E+00  1,698E-03    2,66 mm   107,72 um     9,93 um  
   3,00 GeV   4,026E+00  1,569E-03    3,09 mm   123,72 um    11,42 um  
   3,25 GeV   3,786E+00  1,459E-03    3,55 mm   139,70 um    13,01 um  
   3,50 GeV   3,578E+00  1,364E-03    4,04 mm   155,74 um    14,68 um  
   3,75 GeV   3,395E+00  1,282E-03    4,55 mm   171,87 um    16,43 um  
   4,00 GeV   3,234E+00  1,209E-03    5,09 mm   188,12 um    18,27 um  
   4,50 GeV   2,961E+00  1,086E-03    6,25 mm   249,40 um    22,18 um  
   5,00 GeV   2,740E+00  9,864E-04    7,50 mm   306,33 um    26,40 um  
   5,50 GeV   2,557E+00  9,043E-04    8,86 mm   361,22 um    30,91 um  
   6,00 GeV   2,402E+00  8,353E-04   10,30 mm   415,06 um    35,69 um  
   6,50 GeV   2,270E+00  7,764E-04   11,83 mm   468,33 um    40,73 um  
   7,00 GeV   2,156E+00  7,256E-04   13,45 mm   521,31 um    46,01 um  
   8,00 GeV   1,970E+00  6,422E-04   16,92 mm   716,59 um    57,26 um  
   9,00 GeV   1,823E+00  5,766E-04   20,70 mm   894,12 um    69,35 um  
  10,00 GeV   1,704E+00  5,235E-04   24,76 mm     1,06 mm    82,18 um  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  1,3970E+01                 eV / Angstrom 
  1,3970E+02                keV / micron   
  1,3970E+02                MeV / mm       
  1,0000E+00                keV / (ug/cm2) 
  1,0000E+00                MeV / (mg/cm2) 
  1,0000E+03                keV / (mg/cm2) 
  1,4505E+01                 eV / (1E15 atoms/cm2)
  6,9018E-02                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
