 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> giugno 16, 2015 
 ==================================================================

 Disk File Name = SRIM Outputs\Sodium in  H- C- O.txt

 Ion = Sodium [11] , Mass = 22,99 amu

 Target Density =  1,3970E+00 g/cm3 = 9,6311E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      H      1    036,36    004,20   
      C      6    045,45    062,50   
      O      8    018,18    033,30   
 ====================================
 Bragg Correction = -4,30%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
   6,50 MeV   1,483E+01  5,493E-02    5,78 um     2596 A      3382 A   
   7,00 MeV   1,514E+01  5,167E-02    6,02 um     2626 A      3412 A   
   8,00 MeV   1,560E+01  4,625E-02    6,48 um     2720 A      3467 A   
   9,00 MeV   1,592E+01  4,193E-02    6,93 um     2806 A      3515 A   
  10,00 MeV   1,613E+01  3,839E-02    7,38 um     2886 A      3558 A   
  11,00 MeV   1,625E+01  3,544E-02    7,82 um     2962 A      3598 A   
  12,00 MeV   1,630E+01  3,294E-02    8,26 um     3035 A      3635 A   
  13,00 MeV   1,630E+01  3,079E-02    8,69 um     3106 A      3669 A   
  14,00 MeV   1,626E+01  2,892E-02    9,13 um     3174 A      3702 A   
  15,00 MeV   1,619E+01  2,728E-02    9,57 um     3242 A      3734 A   
  16,00 MeV   1,609E+01  2,582E-02   10,01 um     3309 A      3765 A   
  17,00 MeV   1,597E+01  2,453E-02   10,46 um     3375 A      3794 A   
  18,00 MeV   1,584E+01  2,336E-02   10,91 um     3441 A      3823 A   
  20,00 MeV   1,555E+01  2,135E-02   11,82 um     3685 A      3880 A   
  22,50 MeV   1,516E+01  1,931E-02   12,98 um     4050 A      3948 A   
  25,00 MeV   1,476E+01  1,764E-02   14,18 um     4401 A      4015 A   
  27,50 MeV   1,436E+01  1,625E-02   15,41 um     4743 A      4081 A   
  30,00 MeV   1,397E+01  1,507E-02   16,67 um     5078 A      4148 A   
  32,50 MeV   1,360E+01  1,407E-02   17,96 um     5410 A      4215 A   
  35,00 MeV   1,325E+01  1,319E-02   19,30 um     5739 A      4282 A   
  37,50 MeV   1,292E+01  1,243E-02   20,66 um     6066 A      4351 A   
  40,00 MeV   1,260E+01  1,175E-02   22,06 um     6393 A      4421 A   
  45,00 MeV   1,200E+01  1,061E-02   24,97 um     7620 A      4564 A   
  50,00 MeV   1,160E+01  9,678E-03   28,00 um     8760 A      4714 A   
  55,00 MeV   1,116E+01  8,905E-03   31,15 um     9841 A      4868 A   
  60,00 MeV   1,071E+01  8,253E-03   34,42 um     1,09 um     5029 A   
  65,00 MeV   1,031E+01  7,694E-03   37,82 um     1,19 um     5197 A   
  70,00 MeV   9,939E+00  7,210E-03   41,36 um     1,29 um     5372 A   
  80,00 MeV   9,289E+00  6,412E-03   48,81 um     1,67 um     5744 A   
  90,00 MeV   8,731E+00  5,781E-03   56,75 um     2,02 um     6145 A   
 100,00 MeV   8,246E+00  5,268E-03   65,18 um     2,35 um     6575 A   
 110,00 MeV   7,819E+00  4,842E-03   74,10 um     2,67 um     7033 A   
 120,00 MeV   7,438E+00  4,484E-03   83,48 um     2,98 um     7519 A   
 130,00 MeV   7,096E+00  4,177E-03   93,33 um     3,29 um     8032 A   
 140,00 MeV   6,787E+00  3,911E-03  103,64 um     3,60 um     8571 A   
 150,00 MeV   6,507E+00  3,679E-03  114,41 um     3,92 um     9136 A   
 160,00 MeV   6,250E+00  3,474E-03  125,63 um     4,23 um     9726 A   
 170,00 MeV   6,014E+00  3,291E-03  137,30 um     4,54 um     1,03 um  
 180,00 MeV   5,796E+00  3,128E-03  149,42 um     4,86 um     1,10 um  
 200,00 MeV   5,408E+00  2,848E-03  174,99 um     6,06 um     1,23 um  
 225,00 MeV   4,994E+00  2,564E-03  209,42 um     7,78 um     1,41 um  
 250,00 MeV   4,642E+00  2,333E-03  246,58 um     9,40 um     1,61 um  
 275,00 MeV   4,339E+00  2,143E-03  286,45 um    10,97 um     1,82 um  
 300,00 MeV   4,075E+00  1,982E-03  329,00 um    12,52 um     2,04 um  
 325,00 MeV   3,844E+00  1,845E-03  374,21 um    14,07 um     2,28 um  
 350,00 MeV   3,639E+00  1,726E-03  422,05 um    15,62 um     2,53 um  
 375,00 MeV   3,457E+00  1,622E-03  472,50 um    17,18 um     2,79 um  
 400,00 MeV   3,294E+00  1,531E-03  525,52 um    18,76 um     3,06 um  
 450,00 MeV   3,013E+00  1,377E-03  639,14 um    24,72 um     3,64 um  
 500,00 MeV   2,781E+00  1,252E-03  762,77 um    30,30 um     4,27 um  
 550,00 MeV   2,587E+00  1,149E-03  896,21 um    35,72 um     4,95 um  
 600,00 MeV   2,421E+00  1,062E-03    1,04 mm    41,07 um     5,67 um  
 650,00 MeV   2,278E+00  9,880E-04    1,19 mm    46,41 um     6,43 um  
