 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> giugno 16, 2015 
 ==================================================================

 Disk File Name = SRIM Outputs\Nitrogen in  H- C- O.txt

 Ion = Nitrogen [7] , Mass = 14,003 amu

 Target Density =  1,3970E+00 g/cm3 = 9,6311E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      H      1    036,36    004,20   
      C      6    045,45    062,50   
      O      8    018,18    033,30   
 ====================================
 Bragg Correction = -4,30%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
   6,50 MeV   9,366E+00  1,549E-02    6,61 um     2284 A      2600 A   
   7,00 MeV   9,342E+00  1,454E-02    6,99 um     2356 A      2638 A   
   8,00 MeV   9,252E+00  1,298E-02    7,76 um     2610 A      2711 A   
   9,00 MeV   9,122E+00  1,174E-02    8,54 um     2847 A      2780 A   
  10,00 MeV   8,965E+00  1,073E-02    9,33 um     3071 A      2847 A   
  11,00 MeV   8,793E+00  9,884E-03   10,13 um     3288 A      2912 A   
  12,00 MeV   8,612E+00  9,171E-03   10,96 um     3499 A      2977 A   
  13,00 MeV   8,429E+00  8,560E-03   11,80 um     3706 A      3041 A   
  14,00 MeV   8,245E+00  8,030E-03   12,65 um     3911 A      3106 A   
  15,00 MeV   8,064E+00  7,565E-03   13,53 um     4114 A      3170 A   
  16,00 MeV   7,887E+00  7,154E-03   14,43 um     4315 A      3235 A   
  17,00 MeV   7,715E+00  6,787E-03   15,34 um     4517 A      3300 A   
  18,00 MeV   7,548E+00  6,459E-03   16,28 um     4718 A      3367 A   
  20,00 MeV   7,230E+00  5,894E-03   18,22 um     5474 A      3502 A   
  22,50 MeV   6,863E+00  5,319E-03   20,76 um     6569 A      3677 A   
  25,00 MeV   6,529E+00  4,851E-03   23,43 um     7600 A      3859 A   
  27,50 MeV   6,224E+00  4,463E-03   26,23 um     8594 A      4049 A   
  30,00 MeV   6,005E+00  4,135E-03   29,16 um     9558 A      4247 A   
  32,50 MeV   5,781E+00  3,855E-03   32,19 um     1,05 um     4453 A   
  35,00 MeV   5,544E+00  3,612E-03   35,35 um     1,14 um     4667 A   
  37,50 MeV   5,327E+00  3,399E-03   38,64 um     1,24 um     4889 A   
  40,00 MeV   5,128E+00  3,211E-03   42,07 um     1,33 um     5120 A   
  45,00 MeV   4,775E+00  2,894E-03   49,30 um     1,68 um     5609 A   
  50,00 MeV   4,470E+00  2,637E-03   57,04 um     2,01 um     6134 A   
  55,00 MeV   4,204E+00  2,424E-03   65,30 um     2,33 um     6695 A   
  60,00 MeV   3,969E+00  2,244E-03   74,06 um     2,64 um     7290 A   
  65,00 MeV   3,761E+00  2,090E-03   83,32 um     2,95 um     7919 A   
  70,00 MeV   3,574E+00  1,957E-03   93,08 um     3,26 um     8583 A   
  80,00 MeV   3,254E+00  1,738E-03  114,06 um     4,42 um     1,00 um  
  90,00 MeV   2,989E+00  1,564E-03  137,01 um     5,49 um     1,16 um  
 100,00 MeV   2,765E+00  1,424E-03  161,90 um     6,53 um     1,33 um  
 110,00 MeV   2,574E+00  1,308E-03  188,73 um     7,56 um     1,51 um  
 120,00 MeV   2,408E+00  1,210E-03  217,48 um     8,60 um     1,70 um  
 130,00 MeV   2,264E+00  1,126E-03  248,13 um     9,64 um     1,91 um  
 140,00 MeV   2,136E+00  1,054E-03  280,68 um    10,69 um     2,12 um  
 150,00 MeV   2,022E+00  9,905E-04  315,12 um    11,76 um     2,35 um  
 160,00 MeV   1,921E+00  9,347E-04  351,43 um    12,84 um     2,60 um  
 170,00 MeV   1,829E+00  8,851E-04  389,62 um    13,95 um     2,85 um  
 180,00 MeV   1,746E+00  8,408E-04  429,66 um    15,07 um     3,12 um  
 200,00 MeV   1,602E+00  7,647E-04  515,24 um    19,35 um     3,68 um  
 225,00 MeV   1,454E+00  6,877E-04  632,48 um    25,52 um     4,46 um  
 250,00 MeV   1,332E+00  6,253E-04  761,06 um    31,37 um     5,30 um  
 275,00 MeV   1,230E+00  5,737E-04  900,83 um    37,12 um     6,22 um  
 300,00 MeV   1,144E+00  5,303E-04    1,05 mm    42,85 um     7,20 um  
 325,00 MeV   1,071E+00  4,933E-04    1,21 mm    48,61 um     8,26 um  
 350,00 MeV   1,007E+00  4,612E-04    1,39 mm    54,42 um     9,38 um  
 375,00 MeV   9,519E-01  4,333E-04    1,57 mm    60,29 um    10,56 um  
 400,00 MeV   9,034E-01  4,086E-04    1,76 mm    66,23 um    11,81 um  
 450,00 MeV   8,212E-01  3,672E-04    2,18 mm    88,65 um    14,50 um  
 500,00 MeV   7,534E-01  3,337E-04    2,63 mm   109,66 um    17,43 um  
 550,00 MeV   6,971E-01  3,060E-04    3,13 mm   130,13 um    20,60 um  
 600,00 MeV   6,496E-01  2,827E-04    3,66 mm   150,43 um    24,00 um  
 650,00 MeV   6,088E-01  2,628E-04    4,23 mm   170,74 um    27,62 um  
 700,00 MeV   5,735E-01  2,456E-04    4,83 mm   191,16 um    31,47 um  
