 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> giugno 16, 2015 
 ==================================================================

 Disk File Name = SRIM Outputs\Titanium in  H- C- O.txt

 Ion = Titanium [22] , Mass = 47,95 amu

 Target Density =  1,3970E+00 g/cm3 = 9,6311E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      H      1    036,36    004,20   
      C      6    045,45    062,50   
      O      8    018,18    033,30   
 ====================================
 Bragg Correction = -4,30%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
  55,00 MeV   3,428E+01  6,173E-02   16,00 um     4634 A      4250 A   
  60,00 MeV   3,411E+01  5,734E-02   17,04 um     4872 A      4303 A   
  65,00 MeV   3,389E+01  5,357E-02   18,09 um     5102 A      4354 A   
  70,00 MeV   3,362E+01  5,029E-02   19,15 um     5325 A      4403 A   
  80,00 MeV   3,301E+01  4,487E-02   21,30 um     6141 A      4498 A   
  90,00 MeV   3,234E+01  4,056E-02   23,49 um     6888 A      4590 A   
 100,00 MeV   3,185E+01  3,705E-02   25,71 um     7585 A      4680 A   
 110,00 MeV   3,141E+01  3,413E-02   27,97 um     8240 A      4769 A   
 120,00 MeV   3,072E+01  3,167E-02   30,28 um     8869 A      4857 A   
 130,00 MeV   3,003E+01  2,955E-02   32,63 um     9482 A      4945 A   
 140,00 MeV   2,938E+01  2,771E-02   35,04 um     1,01 um     5033 A   
 150,00 MeV   2,875E+01  2,610E-02   37,50 um     1,07 um     5122 A   
 160,00 MeV   2,814E+01  2,468E-02   40,01 um     1,13 um     5213 A   
 170,00 MeV   2,756E+01  2,341E-02   42,58 um     1,18 um     5304 A   
 180,00 MeV   2,700E+01  2,228E-02   45,20 um     1,24 um     5397 A   
 200,00 MeV   2,594E+01  2,032E-02   50,61 um     1,46 um     5587 A   
 225,00 MeV   2,472E+01  1,833E-02   57,68 um     1,77 um     5834 A   
 250,00 MeV   2,361E+01  1,672E-02   65,08 um     2,06 um     6092 A   
 275,00 MeV   2,260E+01  1,538E-02   72,82 um     2,33 um     6362 A   
 300,00 MeV   2,167E+01  1,424E-02   80,91 um     2,60 um     6644 A   
 325,00 MeV   2,082E+01  1,328E-02   89,33 um     2,86 um     6939 A   
 350,00 MeV   2,003E+01  1,244E-02   98,09 um     3,12 um     7247 A   
 375,00 MeV   1,930E+01  1,170E-02  107,19 um     3,38 um     7568 A   
 400,00 MeV   1,862E+01  1,105E-02  116,63 um     3,63 um     7902 A   
 450,00 MeV   1,740E+01  9,961E-03  136,50 um     4,59 um     8609 A   
 500,00 MeV   1,635E+01  9,073E-03  157,72 um     5,49 um     9367 A   
 550,00 MeV   1,542E+01  8,338E-03  180,26 um     6,35 um     1,02 um  
 600,00 MeV   1,459E+01  7,718E-03  204,12 um     7,19 um     1,10 um  
 650,00 MeV   1,386E+01  7,187E-03  229,28 um     8,03 um     1,19 um  
