 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> giugno 16, 2015 
 ==================================================================

 Disk File Name = SRIM Outputs\Fluorine in  H- C- O.txt

 Ion = Fluorine [9] , Mass = 18,998 amu

 Target Density =  1,3970E+00 g/cm3 = 9,6311E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      H      1    036,36    004,20   
      C      6    045,45    062,50   
      O      8    018,18    033,30   
 ====================================
 Bragg Correction = -4,30%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
   6,50 MeV   1,289E+01  3,225E-02    5,70 um     2215 A      2754 A   
   7,00 MeV   1,295E+01  3,032E-02    5,97 um     2257 A      2784 A   
   8,00 MeV   1,296E+01  2,710E-02    6,52 um     2401 A      2839 A   
   9,00 MeV   1,290E+01  2,454E-02    7,07 um     2537 A      2891 A   
  10,00 MeV   1,279E+01  2,245E-02    7,63 um     2667 A      2939 A   
  11,00 MeV   1,264E+01  2,071E-02    8,19 um     2793 A      2985 A   
  12,00 MeV   1,247E+01  1,923E-02    8,76 um     2916 A      3029 A   
  13,00 MeV   1,229E+01  1,796E-02    9,34 um     3037 A      3072 A   
  14,00 MeV   1,210E+01  1,686E-02    9,92 um     3157 A      3115 A   
  15,00 MeV   1,191E+01  1,590E-02   10,52 um     3276 A      3157 A   
  16,00 MeV   1,173E+01  1,504E-02   11,12 um     3394 A      3198 A   
  17,00 MeV   1,154E+01  1,428E-02   11,74 um     3512 A      3240 A   
  18,00 MeV   1,136E+01  1,359E-02   12,36 um     3629 A      3281 A   
  20,00 MeV   1,102E+01  1,242E-02   13,64 um     4069 A      3363 A   
  22,50 MeV   1,063E+01  1,122E-02   15,29 um     4709 A      3467 A   
  25,00 MeV   1,026E+01  1,024E-02   17,00 um     5310 A      3573 A   
