 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> dicembre 01, 2014 
 ==================================================================

 Disk File Name = SRIM Outputs\Scandium in Silicon.txt

 Ion = Scandium [21] , Mass = 44,956 amu

 Target Density =  2,3212E+00 g/cm3 = 4,9770E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Si     14    100,00    100,00   
 ====================================
 Bragg Correction = 0,00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
  55,00 MeV   2,194E+01  4,561E-02   14,25 um     4920 A      5242 A   
  60,00 MeV   2,215E+01  4,238E-02   15,23 um     5131 A      5340 A   
  65,00 MeV   2,230E+01  3,960E-02   16,20 um     5330 A      5433 A   
  70,00 MeV   2,241E+01  3,719E-02   17,16 um     5520 A      5522 A   
  80,00 MeV   2,251E+01  3,319E-02   19,07 um     6180 A      5690 A   
  90,00 MeV   2,250E+01  3,002E-02   20,98 um     6773 A      5848 A   
 100,00 MeV   2,235E+01  2,743E-02   22,90 um     7321 A      5999 A   
 110,00 MeV   2,195E+01  2,528E-02   24,84 um     7843 A      6146 A   
 120,00 MeV   2,164E+01  2,345E-02   26,82 um     8348 A      6289 A   
 130,00 MeV   2,130E+01  2,189E-02   28,82 um     8837 A      6430 A   
 140,00 MeV   2,094E+01  2,054E-02   30,86 um     9316 A      6569 A   
 150,00 MeV   2,058E+01  1,935E-02   32,93 um     9786 A      6708 A   
 160,00 MeV   2,021E+01  1,830E-02   35,04 um     1,03 um     6847 A   
 170,00 MeV   1,983E+01  1,736E-02   37,19 um     1,07 um     6986 A   
 180,00 MeV   1,946E+01  1,652E-02   39,38 um     1,12 um     7125 A   
 200,00 MeV   1,874E+01  1,507E-02   43,89 um     1,29 um     7407 A   
 225,00 MeV   1,787E+01  1,360E-02   49,77 um     1,54 um     7767 A   
 250,00 MeV   1,706E+01  1,241E-02   55,94 um     1,77 um     8138 A   
 275,00 MeV   1,630E+01  1,141E-02   62,39 um     2,00 um     8522 A   
 300,00 MeV   1,560E+01  1,058E-02   69,14 um     2,22 um     8921 A   
 325,00 MeV   1,496E+01  9,859E-03   76,19 um     2,43 um     9335 A   
 350,00 MeV   1,437E+01  9,238E-03   83,53 um     2,65 um     9765 A   
 375,00 MeV   1,383E+01  8,694E-03   91,17 um     2,87 um     1,02 um  
 400,00 MeV   1,333E+01  8,213E-03   99,10 um     3,08 um     1,07 um  
 450,00 MeV   1,244E+01  7,403E-03  115,83 um     3,89 um     1,17 um  
 500,00 MeV   1,167E+01  6,745E-03  133,70 um     4,65 um     1,27 um  
 550,00 MeV   1,101E+01  6,199E-03  152,69 um     5,37 um     1,38 um  
 600,00 MeV   1,044E+01  5,739E-03  172,77 um     6,09 um     1,50 um  
 650,00 MeV   9,934E+00  5,346E-03  193,92 um     6,79 um     1,62 um  
 700,00 MeV   9,486E+00  5,005E-03  216,10 um     7,48 um     1,75 um  
 800,00 MeV   8,724E+00  4,444E-03  263,45 um    10,06 um     2,03 um  
 900,00 MeV   8,095E+00  4,002E-03  314,71 um    12,41 um     2,33 um  
   1,00 GeV   7,561E+00  3,642E-03  369,77 um    14,66 um     2,64 um  
   1,10 GeV   7,096E+00  3,345E-03  428,58 um    16,87 um     2,98 um  
   1,20 GeV   6,682E+00  3,094E-03  491,13 um    19,07 um     3,34 um  
   1,30 GeV   6,307E+00  2,880E-03  557,49 um    21,27 um     3,72 um  
   1,40 GeV   5,973E+00  2,695E-03  627,67 um    23,48 um     4,11 um  
   1,50 GeV   5,685E+00  2,533E-03  701,58 um    25,72 um     4,53 um  
   1,60 GeV   5,427E+00  2,391E-03  779,13 um    27,98 um     4,96 um  
   1,70 GeV   5,195E+00  2,264E-03  860,25 um    30,26 um     5,42 um  
   1,80 GeV   4,984E+00  2,151E-03  944,90 um    32,56 um     5,89 um  
   2,00 GeV   4,618E+00  1,956E-03    1,12 mm    41,34 um     6,88 um  
   2,25 GeV   4,239E+00  1,759E-03    1,37 mm    53,84 um     8,21 um  
   2,50 GeV   3,926E+00  1,599E-03    1,63 mm    65,57 um     9,65 um  
   2,75 GeV   3,653E+00  1,468E-03    1,92 mm    76,98 um    11,19 um  
   3,00 GeV   3,421E+00  1,356E-03    2,22 mm    88,27 um    12,82 um  
   3,25 GeV   3,221E+00  1,262E-03    2,55 mm    99,55 um    14,55 um  
   3,50 GeV   3,047E+00  1,180E-03    2,89 mm   110,84 um    16,37 um  
   3,75 GeV   2,895E+00  1,108E-03    3,25 mm   122,19 um    18,28 um  
   4,00 GeV   2,760E+00  1,045E-03    3,63 mm   133,61 um    20,28 um  
   4,50 GeV   2,532E+00  9,393E-04    4,45 mm   176,59 um    24,54 um  
   5,00 GeV   2,346E+00  8,535E-04    5,33 mm   216,49 um    29,11 um  
   5,50 GeV   2,192E+00  7,827E-04    6,28 mm   254,92 um    33,99 um  
   6,00 GeV   2,062E+00  7,231E-04    7,29 mm   292,57 um    39,15 um  
   6,50 GeV   1,951E+00  6,722E-04    8,37 mm   329,79 um    44,59 um  
   7,00 GeV   1,855E+00  6,283E-04    9,50 mm   366,77 um    50,28 um  
   8,00 GeV   1,697E+00  5,563E-04   11,93 mm   502,81 um    62,39 um  
   9,00 GeV   1,573E+00  4,995E-04   14,57 mm   626,38 um    75,37 um  
  10,00 GeV   1,472E+00  4,537E-04   17,40 mm   743,75 um    89,13 um  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  2,3211E+01                 eV / Angstrom 
  2,3211E+02                keV / micron   
  2,3211E+02                MeV / mm       
  1,0000E+00                keV / (ug/cm2) 
  1,0000E+00                MeV / (mg/cm2) 
  1,0000E+03                keV / (mg/cm2) 
  4,6637E+01                 eV / (1E15 atoms/cm2)
  1,1158E-01                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
