 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> dicembre 01, 2014 
 ==================================================================

 Disk File Name = SRIM Outputs\Rhodium in Silicon.txt

 Ion = Rhodium [45] , Mass = 102,905 amu

 Target Density =  2,3212E+00 g/cm3 = 4,9770E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Si     14    100,00    100,00   
 ====================================
 Bragg Correction = 0,00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
  60,00 MeV   3,430E+01  3,460E-01   11,78 um     5228 A      6508 A   
  65,00 MeV   3,539E+01  3,245E-01   12,39 um     5330 A      6610 A   
  70,00 MeV   3,644E+01  3,057E-01   12,98 um     5423 A      6704 A   
  80,00 MeV   3,843E+01  2,744E-01   14,12 um     5704 A      6872 A   
  90,00 MeV   4,027E+01  2,493E-01   15,21 um     5946 A      7018 A   
 100,00 MeV   4,198E+01  2,287E-01   16,25 um     6158 A      7147 A   
 110,00 MeV   4,356E+01  2,115E-01   17,25 um     6346 A      7263 A   
 120,00 MeV   4,502E+01  1,969E-01   18,21 um     6517 A      7368 A   
 130,00 MeV   4,637E+01  1,843E-01   19,15 um     6673 A      7463 A   
 140,00 MeV   4,761E+01  1,733E-01   20,06 um     6816 A      7552 A   
 150,00 MeV   4,875E+01  1,637E-01   20,95 um     6949 A      7633 A   
 160,00 MeV   4,980E+01  1,551E-01   21,83 um     7074 A      7710 A   
 170,00 MeV   5,076E+01  1,475E-01   22,68 um     7192 A      7781 A   
 180,00 MeV   5,163E+01  1,406E-01   23,52 um     7303 A      7849 A   
 200,00 MeV   5,316E+01  1,287E-01   25,16 um     7686 A      7973 A   
 225,00 MeV   5,465E+01  1,166E-01   27,15 um     8212 A      8113 A   
 250,00 MeV   5,521E+01  1,067E-01   29,10 um     8688 A      8241 A   
 275,00 MeV   5,583E+01  9,839E-02   31,04 um     9129 A      8359 A   
 300,00 MeV   5,623E+01  9,139E-02   32,96 um     9541 A      8469 A   
 325,00 MeV   5,645E+01  8,538E-02   34,87 um     9932 A      8573 A   
 350,00 MeV   5,651E+01  8,015E-02   36,77 um     1,03 um     8673 A   
 375,00 MeV   5,646E+01  7,557E-02   38,67 um     1,07 um     8769 A   
 400,00 MeV   5,630E+01  7,151E-02   40,58 um     1,10 um     8861 A   
 450,00 MeV   5,577E+01  6,464E-02   44,42 um     1,23 um     9038 A   
 500,00 MeV   5,502E+01  5,905E-02   48,30 um     1,35 um     9208 A   
 550,00 MeV   5,413E+01  5,439E-02   52,25 um     1,46 um     9373 A   
 600,00 MeV   5,317E+01  5,046E-02   56,26 um     1,57 um     9536 A   
 650,00 MeV   5,215E+01  4,708E-02   60,34 um     1,67 um     9696 A   
 700,00 MeV   5,113E+01  4,415E-02   64,51 um     1,78 um     9856 A   
 800,00 MeV   4,908E+01  3,932E-02   73,11 um     2,16 um     1,02 um  
 900,00 MeV   4,711E+01  3,549E-02   82,06 um     2,50 um     1,05 um  
   1,00 GeV   4,525E+01  3,237E-02   91,39 um     2,83 um     1,08 um  
   1,10 GeV   4,351E+01  2,979E-02  101,09 um     3,15 um     1,12 um  
