 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> dicembre 01, 2014 
 ==================================================================

 Disk File Name = SRIM Outputs\Silicon in Silicon.txt

 Ion = Silicon [14] , Mass = 27,977 amu

 Target Density =  2,3212E+00 g/cm3 = 4,9770E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Si     14    100,00    100,00   
 ====================================
 Bragg Correction = 0,00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
  55,00 MeV   1,301E+01  1,403E-02   18,99 um     6190 A      5103 A   
  60,00 MeV   1,277E+01  1,302E-02   20,66 um     6651 A      5253 A   
  65,00 MeV   1,245E+01  1,215E-02   22,37 um     7101 A      5404 A   
  70,00 MeV   1,213E+01  1,140E-02   24,12 um     7546 A      5555 A   
  80,00 MeV   1,160E+01  1,015E-02   27,74 um     9169 A      5861 A   
  90,00 MeV   1,111E+01  9,167E-03   31,53 um     1,07 um     6175 A   
 100,00 MeV   1,064E+01  8,364E-03   35,49 um     1,21 um     6497 A   
 110,00 MeV   1,021E+01  7,698E-03   39,62 um     1,35 um     6829 A   
 120,00 MeV   9,817E+00  7,135E-03   43,92 um     1,48 um     7172 A   
 130,00 MeV   9,449E+00  6,652E-03   48,39 um     1,61 um     7525 A   
 140,00 MeV   9,107E+00  6,234E-03   53,03 um     1,75 um     7890 A   
 150,00 MeV   8,790E+00  5,868E-03   57,84 um     1,88 um     8267 A   
 160,00 MeV   8,495E+00  5,545E-03   62,83 um     2,01 um     8656 A   
 170,00 MeV   8,221E+00  5,258E-03   67,98 um     2,14 um     9056 A   
 180,00 MeV   7,964E+00  5,000E-03   73,30 um     2,27 um     9469 A   
 200,00 MeV   7,500E+00  4,557E-03   84,44 um     2,78 um     1,03 um  
 225,00 MeV   6,996E+00  4,107E-03   99,31 um     3,49 um     1,15 um  
 250,00 MeV   6,561E+00  3,742E-03  115,20 um     4,16 um     1,27 um  
 275,00 MeV   6,182E+00  3,439E-03  132,11 um     4,81 um     1,40 um  
 300,00 MeV   5,849E+00  3,184E-03  150,01 um     5,44 um     1,53 um  
 325,00 MeV   5,553E+00  2,965E-03  168,90 um     6,07 um     1,68 um  
 350,00 MeV   5,289E+00  2,776E-03  188,77 um     6,70 um     1,83 um  
 375,00 MeV   5,051E+00  2,611E-03  209,60 um     7,33 um     1,98 um  
 400,00 MeV   4,836E+00  2,465E-03  231,38 um     7,96 um     2,15 um  
 450,00 MeV   4,461E+00  2,219E-03  277,75 um    10,34 um     2,49 um  
 500,00 MeV   4,146E+00  2,020E-03  327,83 um    12,55 um     2,86 um  
 550,00 MeV   3,875E+00  1,855E-03  381,56 um    14,69 um     3,26 um  
 600,00 MeV   3,642E+00  1,716E-03  438,89 um    16,80 um     3,68 um  
 650,00 MeV   3,439E+00  1,597E-03  499,75 um    18,90 um     4,12 um  
 700,00 MeV   3,261E+00  1,495E-03  564,06 um    21,00 um     4,58 um  
 800,00 MeV   2,967E+00  1,326E-03  702,57 um    28,77 um     5,58 um  
 900,00 MeV   2,726E+00  1,193E-03  854,07 um    35,92 um     6,66 um  
   1,00 GeV   2,519E+00  1,085E-03    1,02 mm    42,84 um     7,82 um  
   1,10 GeV   2,339E+00  9,953E-04    1,20 mm    49,70 um     9,06 um  
   1,20 GeV   2,186E+00  9,202E-04    1,39 mm    56,59 um    10,38 um  
   1,30 GeV   2,055E+00  8,560E-04    1,59 mm    63,53 um    11,79 um  
   1,40 GeV   1,940E+00  8,006E-04    1,81 mm    70,55 um    13,27 um  
   1,50 GeV   1,839E+00  7,521E-04    2,03 mm    77,64 um    14,83 um  
   1,60 GeV   1,750E+00  7,095E-04    2,27 mm    84,81 um    16,47 um  
   1,70 GeV   1,670E+00  6,716E-04    2,53 mm    92,07 um    18,18 um  
   1,80 GeV   1,599E+00  6,377E-04    2,79 mm    99,41 um    19,96 um  
   2,00 GeV   1,475E+00  5,795E-04    3,35 mm   127,36 um    23,74 um  
   2,25 GeV   1,350E+00  5,208E-04    4,11 mm   167,15 um    28,86 um  
   2,50 GeV   1,248E+00  4,732E-04    4,94 mm   204,46 um    34,38 um  
   2,75 GeV   1,163E+00  4,339E-04    5,84 mm   240,64 um    40,28 um  
   3,00 GeV   1,091E+00  4,009E-04    6,79 mm   276,28 um    46,56 um  
   3,25 GeV   1,030E+00  3,727E-04    7,81 mm   311,67 um    53,19 um  
   3,50 GeV   9,765E-01  3,483E-04    8,88 mm   346,97 um    60,16 um  
   3,75 GeV   9,301E-01  3,271E-04   10,01 mm   382,28 um    67,45 um  
   4,00 GeV   8,892E-01  3,084E-04   11,20 mm   417,65 um    75,04 um  
   4,50 GeV   8,204E-01  2,769E-04   13,72 mm   549,81 um    91,11 um  
   5,00 GeV   7,647E-01  2,515E-04   16,44 mm   671,56 um   108,25 um  
   5,50 GeV   7,188E-01  2,305E-04   19,35 mm   787,88 um   126,39 um  
   6,00 GeV   6,803E-01  2,128E-04   22,43 mm   900,90 um   145,43 um  
   6,50 GeV   6,475E-01  1,978E-04   25,67 mm     1,01 mm   165,31 um  
   7,00 GeV   6,193E-01  1,848E-04   29,07 mm     1,12 mm   185,94 um  
   8,00 GeV   5,732E-01  1,635E-04   36,30 mm     1,52 mm   229,28 um  
   9,00 GeV   5,373E-01  1,467E-04   44,07 mm     1,88 mm   275,00 um  
  10,00 GeV   5,086E-01  1,332E-04   52,31 mm     2,21 mm   322,72 um  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  2,3211E+01                 eV / Angstrom 
  2,3211E+02                keV / micron   
  2,3211E+02                MeV / mm       
  1,0000E+00                keV / (ug/cm2) 
  1,0000E+00                MeV / (mg/cm2) 
  1,0000E+03                keV / (mg/cm2) 
  4,6637E+01                 eV / (1E15 atoms/cm2)
  1,9207E-01                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
