 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> luglio 07, 2016 
 ==================================================================

 Disk File Name = SRIM Outputs\mylar_3.txt

 Ion = Lithium [3] , Mass = 7,016 amu

 Target Density =  1,3970E+00 g/cm3 = 9,6311E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      H      1    036,36    004,20   
      C      6    045,45    062,50   
      O      8    018,18    033,30   
 ====================================
 Bragg Correction = -6,57%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
   6,00 MeV   2,345E+00  1,828E-03   15,82 um     5272 A      4082 A   
   6,50 MeV   2,240E+00  1,704E-03   17,38 um     5740 A      4225 A   
   7,00 MeV   2,144E+00  1,598E-03   19,01 um     6211 A      4375 A   
   8,00 MeV   1,975E+00  1,421E-03   22,48 um     7966 A      4697 A   
   9,00 MeV   1,832E+00  1,282E-03   26,25 um     9622 A      5049 A   
  10,00 MeV   1,711E+00  1,168E-03   30,29 um     1,12 um     5433 A   
  11,00 MeV   1,607E+00  1,074E-03   34,60 um     1,28 um     5847 A   
  12,00 MeV   1,517E+00  9,950E-04   39,18 um     1,44 um     6292 A   
  13,00 MeV   1,438E+00  9,271E-04   44,03 um     1,60 um     6767 A   
  14,00 MeV   1,368E+00  8,683E-04   49,13 um     1,76 um     7271 A   
  15,00 MeV   1,311E+00  8,168E-04   54,47 um     1,92 um     7802 A   
  16,00 MeV   1,255E+00  7,714E-04   60,05 um     2,08 um     8358 A   
  17,00 MeV   1,199E+00  7,311E-04   65,88 um     2,25 um     8943 A   
  18,00 MeV   1,147E+00  6,949E-04   71,98 um     2,41 um     9555 A   
  20,00 MeV   1,057E+00  6,328E-04   84,98 um     3,04 um     1,09 um  
  22,50 MeV   9,641E-01  5,698E-04  102,70 um     3,96 um     1,27 um  
  25,00 MeV   8,879E-01  5,187E-04  122,04 um     4,82 um     1,46 um  
  27,50 MeV   8,239E-01  4,764E-04  142,96 um     5,67 um     1,67 um  
  30,00 MeV   7,693E-01  4,408E-04  165,43 um     6,52 um     1,90 um  
  32,50 MeV   7,222E-01  4,103E-04  189,43 um     7,37 um     2,14 um  
  35,00 MeV   6,810E-01  3,840E-04  214,94 um     8,22 um     2,40 um  
  37,50 MeV   6,446E-01  3,609E-04  241,93 um     9,08 um     2,67 um  
  40,00 MeV   6,123E-01  3,406E-04  270,41 um     9,96 um     2,96 um  
