 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> giugno 16, 2015 
 ==================================================================

 Disk File Name = SRIM Outputs\Oxygen in  H- C- O.txt

 Ion = Oxygen [8] , Mass = 15,995 amu

 Target Density =  1,3970E+00 g/cm3 = 9,6311E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      H      1    036,36    004,20   
      C      6    045,45    062,50   
      O      8    018,18    033,30   
 ====================================
 Bragg Correction = -4,30%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
   6,50 MeV   1,110E+01  2,230E-02    6,13 um     2267 A      2760 A   
   7,00 MeV   1,110E+01  2,095E-02    6,45 um     2320 A      2793 A   
   8,00 MeV   1,104E+01  1,871E-02    7,10 um     2508 A      2855 A   
   9,00 MeV   1,092E+01  1,693E-02    7,75 um     2684 A      2913 A   
  10,00 MeV   1,077E+01  1,548E-02    8,41 um     2853 A      2969 A   
  11,00 MeV   1,060E+01  1,427E-02    9,08 um     3017 A      3023 A   
  12,00 MeV   1,042E+01  1,325E-02    9,76 um     3178 A      3075 A   
  13,00 MeV   1,023E+01  1,237E-02   10,45 um     3335 A      3127 A   
  14,00 MeV   1,004E+01  1,161E-02   11,15 um     3491 A      3178 A   
  15,00 MeV   9,852E+00  1,094E-02   11,87 um     3646 A      3229 A   
  16,00 MeV   9,667E+00  1,035E-02   12,61 um     3800 A      3280 A   
  17,00 MeV   9,486E+00  9,820E-03   13,35 um     3953 A      3331 A   
  18,00 MeV   9,311E+00  9,347E-03   14,11 um     4107 A      3383 A   
  20,00 MeV   8,975E+00  8,533E-03   15,68 um     4682 A      3487 A   
  22,50 MeV   8,586E+00  7,704E-03   17,71 um     5516 A      3619 A   
  25,00 MeV   8,229E+00  7,030E-03   19,84 um     6302 A      3756 A   
  27,50 MeV   7,901E+00  6,470E-03   22,06 um     7057 A      3898 A   
  30,00 MeV   7,599E+00  5,997E-03   24,37 um     7793 A      4045 A   
  32,50 MeV   7,339E+00  5,591E-03   26,76 um     8514 A      4196 A   
  35,00 MeV   7,148E+00  5,240E-03   29,23 um     9220 A      4353 A   
  37,50 MeV   6,931E+00  4,933E-03   31,77 um     9912 A      4514 A   
  40,00 MeV   6,704E+00  4,661E-03   34,40 um     1,06 um     4680 A   
  45,00 MeV   6,299E+00  4,203E-03   39,90 um     1,32 um     5029 A   
