 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> dicembre 01, 2014 
 ==================================================================

 Disk File Name = SRIM Outputs\Potassium in Silicon.txt

 Ion = Potassium [19] , Mass = 38,964 amu

 Target Density =  2,3212E+00 g/cm3 = 4,9770E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Si     14    100,00    100,00   
 ====================================
 Bragg Correction = 0,00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
  55,00 MeV   2,008E+01  3,336E-02   14,75 um     4959 A      5029 A   
  60,00 MeV   2,011E+01  3,098E-02   15,82 um     5206 A      5130 A   
  65,00 MeV   2,009E+01  2,894E-02   16,89 um     5441 A      5227 A   
  70,00 MeV   2,004E+01  2,717E-02   17,96 um     5667 A      5322 A   
  80,00 MeV   1,988E+01  2,424E-02   20,11 um     6467 A      5503 A   
  90,00 MeV   1,951E+01  2,191E-02   22,30 um     7196 A      5678 A   
 100,00 MeV   1,904E+01  2,001E-02   24,53 um     7885 A      5849 A   
 110,00 MeV   1,862E+01  1,843E-02   26,82 um     8547 A      6019 A   
 120,00 MeV   1,820E+01  1,710E-02   29,15 um     9189 A      6188 A   
 130,00 MeV   1,777E+01  1,595E-02   31,55 um     9816 A      6357 A   
 140,00 MeV   1,735E+01  1,496E-02   34,00 um     1,04 um     6527 A   
 150,00 MeV   1,693E+01  1,409E-02   36,51 um     1,10 um     6698 A   
 160,00 MeV   1,653E+01  1,332E-02   39,08 um     1,17 um     6872 A   
 170,00 MeV   1,613E+01  1,264E-02   41,72 um     1,23 um     7047 A   
 180,00 MeV   1,575E+01  1,202E-02   44,42 um     1,29 um     7226 A   
 200,00 MeV   1,503E+01  1,097E-02   50,01 um     1,51 um     7592 A   
 225,00 MeV   1,420E+01  9,894E-03   57,38 um     1,84 um     8068 A   
 250,00 MeV   1,345E+01  9,022E-03   65,17 um     2,15 um     8568 A   
 275,00 MeV   1,278E+01  8,298E-03   73,38 um     2,45 um     9091 A   
 300,00 MeV   1,217E+01  7,687E-03   82,01 um     2,74 um     9641 A   
 325,00 MeV   1,162E+01  7,163E-03   91,06 um     3,03 um     1,02 um  
 350,00 MeV   1,112E+01  6,710E-03  100,53 um     3,32 um     1,08 um  
 375,00 MeV   1,067E+01  6,314E-03  110,41 um     3,60 um     1,14 um  
 400,00 MeV   1,026E+01  5,964E-03  120,70 um     3,89 um     1,21 um  
 450,00 MeV   9,539E+00  5,374E-03  142,47 um     4,97 um     1,35 um  
 500,00 MeV   8,929E+00  4,895E-03  165,80 um     5,98 um     1,50 um  
 550,00 MeV   8,406E+00  4,498E-03  190,66 um     6,94 um     1,65 um  
 600,00 MeV   7,952E+00  4,163E-03  217,00 um     7,89 um     1,82 um  
 650,00 MeV   7,555E+00  3,877E-03  244,78 um     8,82 um     1,99 um  
 700,00 MeV   7,202E+00  3,629E-03  273,98 um     9,75 um     2,18 um  
 800,00 MeV   6,601E+00  3,221E-03  336,46 um    13,18 um     2,57 um  
 900,00 MeV   6,102E+00  2,900E-03  404,33 um    16,32 um     2,99 um  
   1,00 GeV   5,675E+00  2,639E-03  477,53 um    19,35 um     3,44 um  
   1,10 GeV   5,301E+00  2,423E-03  556,06 um    22,33 um     3,92 um  
   1,20 GeV   4,971E+00  2,241E-03  639,98 um    25,31 um     4,43 um  
   1,30 GeV   4,692E+00  2,086E-03  729,18 um    28,30 um     4,97 um  
   1,40 GeV   4,446E+00  1,951E-03  823,49 um    31,31 um     5,54 um  
   1,50 GeV   4,228E+00  1,834E-03  922,84 um    34,34 um     6,13 um  
   1,60 GeV   4,034E+00  1,730E-03    1,03 mm    37,40 um     6,75 um  
   1,70 GeV   3,859E+00  1,638E-03    1,14 mm    40,49 um     7,40 um  
   1,80 GeV   3,701E+00  1,556E-03    1,25 mm    43,61 um     8,07 um  
   2,00 GeV   3,423E+00  1,415E-03    1,49 mm    55,50 um     9,49 um  
   2,25 GeV   3,129E+00  1,272E-03    1,82 mm    72,50 um    11,41 um  
   2,50 GeV   2,889E+00  1,157E-03    2,18 mm    88,53 um    13,48 um  
   2,75 GeV   2,688E+00  1,061E-03    2,57 mm   104,12 um    15,70 um  
   3,00 GeV   2,518E+00  9,806E-04    2,98 mm   119,54 um    18,06 um  
   3,25 GeV   2,372E+00  9,119E-04    3,42 mm   134,90 um    20,56 um  
   3,50 GeV   2,245E+00  8,526E-04    3,89 mm   150,27 um    23,19 um  
   3,75 GeV   2,134E+00  8,008E-04    4,38 mm   165,70 um    25,95 um  
   4,00 GeV   2,036E+00  7,552E-04    4,90 mm   181,19 um    28,83 um  
   4,50 GeV   1,870E+00  6,785E-04    6,00 mm   239,41 um    34,96 um  
   5,00 GeV   1,735E+00  6,165E-04    7,20 mm   293,34 um    41,55 um  
   5,50 GeV   1,624E+00  5,652E-04    8,48 mm   345,17 um    48,55 um  
   6,00 GeV   1,530E+00  5,221E-04    9,85 mm   395,84 um    55,96 um  
   6,50 GeV   1,449E+00  4,853E-04   11,29 mm   445,83 um    63,73 um  
   7,00 GeV   1,380E+00  4,536E-04   12,82 mm   495,38 um    71,86 um  
   8,00 GeV   1,266E+00  4,015E-04   16,08 mm   677,18 um    89,08 um  
   9,00 GeV   1,177E+00  3,604E-04   19,61 mm   841,72 um   107,48 um  
  10,00 GeV   1,105E+00  3,273E-04   23,38 mm   997,43 um   126,90 um  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  2,3211E+01                 eV / Angstrom 
  2,3211E+02                keV / micron   
  2,3211E+02                MeV / mm       
  1,0000E+00                keV / (ug/cm2) 
  1,0000E+00                MeV / (mg/cm2) 
  1,0000E+03                keV / (mg/cm2) 
  4,6637E+01                 eV / (1E15 atoms/cm2)
  1,2821E-01                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
