 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> dicembre 01, 2014 
 ==================================================================

 Disk File Name = SRIM Outputs\Boron in Silicon.txt

 Ion = Boron [5] , Mass = 11,009 amu

 Target Density =  2,3212E+00 g/cm3 = 4,9770E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Si     14    100,00    100,00   
 ====================================
 Bragg Correction = 0,00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
  50,00 MeV   1,630E+00  9,273E-04   88,01 um     3,28 um     1,44 um  
  55,00 MeV   1,519E+00  8,524E-04  101,69 um     3,82 um     1,61 um  
  60,00 MeV   1,422E+00  7,892E-04  116,34 um     4,37 um     1,79 um  
  65,00 MeV   1,336E+00  7,352E-04  131,96 um     4,91 um     1,99 um  
  70,00 MeV   1,261E+00  6,884E-04  148,55 um     5,46 um     2,19 um  
  80,00 MeV   1,133E+00  6,113E-04  184,58 um     7,51 um     2,64 um  
  90,00 MeV   1,030E+00  5,505E-04  224,45 um     9,42 um     3,13 um  
 100,00 MeV   9,451E-01  5,011E-04  268,10 um    11,31 um     3,67 um  
 110,00 MeV   8,743E-01  4,603E-04  315,47 um    13,18 um     4,25 um  
 120,00 MeV   8,143E-01  4,258E-04  366,51 um    15,08 um     4,88 um  
 130,00 MeV   7,629E-01  3,964E-04  421,14 um    16,99 um     5,54 um  
 140,00 MeV   7,183E-01  3,709E-04  479,31 um    18,93 um     6,25 um  
 150,00 MeV   6,792E-01  3,487E-04  540,96 um    20,90 um     7,01 um  
 160,00 MeV   6,447E-01  3,291E-04  606,03 um    22,90 um     7,80 um  
 170,00 MeV   6,140E-01  3,116E-04  674,47 um    24,92 um     8,63 um  
 180,00 MeV   5,864E-01  2,960E-04  746,24 um    26,98 um     9,50 um  
 200,00 MeV   5,388E-01  2,693E-04  899,48 um    34,74 um    11,35 um  
 225,00 MeV   4,903E-01  2,422E-04    1,11 mm    45,82 um    13,88 um  
 250,00 MeV   4,506E-01  2,202E-04    1,34 mm    56,29 um    16,63 um  
 275,00 MeV   4,175E-01  2,021E-04    1,59 mm    66,52 um    19,60 um  
 300,00 MeV   3,896E-01  1,868E-04    1,85 mm    76,68 um    22,78 um  
 325,00 MeV   3,659E-01  1,738E-04    2,14 mm    86,85 um    26,16 um  
 350,00 MeV   3,450E-01  1,625E-04    2,44 mm    97,07 um    29,75 um  
 375,00 MeV   3,266E-01  1,527E-04    2,76 mm   107,39 um    33,53 um  
 400,00 MeV   3,102E-01  1,440E-04    3,10 mm   117,82 um    37,50 um  
 450,00 MeV   2,826E-01  1,294E-04    3,83 mm   156,90 um    46,01 um  
 500,00 MeV   2,600E-01  1,176E-04    4,62 mm   193,51 um    55,26 um  
 550,00 MeV   2,412E-01  1,078E-04    5,48 mm   229,10 um    65,22 um  
 600,00 MeV   2,253E-01  9,963E-05    6,41 mm   264,32 um    75,87 um  
 650,00 MeV   2,117E-01  9,263E-05    7,39 mm   299,48 um    87,17 um  
 700,00 MeV   1,999E-01  8,658E-05    8,44 mm   334,75 um    99,13 um  
 800,00 MeV   1,804E-01  7,666E-05   10,71 mm   464,97 um   124,91 um  
 900,00 MeV   1,649E-01  6,885E-05   13,21 mm   585,26 um   153,08 um  
   1,00 GeV   1,524E-01  6,253E-05   15,92 mm   701,57 um   183,49 um  
   1,10 GeV   1,420E-01  5,731E-05   18,85 mm   816,23 um   216,05 um  
   1,20 GeV   1,332E-01  5,293E-05   21,98 mm   930,32 um   250,63 um  
   1,30 GeV   1,257E-01  4,919E-05   25,31 mm     1,04 mm   287,16 um  
   1,40 GeV   1,192E-01  4,596E-05   28,83 mm     1,16 mm   325,53 um  
   1,50 GeV   1,136E-01  4,314E-05   32,53 mm     1,27 mm   365,66 um  
   1,60 GeV   1,086E-01  4,066E-05   36,41 mm     1,39 mm   407,47 um  
   1,70 GeV   1,042E-01  3,846E-05   40,46 mm     1,50 mm   450,88 um  
   1,80 GeV   1,002E-01  3,650E-05   44,67 mm     1,62 mm   495,82 um  
   2,00 GeV   9,342E-02  3,313E-05   53,58 mm     2,06 mm   590,06 um  
   2,25 GeV   8,659E-02  2,973E-05   65,55 mm     2,67 mm   715,36 um  
   2,50 GeV   8,108E-02  2,698E-05   78,40 mm     3,24 mm   848,14 um  
   2,75 GeV   7,655E-02  2,472E-05   92,07 mm     3,77 mm   987,62 um  
   3,00 GeV   7,276E-02  2,281E-05  106,50 mm     4,30 mm     1,13 mm  
   3,25 GeV   6,955E-02  2,119E-05  121,64 mm     4,81 mm     1,28 mm  
   3,50 GeV   6,679E-02  1,979E-05  137,44 mm     5,31 mm     1,44 mm  
   3,75 GeV   6,440E-02  1,857E-05  153,86 mm     5,80 mm     1,60 mm  
   4,00 GeV   6,231E-02  1,750E-05  170,86 mm     6,28 mm     1,76 mm  
   4,50 GeV   5,883E-02  1,569E-05  206,44 mm     8,06 mm     2,10 mm  
   5,00 GeV   5,607E-02  1,424E-05  243,94 mm     9,66 mm     2,45 mm  
   5,50 GeV   5,383E-02  1,304E-05  283,14 mm    11,15 mm     2,81 mm  
   6,00 GeV   5,199E-02  1,203E-05  323,85 mm    12,56 mm     3,17 mm  
   6,50 GeV   5,045E-02  1,117E-05  365,90 mm    13,91 mm     3,54 mm  
   7,00 GeV   4,915E-02  1,043E-05  409,16 mm    15,21 mm     3,91 mm  
   8,00 GeV   4,709E-02  9,214E-06  498,71 mm    19,82 mm     4,67 mm  
   9,00 GeV   4,554E-02  8,260E-06  591,73 mm    23,81 mm     5,42 mm  
  10,00 GeV   4,436E-02  7,491E-06  687,56 mm    27,41 mm     6,18 mm  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
