 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> dicembre 01, 2014 
 ==================================================================

 Disk File Name = SRIM Outputs\Technetium in Silicon.txt

 Ion = Technetium [43] , Mass = 97 amu

 Target Density =  2,3212E+00 g/cm3 = 4,9770E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Si     14    100,00    100,00   
 ====================================
 Bragg Correction = 0,00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
  60,00 MeV   3,431E+01  3,036E-01   11,73 um     5116 A      6341 A   
  65,00 MeV   3,538E+01  2,846E-01   12,34 um     5217 A      6438 A   
  70,00 MeV   3,640E+01  2,681E-01   12,93 um     5310 A      6527 A   
  80,00 MeV   3,832E+01  2,405E-01   14,07 um     5594 A      6687 A   
  90,00 MeV   4,009E+01  2,184E-01   15,17 um     5839 A      6826 A   
 100,00 MeV   4,172E+01  2,004E-01   16,21 um     6054 A      6950 A   
 110,00 MeV   4,321E+01  1,852E-01   17,22 um     6246 A      7061 A   
 120,00 MeV   4,457E+01  1,724E-01   18,20 um     6421 A      7162 A   
 130,00 MeV   4,581E+01  1,613E-01   19,15 um     6580 A      7254 A   
 140,00 MeV   4,694E+01  1,517E-01   20,07 um     6728 A      7340 A   
 150,00 MeV   4,797E+01  1,432E-01   20,98 um     6865 A      7419 A   
 160,00 MeV   4,890E+01  1,357E-01   21,86 um     6994 A      7494 A   
 170,00 MeV   4,974E+01  1,290E-01   22,73 um     7116 A      7564 A   
 180,00 MeV   5,050E+01  1,229E-01   23,59 um     7232 A      7630 A   
 200,00 MeV   5,182E+01  1,125E-01   25,27 um     7636 A      7752 A   
 225,00 MeV   5,269E+01  1,019E-01   27,32 um     8195 A      7891 A   
 250,00 MeV   5,313E+01  9,318E-02   29,35 um     8706 A      8019 A   
 275,00 MeV   5,350E+01  8,594E-02   31,37 um     9180 A      8138 A   
 300,00 MeV   5,367E+01  7,981E-02   33,38 um     9626 A      8251 A   
 325,00 MeV   5,367E+01  7,455E-02   35,38 um     1,01 um     8357 A   
 350,00 MeV   5,354E+01  6,997E-02   37,39 um     1,05 um     8460 A   
 375,00 MeV   5,331E+01  6,596E-02   39,40 um     1,09 um     8559 A   
 400,00 MeV   5,300E+01  6,241E-02   41,42 um     1,12 um     8655 A   
 450,00 MeV   5,220E+01  5,640E-02   45,51 um     1,27 um     8842 A   
 500,00 MeV   5,125E+01  5,151E-02   49,67 um     1,40 um     9023 A   
 550,00 MeV   5,020E+01  4,744E-02   53,91 um     1,52 um     9200 A   
 600,00 MeV   4,912E+01  4,400E-02   58,25 um     1,64 um     9376 A   
 650,00 MeV   4,802E+01  4,105E-02   62,68 um     1,76 um     9551 A   
 700,00 MeV   4,694E+01  3,850E-02   67,21 um     1,88 um     9727 A   
 800,00 MeV   4,483E+01  3,427E-02   76,60 um     2,30 um     1,01 um  
 900,00 MeV   4,286E+01  3,093E-02   86,42 um     2,69 um     1,04 um  
   1,00 GeV   4,104E+01  2,821E-02   96,69 um     3,06 um     1,08 um  
   1,10 GeV   3,936E+01  2,595E-02  107,41 um     3,42 um     1,12 um  
   1,20 GeV   3,782E+01  2,404E-02  118,57 um     3,77 um     1,16 um  
   1,30 GeV   3,641E+01  2,241E-02  130,17 um     4,11 um     1,20 um  
   1,40 GeV   3,511E+01  2,100E-02  142,21 um     4,45 um     1,25 um  
   1,50 GeV   3,391E+01  1,976E-02  154,69 um     4,79 um     1,29 um  
   1,60 GeV   3,280E+01  1,867E-02  167,61 um     5,13 um     1,34 um  
   1,70 GeV   3,177E+01  1,770E-02  180,94 um     5,47 um     1,39 um  
   1,80 GeV   3,081E+01  1,682E-02  194,71 um     5,81 um     1,44 um  
   2,00 GeV   2,907E+01  1,533E-02  223,49 um     7,10 um     1,54 um  
   2,25 GeV   2,717E+01  1,381E-02  261,81 um     8,93 um     1,68 um  
   2,50 GeV   2,551E+01  1,258E-02  302,72 um    10,65 um     1,83 um  
   2,75 GeV   2,404E+01  1,156E-02  346,21 um    12,30 um     2,00 um  
   3,00 GeV   2,275E+01  1,070E-02  392,25 um    13,93 um     2,17 um  
   3,25 GeV   2,164E+01  9,959E-03  440,78 um    15,53 um     2,35 um  
   3,50 GeV   2,065E+01  9,322E-03  491,72 um    17,13 um     2,54 um  
   3,75 GeV   1,975E+01  8,766E-03  545,05 um    18,72 um     2,74 um  
   4,00 GeV   1,894E+01  8,275E-03  600,72 um    20,31 um     2,94 um  
   4,50 GeV   1,753E+01  7,447E-03  718,95 um    26,32 um     3,38 um  
   5,00 GeV   1,634E+01  6,777E-03  846,23 um    31,90 um     3,86 um  
   5,50 GeV   1,533E+01  6,222E-03  982,34 um    37,27 um     4,36 um  
   6,00 GeV   1,445E+01  5,754E-03    1,13 mm    42,53 um     4,89 um  
   6,50 GeV   1,369E+01  5,355E-03    1,28 mm    47,74 um     5,45 um  
   7,00 GeV   1,302E+01  5,010E-03    1,44 mm    52,93 um     6,04 um  
   8,00 GeV   1,189E+01  4,442E-03    1,79 mm    72,14 um     7,29 um  
   9,00 GeV   1,098E+01  3,995E-03    2,16 mm    89,73 um     8,63 um  
  10,00 GeV   1,023E+01  3,632E-03    2,57 mm   106,59 um    10,07 um  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  2,3211E+01                 eV / Angstrom 
  2,3211E+02                keV / micron   
  2,3211E+02                MeV / mm       
  1,0000E+00                keV / (ug/cm2) 
  1,0000E+00                MeV / (mg/cm2) 
  1,0000E+03                keV / (mg/cm2) 
  4,6637E+01                 eV / (1E15 atoms/cm2)
  5,0206E-02                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
