 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> luglio 07, 2016 
 ==================================================================

 Disk File Name = SRIM Outputs\mylar_4.txt

 Ion = Beryllium [4] , Mass = 9,012 amu

 Target Density =  1,3970E+00 g/cm3 = 9,6311E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      H      1    036,36    004,20   
      C      6    045,45    062,50   
      O      8    018,18    033,30   
 ====================================
 Bragg Correction = -6,57%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
   6,00 MeV   4,206E+00  3,942E-03   11,15 um     3662 A      3646 A   
   6,50 MeV   4,092E+00  3,679E-03   12,01 um     3875 A      3720 A   
   7,00 MeV   3,979E+00  3,450E-03   12,89 um     4087 A      3795 A   
   8,00 MeV   3,763E+00  3,072E-03   14,74 um     4878 A      3948 A   
   9,00 MeV   3,563E+00  2,773E-03   16,69 um     5631 A      4107 A   
  10,00 MeV   3,381E+00  2,529E-03   18,75 um     6365 A      4272 A   
  11,00 MeV   3,216E+00  2,327E-03   20,92 um     7091 A      4446 A   
  12,00 MeV   3,065E+00  2,157E-03   23,20 um     7813 A      4627 A   
  13,00 MeV   2,927E+00  2,010E-03   25,59 um     8537 A      4818 A   
  14,00 MeV   2,802E+00  1,884E-03   28,09 um     9265 A      5018 A   
  15,00 MeV   2,687E+00  1,773E-03   30,70 um     9998 A      5228 A   
  16,00 MeV   2,581E+00  1,675E-03   33,41 um     1,07 um     5448 A   
  17,00 MeV   2,483E+00  1,588E-03   36,24 um     1,15 um     5677 A   
  18,00 MeV   2,392E+00  1,510E-03   39,17 um     1,22 um     5917 A   
  20,00 MeV   2,260E+00  1,376E-03   45,33 um     1,51 um     6424 A   
  22,50 MeV   2,089E+00  1,240E-03   53,56 um     1,91 um     7110 A   
  25,00 MeV   1,940E+00  1,129E-03   62,45 um     2,29 um     7854 A   
  27,50 MeV   1,811E+00  1,038E-03   71,99 um     2,67 um     8659 A   
  30,00 MeV   1,699E+00  9,605E-04   82,19 um     3,04 um     9522 A   
  32,50 MeV   1,601E+00  8,945E-04   93,04 um     3,41 um     1,04 um  
  35,00 MeV   1,513E+00  8,373E-04  104,53 um     3,79 um     1,14 um  
  37,50 MeV   1,435E+00  7,874E-04  116,67 um     4,16 um     1,25 um  
  40,00 MeV   1,365E+00  7,434E-04  129,45 um     4,55 um     1,36 um  
  45,00 MeV   1,243E+00  6,691E-04  156,92 um     6,00 um     1,59 um  
  50,00 MeV   1,142E+00  6,089E-04  186,96 um     7,36 um     1,85 um  
  55,00 MeV   1,056E+00  5,591E-04  219,55 um     8,71 um     2,13 um  
  60,00 MeV   9,816E-01  5,172E-04  254,70 um    10,04 um     2,43 um  
  65,00 MeV   9,175E-01  4,813E-04  292,41 um    11,39 um     2,75 um  
  70,00 MeV   8,614E-01  4,503E-04  332,66 um    12,75 um     3,09 um  
  80,00 MeV   7,680E-01  3,993E-04  420,65 um    17,86 um     3,85 um  
  90,00 MeV   6,936E-01  3,592E-04  518,72 um    22,66 um     4,68 um  
 100,00 MeV   6,332E-01  3,266E-04  626,71 um    27,37 um     5,60 um  
 110,00 MeV   5,832E-01  2,997E-04  744,49 um    32,09 um     6,61 um  
 120,00 MeV   5,413E-01  2,770E-04  871,88 um    36,85 um     7,69 um  
 130,00 MeV   5,057E-01  2,577E-04    1,01 mm    41,68 um     8,85 um  
 140,00 MeV   4,751E-01  2,409E-04    1,15 mm    46,58 um    10,09 um  
 150,00 MeV   4,485E-01  2,264E-04    1,31 mm    51,55 um    11,41 um  
 160,00 MeV   4,252E-01  2,135E-04    1,47 mm    56,60 um    12,80 um  
 170,00 MeV   4,045E-01  2,021E-04    1,65 mm    61,71 um    14,26 um  
 180,00 MeV   3,861E-01  1,919E-04    1,83 mm    66,90 um    15,79 um  
 200,00 MeV   3,545E-01  1,743E-04    2,21 mm    86,59 um    19,05 um  
 225,00 MeV   3,221E-01  1,566E-04    2,74 mm   114,69 um    23,51 um  
 250,00 MeV   2,950E-01  1,423E-04    3,32 mm   141,26 um    28,38 um  
 275,00 MeV   2,718E-01  1,305E-04    3,96 mm   167,38 um    33,66 um  
 300,00 MeV   2,531E-01  1,205E-04    4,64 mm   193,45 um    39,34 um  
 325,00 MeV   2,370E-01  1,121E-04    5,37 mm   219,58 um    45,41 um  
 350,00 MeV   2,231E-01  1,047E-04    6,15 mm   245,91 um    51,85 um  
 375,00 MeV   2,109E-01  9,833E-05    6,97 mm   272,49 um    58,66 um  
 400,00 MeV   2,001E-01  9,269E-05    7,84 mm   299,37 um    65,84 um  
 450,00 MeV   1,819E-01  8,323E-05    9,72 mm   400,65 um    81,26 um  
 500,00 MeV   1,672E-01  7,558E-05   11,77 mm   495,40 um    98,04 um  
 550,00 MeV   1,550E-01  6,926E-05   13,99 mm   587,50 um   116,14 um  
 600,00 MeV   1,446E-01  6,395E-05   16,38 mm   678,60 um   135,52 um  
 650,00 MeV   1,358E-01  5,942E-05   18,94 mm   769,50 um   156,13 um  
 700,00 MeV   1,282E-01  5,551E-05   21,65 mm   860,65 um   177,92 um  
 800,00 MeV   1,157E-01  4,910E-05   27,53 mm     1,20 mm   224,96 um  
 900,00 MeV   1,058E-01  4,406E-05   34,00 mm     1,51 mm   276,34 um  
   1,00 GeV   9,780E-02  3,999E-05   41,03 mm     1,81 mm   331,81 um  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  1,3970E+01                 eV / Angstrom 
  1,3970E+02                keV / micron   
  1,3970E+02                MeV / mm       
  1,0000E+00                keV / (ug/cm2) 
  1,0000E+00                MeV / (mg/cm2) 
  1,0000E+03                keV / (mg/cm2) 
  1,4505E+01                 eV / (1E15 atoms/cm2)
  4,2595E-01                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
