 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> dicembre 01, 2014 
 ==================================================================

 Disk File Name = SRIM Outputs\Zinc in Silicon.txt

 Ion = Zinc [30] , Mass = 63,93 amu

 Target Density =  2,3212E+00 g/cm3 = 4,9770E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Si     14    100,00    100,00   
 ====================================
 Bragg Correction = 0,00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
  60,00 MeV   3,004E+01  1,110E-01   12,57 um     4795 A      5620 A   
  65,00 MeV   3,064E+01  1,038E-01   13,27 um     4919 A      5701 A   
  70,00 MeV   3,119E+01  9,763E-02   13,97 um     5034 A      5777 A   
  80,00 MeV   3,212E+01  8,734E-02   15,32 um     5419 A      5916 A   
  90,00 MeV   3,287E+01  7,913E-02   16,64 um     5759 A      6042 A   
 100,00 MeV   3,346E+01  7,242E-02   17,94 um     6067 A      6157 A   
 110,00 MeV   3,393E+01  6,682E-02   19,21 um     6351 A      6264 A   
 120,00 MeV   3,428E+01  6,208E-02   20,47 um     6615 A      6364 A   
 130,00 MeV   3,455E+01  5,800E-02   21,72 um     6865 A      6459 A   
 140,00 MeV   3,467E+01  5,446E-02   22,96 um     7102 A      6549 A   
 150,00 MeV   3,453E+01  5,136E-02   24,21 um     7332 A      6636 A   
 160,00 MeV   3,438E+01  4,861E-02   25,45 um     7556 A      6721 A   
 170,00 MeV   3,427E+01  4,615E-02   26,71 um     7776 A      6803 A   
 180,00 MeV   3,412E+01  4,395E-02   27,97 um     7990 A      6883 A   
 200,00 MeV   3,374E+01  4,016E-02   30,50 um     8783 A      7040 A   
 225,00 MeV   3,314E+01  3,629E-02   33,72 um     9918 A      7229 A   
 250,00 MeV   3,247E+01  3,314E-02   37,00 um     1,10 um     7413 A   
 275,00 MeV   3,175E+01  3,052E-02   40,35 um     1,20 um     7596 A   
 300,00 MeV   3,102E+01  2,831E-02   43,78 um     1,29 um     7778 A   
 325,00 MeV   3,028E+01  2,641E-02   47,29 um     1,39 um     7960 A   
 350,00 MeV   2,955E+01  2,476E-02   50,89 um     1,48 um     8143 A   
 375,00 MeV   2,884E+01  2,332E-02   54,57 um     1,57 um     8328 A   
 400,00 MeV   2,814E+01  2,205E-02   58,35 um     1,66 um     8515 A   
 450,00 MeV   2,683E+01  1,989E-02   66,18 um     2,00 um     8899 A   
 500,00 MeV   2,562E+01  1,814E-02   74,39 um     2,32 um     9295 A   
 550,00 MeV   2,452E+01  1,669E-02   82,98 um     2,62 um     9707 A   
 600,00 MeV   2,351E+01  1,546E-02   91,95 um     2,91 um     1,01 um  
 650,00 MeV   2,258E+01  1,441E-02  101,30 um     3,20 um     1,06 um  
 700,00 MeV   2,173E+01  1,350E-02  111,02 um     3,49 um     1,10 um  
 800,00 MeV   2,024E+01  1,201E-02  131,55 um     4,54 um     1,20 um  
 900,00 MeV   1,897E+01  1,082E-02  153,53 um     5,51 um     1,31 um  
   1,00 GeV   1,788E+01  9,857E-03  176,91 um     6,43 um     1,42 um  
   1,10 GeV   1,693E+01  9,059E-03  201,67 um     7,33 um     1,54 um  
   1,20 GeV   1,609E+01  8,386E-03  227,77 um     8,21 um     1,66 um  
   1,30 GeV   1,534E+01  7,811E-03  255,19 um     9,09 um     1,79 um  
   1,40 GeV   1,466E+01  7,312E-03  283,91 um     9,96 um     1,93 um  
   1,50 GeV   1,405E+01  6,877E-03  313,93 um    10,83 um     2,07 um  
   1,60 GeV   1,348E+01  6,493E-03  345,23 um    11,71 um     2,22 um  
   1,70 GeV   1,296E+01  6,151E-03  377,82 um    12,59 um     2,38 um  
   1,80 GeV   1,247E+01  5,845E-03  411,70 um    13,48 um     2,54 um  
   2,00 GeV   1,161E+01  5,320E-03  483,31 um    16,87 um     2,88 um  
   2,25 GeV   1,071E+01  4,788E-03  579,93 um    21,73 um     3,33 um  
   2,50 GeV   9,956E+00  4,357E-03  684,23 um    26,28 um     3,82 um  
   2,75 GeV   9,316E+00  4,000E-03  796,07 um    30,69 um     4,34 um  
   3,00 GeV   8,764E+00  3,699E-03  915,25 um    35,03 um     4,89 um  
   3,25 GeV   8,284E+00  3,443E-03    1,04 mm    39,34 um     5,47 um  
   3,50 GeV   7,862E+00  3,221E-03    1,18 mm    43,65 um     6,08 um  
   3,75 GeV   7,488E+00  3,027E-03    1,32 mm    47,97 um     6,72 um  
   4,00 GeV   7,155E+00  2,856E-03    1,46 mm    52,31 um     7,39 um  
   4,50 GeV   6,584E+00  2,568E-03    1,78 mm    68,65 um     8,80 um  
