 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> dicembre 01, 2014 
 ==================================================================

 Disk File Name = SRIM Outputs\Nitrogen in Silicon.txt

 Ion = Nitrogen [7] , Mass = 14,003 amu

 Target Density =  2,3212E+00 g/cm3 = 4,9770E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Si     14    100,00    100,00   
 ====================================
 Bragg Correction = 0,00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
  50,00 MeV   3,538E+00  2,192E-03   46,38 um     1,62 um     8311 A   
  55,00 MeV   3,346E+00  2,016E-03   52,64 um     1,85 um     9012 A   
  60,00 MeV   3,172E+00  1,867E-03   59,25 um     2,08 um     9747 A   
  65,00 MeV   3,014E+00  1,740E-03   66,21 um     2,31 um     1,05 um  
  70,00 MeV   2,870E+00  1,630E-03   73,53 um     2,54 um     1,13 um  
  80,00 MeV   2,620E+00  1,449E-03   89,23 um     3,39 um     1,30 um  
  90,00 MeV   2,409E+00  1,306E-03  106,38 um     4,18 um     1,49 um  
 100,00 MeV   2,230E+00  1,189E-03  124,96 um     4,96 um     1,69 um  
 110,00 MeV   2,077E+00  1,093E-03  144,97 um     5,72 um     1,91 um  
 120,00 MeV   1,944E+00  1,012E-03  166,41 um     6,50 um     2,13 um  
 130,00 MeV   1,828E+00  9,421E-04  189,25 um     7,27 um     2,38 um  
 140,00 MeV   1,726E+00  8,819E-04  213,49 um     8,06 um     2,64 um  
 150,00 MeV   1,636E+00  8,293E-04  239,12 um     8,86 um     2,91 um  
 160,00 MeV   1,556E+00  7,829E-04  266,11 um     9,67 um     3,19 um  
 170,00 MeV   1,484E+00  7,417E-04  294,46 um    10,49 um     3,49 um  
 180,00 MeV   1,419E+00  7,048E-04  324,14 um    11,33 um     3,81 um  
 200,00 MeV   1,306E+00  6,414E-04  387,43 um    14,48 um     4,47 um  
 225,00 MeV   1,190E+00  5,772E-04  473,79 um    19,01 um     5,38 um  
 250,00 MeV   1,096E+00  5,251E-04  568,08 um    23,28 um     6,37 um  
 275,00 MeV   1,016E+00  4,820E-04  670,13 um    27,46 um     7,43 um  
 300,00 MeV   9,486E-01  4,458E-04  779,80 um    31,61 um     8,56 um  
 325,00 MeV   8,902E-01  4,148E-04  896,97 um    35,76 um     9,77 um  
 350,00 MeV   8,393E-01  3,880E-04    1,02 mm    39,95 um    11,05 um  
 375,00 MeV   7,945E-01  3,646E-04    1,15 mm    44,17 um    12,41 um  
 400,00 MeV   7,548E-01  3,440E-04    1,29 mm    48,44 um    13,83 um  
 450,00 MeV   6,874E-01  3,093E-04    1,59 mm    64,48 um    16,88 um  
 500,00 MeV   6,322E-01  2,812E-04    1,92 mm    79,51 um    20,19 um  
 550,00 MeV   5,862E-01  2,580E-04    2,27 mm    94,13 um    23,76 um  
 600,00 MeV   5,473E-01  2,384E-04    2,65 mm   108,62 um    27,58 um  
