 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> dicembre 01, 2014 
 ==================================================================

 Disk File Name = SRIM Outputs\Beryllium in Silicon.txt

 Ion = Beryllium [4] , Mass = 9,012 amu

 Target Density =  2,3212E+00 g/cm3 = 4,9770E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Si     14    100,00    100,00   
 ====================================
 Bragg Correction = 0,00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
   6,50 MeV   2,637E+00  2,974E-03   10,22 um     4040 A      4516 A   
   7,00 MeV   2,581E+00  2,792E-03   11,04 um     4239 A      4653 A   
   8,00 MeV   2,478E+00  2,491E-03   12,74 um     4935 A      4929 A   
   9,00 MeV   2,385E+00  2,251E-03   14,51 um     5592 A      5212 A   
  10,00 MeV   2,301E+00  2,056E-03   16,35 um     6222 A      5501 A   
  11,00 MeV   2,225E+00  1,894E-03   18,25 um     6834 A      5798 A   
  12,00 MeV   2,154E+00  1,757E-03   20,21 um     7433 A      6101 A   
  13,00 MeV   2,088E+00  1,639E-03   22,24 um     8023 A      6412 A   
  14,00 MeV   2,026E+00  1,537E-03   24,33 um     8606 A      6730 A   
  15,00 MeV   1,969E+00  1,448E-03   26,49 um     9185 A      7055 A   
  16,00 MeV   1,914E+00  1,369E-03   28,70 um     9761 A      7387 A   
  17,00 MeV   1,863E+00  1,298E-03   30,98 um     1,03 um     7726 A   
  18,00 MeV   1,814E+00  1,235E-03   33,32 um     1,09 um     8073 A   
  20,00 MeV   1,721E+00  1,127E-03   38,19 um     1,30 um     8789 A   
  22,50 MeV   1,601E+00  1,016E-03   44,68 um     1,60 um     9732 A   
  25,00 MeV   1,504E+00  9,268E-04   51,61 um     1,89 um     1,07 um  
  27,50 MeV   1,417E+00  8,523E-04   58,99 um     2,17 um     1,18 um  
  30,00 MeV   1,339E+00  7,895E-04   66,80 um     2,45 um     1,29 um  
  32,50 MeV   1,268E+00  7,358E-04   75,06 um     2,73 um     1,41 um  
  35,00 MeV   1,204E+00  6,893E-04   83,77 um     3,01 um     1,53 um  
  37,50 MeV   1,146E+00  6,485E-04   92,94 um     3,29 um     1,66 um  
  40,00 MeV   1,092E+00  6,126E-04  102,56 um     3,57 um     1,79 um  
  45,00 MeV   9,983E-01  5,519E-04  123,17 um     4,64 um     2,08 um  
  50,00 MeV   9,187E-01  5,027E-04  145,66 um     5,65 um     2,39 um  
  55,00 MeV   8,503E-01  4,619E-04  170,01 um     6,65 um     2,73 um  
  60,00 MeV   7,913E-01  4,275E-04  196,26 um     7,65 um     3,09 um  
  65,00 MeV   7,399E-01  3,981E-04  224,39 um     8,65 um     3,47 um  
  70,00 MeV   6,949E-01  3,727E-04  254,42 um     9,68 um     3,88 um  
  80,00 MeV   6,200E-01  3,308E-04  320,02 um    13,47 um     4,78 um  
  90,00 MeV   5,606E-01  2,978E-04  393,06 um    17,05 um     5,78 um  
 100,00 MeV   5,126E-01  2,710E-04  473,39 um    20,57 um     6,88 um  
 110,00 MeV   4,731E-01  2,488E-04  560,84 um    24,08 um     8,07 um  
 120,00 MeV   4,402E-01  2,301E-04  655,20 um    27,62 um     9,36 um  
 130,00 MeV   4,123E-01  2,142E-04  756,29 um    31,20 um    10,73 um  
 140,00 MeV   3,884E-01  2,004E-04  863,89 um    34,82 um    12,19 um  
 150,00 MeV   3,677E-01  1,883E-04  977,82 um    38,49 um    13,74 um  
 160,00 MeV   3,496E-01  1,777E-04    1,10 mm    42,19 um    15,37 um  
 170,00 MeV   3,335E-01  1,682E-04    1,22 mm    45,93 um    17,07 um  
 180,00 MeV   3,191E-01  1,598E-04    1,36 mm    49,72 um    18,85 um  
 200,00 MeV   2,942E-01  1,453E-04    1,64 mm    63,92 um    22,63 um  
 225,00 MeV   2,684E-01  1,306E-04    2,02 mm    84,12 um    27,76 um  
 250,00 MeV   2,464E-01  1,188E-04    2,44 mm   103,22 um    33,34 um  
 275,00 MeV   2,273E-01  1,089E-04    2,89 mm   122,00 um    39,36 um  
 300,00 MeV   2,120E-01  1,007E-04    3,38 mm   140,74 um    45,83 um  
 325,00 MeV   1,989E-01  9,363E-05    3,91 mm   159,50 um    52,71 um  
 350,00 MeV   1,875E-01  8,754E-05    4,47 mm   178,38 um    60,01 um  
 375,00 MeV   1,776E-01  8,222E-05    5,06 mm   197,42 um    67,71 um  
 400,00 MeV   1,687E-01  7,754E-05    5,68 mm   216,66 um    75,79 um  
 450,00 MeV   1,538E-01  6,966E-05    7,01 mm   288,58 um    93,12 um  
 500,00 MeV   1,416E-01  6,329E-05    8,47 mm   355,85 um   111,92 um  
 550,00 MeV   1,314E-01  5,802E-05   10,05 mm   421,20 um   132,14 um  
 600,00 MeV   1,229E-01  5,360E-05   11,75 mm   485,78 um   153,73 um  
 650,00 MeV   1,156E-01  4,982E-05   13,55 mm   550,18 um   176,64 um  
 700,00 MeV   1,092E-01  4,656E-05   15,47 mm   614,70 um   200,83 um  
 800,00 MeV   9,874E-02  4,121E-05   19,62 mm   852,27 um   252,88 um  
 900,00 MeV   9,046E-02  3,700E-05   24,18 mm     1,07 mm   309,58 um  
   1,00 GeV   8,375E-02  3,360E-05   29,12 mm     1,28 mm   370,63 um  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  2,3211E+01                 eV / Angstrom 
  2,3211E+02                keV / micron   
  2,3211E+02                MeV / mm       
  1,0000E+00                keV / (ug/cm2) 
  1,0000E+00                MeV / (mg/cm2) 
  1,0000E+03                keV / (mg/cm2) 
  4,6637E+01                 eV / (1E15 atoms/cm2)
  1,1692E+00                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
