 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> dicembre 01, 2014 
 ==================================================================

 Disk File Name = SRIM Outputs\Chromium in Silicon.txt

 Ion = Chromium [24] , Mass = 51,94 amu

 Target Density =  2,3212E+00 g/cm3 = 4,9770E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Si     14    100,00    100,00   
 ====================================
 Bragg Correction = 0,00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
  60,00 MeV   2,520E+01  6,156E-02   13,74 um     4939 A      5410 A   
  65,00 MeV   2,548E+01  5,756E-02   14,59 um     5101 A      5492 A   
  70,00 MeV   2,571E+01  5,408E-02   15,43 um     5255 A      5571 A   
  80,00 MeV   2,605E+01  4,831E-02   17,09 um     5786 A      5718 A   
  90,00 MeV   2,626E+01  4,371E-02   18,73 um     6262 A      5855 A   
 100,00 MeV   2,636E+01  3,997E-02   20,37 um     6698 A      5984 A   
 110,00 MeV   2,639E+01  3,685E-02   22,00 um     7105 A      6107 A   
 120,00 MeV   2,617E+01  3,421E-02   23,63 um     7493 A      6225 A   
 130,00 MeV   2,585E+01  3,194E-02   25,29 um     7869 A      6341 A   
 140,00 MeV   2,561E+01  2,997E-02   26,96 um     8234 A      6454 A   
 150,00 MeV   2,533E+01  2,824E-02   28,65 um     8592 A      6566 A   
 160,00 MeV   2,503E+01  2,672E-02   30,36 um     8942 A      6676 A   
 170,00 MeV   2,472E+01  2,536E-02   32,09 um     9287 A      6785 A   
 180,00 MeV   2,440E+01  2,414E-02   33,84 um     9628 A      6893 A   
 200,00 MeV   2,375E+01  2,203E-02   37,41 um     1,09 um     7110 A   
 225,00 MeV   2,292E+01  1,989E-02   42,03 um     1,27 um     7382 A   
 250,00 MeV   2,210E+01  1,815E-02   46,81 um     1,45 um     7657 A   
 275,00 MeV   2,132E+01  1,671E-02   51,76 um     1,61 um     7937 A   
 300,00 MeV   2,058E+01  1,549E-02   56,90 um     1,77 um     8223 A   
 325,00 MeV   1,988E+01  1,444E-02   62,23 um     1,92 um     8517 A   
 350,00 MeV   1,921E+01  1,353E-02   67,73 um     2,08 um     8819 A   
 375,00 MeV   1,859E+01  1,274E-02   73,43 um     2,23 um     9129 A   
 400,00 MeV   1,801E+01  1,204E-02   79,31 um     2,39 um     9449 A   
 450,00 MeV   1,695E+01  1,086E-02   91,64 um     2,96 um     1,01 um  
 500,00 MeV   1,602E+01  9,894E-03  104,71 um     3,49 um     1,08 um  
 550,00 MeV   1,519E+01  9,097E-03  118,51 um     4,01 um     1,16 um  
 600,00 MeV   1,446E+01  8,424E-03  133,03 um     4,51 um     1,24 um  
 650,00 MeV   1,381E+01  7,848E-03  148,27 um     5,00 um     1,32 um  
 700,00 MeV   1,323E+01  7,350E-03  164,20 um     5,49 um     1,40 um  
 800,00 MeV   1,222E+01  6,530E-03  198,07 um     7,30 um     1,59 um  
 900,00 MeV   1,138E+01  5,881E-03  234,59 um     8,95 um     1,78 um  
   1,00 GeV   1,067E+01  5,355E-03  273,67 um    10,53 um     1,99 um  
   1,10 GeV   1,005E+01  4,919E-03  315,27 um    12,07 um     2,22 um  
   1,20 GeV   9,504E+00  4,552E-03  359,34 um    13,59 um     2,45 um  
   1,30 GeV   9,014E+00  4,238E-03  405,88 um    15,11 um     2,70 um  
   1,40 GeV   8,569E+00  3,966E-03  454,89 um    16,64 um     2,96 um  
   1,50 GeV   8,160E+00  3,729E-03  506,40 um    18,17 um     3,23 um  
   1,60 GeV   7,790E+00  3,519E-03  560,43 um    19,72 um     3,51 um  
   1,70 GeV   7,465E+00  3,333E-03  616,91 um    21,29 um     3,81 um  
   1,80 GeV   7,169E+00  3,167E-03  675,79 um    22,88 um     4,12 um  
   2,00 GeV   6,650E+00  2,881E-03  800,58 um    28,92 um     4,76 um  
   2,25 GeV   6,113E+00  2,592E-03  969,51 um    37,54 um     5,63 um  
   2,50 GeV   5,667E+00  2,357E-03    1,15 mm    45,63 um     6,57 um  
   2,75 GeV   5,291E+00  2,163E-03    1,35 mm    53,47 um     7,56 um  
   3,00 GeV   4,970E+00  2,000E-03    1,56 mm    61,20 um     8,62 um  
   3,25 GeV   4,692E+00  1,860E-03    1,78 mm    68,89 um     9,74 um  
   3,50 GeV   4,441E+00  1,740E-03    2,02 mm    76,58 um    10,91 um  
   3,75 GeV   4,218E+00  1,635E-03    2,27 mm    84,32 um    12,14 um  
   4,00 GeV   4,021E+00  1,542E-03    2,53 mm    92,11 um    13,43 um  
   4,50 GeV   3,686E+00  1,386E-03    3,09 mm   121,53 um    16,16 um  
   5,00 GeV   3,413E+00  1,260E-03    3,70 mm   148,91 um    19,11 um  
   5,50 GeV   3,185E+00  1,155E-03    4,35 mm   175,34 um    22,25 um  
   6,00 GeV   2,993E+00  1,068E-03    5,05 mm   201,28 um    25,59 um  
   6,50 GeV   2,829E+00  9,927E-04    5,79 mm   226,98 um    29,10 um  
   7,00 GeV   2,686E+00  9,280E-04    6,57 mm   252,56 um    32,79 um  
   8,00 GeV   2,451E+00  8,218E-04    8,25 mm   346,90 um    40,64 um  
   9,00 GeV   2,266E+00  7,381E-04   10,08 mm   432,87 um    49,09 um  
  10,00 GeV   2,116E+00  6,705E-04   12,04 mm   514,81 um    58,09 um  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  2,3211E+01                 eV / Angstrom 
  2,3211E+02                keV / micron   
  2,3211E+02                MeV / mm       
  1,0000E+00                keV / (ug/cm2) 
  1,0000E+00                MeV / (mg/cm2) 
  1,0000E+03                keV / (mg/cm2) 
  4,6637E+01                 eV / (1E15 atoms/cm2)
  9,5002E-02                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
