 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> dicembre 01, 2014 
 ==================================================================

 Disk File Name = SRIM Outputs\Cobalt in Silicon.txt

 Ion = Cobalt [27] , Mass = 58,93 amu

 Target Density =  2,3212E+00 g/cm3 = 4,9770E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Si     14    100,00    100,00   
 ====================================
 Bragg Correction = 0,00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
  55,00 MeV   2,802E+01  9,174E-02   12,49 um     5054 A      6048 A   
  60,00 MeV   2,852E+01  8,534E-02   13,25 um     5187 A      6126 A   
  65,00 MeV   2,896E+01  7,982E-02   14,00 um     5311 A      6199 A   
  70,00 MeV   2,935E+01  7,502E-02   14,73 um     5429 A      6268 A   
  80,00 MeV   3,000E+01  6,707E-02   16,18 um     5831 A      6395 A   
  90,00 MeV   3,048E+01  6,073E-02   17,60 um     6192 A      6512 A   
 100,00 MeV   3,083E+01  5,555E-02   19,00 um     6523 A      6619 A   
 110,00 MeV   3,107E+01  5,124E-02   20,39 um     6833 A      6721 A   
 120,00 MeV   3,123E+01  4,759E-02   21,77 um     7124 A      6817 A   
 130,00 MeV   3,123E+01  4,445E-02   23,15 um     7403 A      6909 A   
 140,00 MeV   3,096E+01  4,172E-02   24,53 um     7673 A      6998 A   
 150,00 MeV   3,075E+01  3,933E-02   25,92 um     7937 A      7084 A   
 160,00 MeV   3,055E+01  3,722E-02   27,33 um     8197 A      7169 A   
 170,00 MeV   3,031E+01  3,533E-02   28,74 um     8451 A      7252 A   
 180,00 MeV   3,005E+01  3,364E-02   30,17 um     8702 A      7334 A   
 200,00 MeV   2,946E+01  3,072E-02   33,06 um     9641 A      7496 A   
 225,00 MeV   2,867E+01  2,775E-02   36,76 um     1,10 um     7695 A   
 250,00 MeV   2,784E+01  2,534E-02   40,57 um     1,23 um     7894 A   
 275,00 MeV   2,701E+01  2,333E-02   44,49 um     1,35 um     8094 A   
 300,00 MeV   2,620E+01  2,163E-02   48,54 um     1,47 um     8297 A   
 325,00 MeV   2,540E+01  2,017E-02   52,71 um     1,58 um     8503 A   
 350,00 MeV   2,464E+01  1,891E-02   57,01 um     1,70 um     8713 A   
 375,00 MeV   2,391E+01  1,781E-02   61,45 um     1,81 um     8929 A   
 400,00 MeV   2,322E+01  1,683E-02   66,01 um     1,93 um     9150 A   
 450,00 MeV   2,194E+01  1,518E-02   75,55 um     2,36 um     9609 A   
 500,00 MeV   2,079E+01  1,384E-02   85,64 um     2,76 um     1,01 um  
 550,00 MeV   1,976E+01  1,273E-02   96,26 um     3,14 um     1,06 um  
 600,00 MeV   1,884E+01  1,179E-02  107,42 um     3,52 um     1,11 um  
