 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> dicembre 01, 2014 
 ==================================================================

 Disk File Name = SRIM Outputs\Copper in Silicon.txt

 Ion = Copper [29] , Mass = 62,93 amu

 Target Density =  2,3212E+00 g/cm3 = 4,9770E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Si     14    100,00    100,00   
 ====================================
 Bragg Correction = 0,00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
  60,00 MeV   3,028E+01  1,029E-01   13,23 um     5290 A      6409 A   
  65,00 MeV   3,084E+01  9,631E-02   13,93 um     5401 A      6483 A   
  70,00 MeV   3,134E+01  9,054E-02   14,62 um     5506 A      6552 A   
  80,00 MeV   3,216E+01  8,098E-02   15,97 um     5858 A      6679 A   
  90,00 MeV   3,278E+01  7,335E-02   17,30 um     6175 A      6793 A   
 100,00 MeV   3,325E+01  6,712E-02   18,60 um     6465 A      6898 A   
 110,00 MeV   3,358E+01  6,193E-02   19,88 um     6736 A      6996 A   
 120,00 MeV   3,381E+01  5,753E-02   21,16 um     6992 A      7088 A   
 130,00 MeV   3,396E+01  5,375E-02   22,43 um     7236 A      7175 A   
 140,00 MeV   3,393E+01  5,047E-02   23,69 um     7470 A      7258 A   
 150,00 MeV   3,365E+01  4,758E-02   24,97 um     7699 A      7339 A   
 160,00 MeV   3,346E+01  4,503E-02   26,25 um     7924 A      7418 A   
 170,00 MeV   3,326E+01  4,276E-02   27,54 um     8145 A      7495 A   
 180,00 MeV   3,303E+01  4,071E-02   28,84 um     8363 A      7570 A   
 200,00 MeV   3,251E+01  3,719E-02   31,46 um     9174 A      7718 A   
 225,00 MeV   3,177E+01  3,361E-02   34,81 um     1,04 um     7898 A   
 250,00 MeV   3,099E+01  3,069E-02   38,24 um     1,15 um     8075 A   
 275,00 MeV   3,019E+01  2,826E-02   41,76 um     1,25 um     8252 A   
 300,00 MeV   2,939E+01  2,621E-02   45,37 um     1,35 um     8430 A   
 325,00 MeV   2,860E+01  2,445E-02   49,08 um     1,45 um     8610 A   
 350,00 MeV   2,784E+01  2,292E-02   52,89 um     1,55 um     8792 A   
 375,00 MeV   2,711E+01  2,159E-02   56,81 um     1,65 um     8977 A   
 400,00 MeV   2,640E+01  2,041E-02   60,83 um     1,75 um     9165 A   
 450,00 MeV   2,509E+01  1,841E-02   69,20 um     2,11 um     9554 A   
 500,00 MeV   2,390E+01  1,679E-02   77,99 um     2,46 um     9962 A   
 550,00 MeV   2,283E+01  1,545E-02   87,21 um     2,78 um     1,04 um  
 600,00 MeV   2,185E+01  1,431E-02   96,85 um     3,10 um     1,08 um  
 650,00 MeV   2,097E+01  1,334E-02  106,90 um     3,42 um     1,13 um  
 700,00 MeV   2,017E+01  1,249E-02  117,37 um     3,73 um     1,18 um  
 800,00 MeV   1,878E+01  1,111E-02  139,50 um     4,87 um     1,28 um  
 900,00 MeV   1,760E+01  1,001E-02  163,20 um     5,92 um     1,39 um  
   1,00 GeV   1,659E+01  9,118E-03  188,40 um     6,92 um     1,51 um  
   1,10 GeV   1,572E+01  8,379E-03  215,07 um     7,88 um     1,64 um  
   1,20 GeV   1,494E+01  7,756E-03  243,18 um     8,84 um     1,78 um  
   1,30 GeV   1,425E+01  7,224E-03  272,70 um     9,78 um     1,92 um  
   1,40 GeV   1,362E+01  6,763E-03  303,61 um    10,72 um     2,07 um  
   1,50 GeV   1,305E+01  6,360E-03  335,91 um    11,66 um     2,22 um  
   1,60 GeV   1,252E+01  6,004E-03  369,61 um    12,60 um     2,38 um  
   1,70 GeV   1,202E+01  5,688E-03  404,73 um    13,55 um     2,55 um  
   1,80 GeV   1,155E+01  5,405E-03  441,27 um    14,51 um     2,72 um  
   2,00 GeV   1,074E+01  4,919E-03  518,63 um    18,19 um     3,09 um  
   2,25 GeV   9,904E+00  4,427E-03  623,08 um    23,45 um     3,59 um  
   2,50 GeV   9,206E+00  4,028E-03  735,88 um    28,38 um     4,12 um  
