 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> giugno 16, 2015 
 ==================================================================

 Disk File Name = SRIM Outputs\Vanadium in  H- C- O.txt

 Ion = Vanadium [23] , Mass = 50,94 amu

 Target Density =  1,3970E+00 g/cm3 = 9,6311E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      H      1    036,36    004,20   
      C      6    045,45    062,50   
      O      8    018,18    033,30   
 ====================================
 Bragg Correction = -4,30%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
  55,00 MeV   3,642E+01  7,059E-02   15,04 um     4391 A      4073 A   
  60,00 MeV   3,626E+01  6,558E-02   16,02 um     4614 A      4122 A   
  65,00 MeV   3,604E+01  6,128E-02   17,01 um     4829 A      4169 A   
  70,00 MeV   3,579E+01  5,754E-02   18,00 um     5037 A      4215 A   
  80,00 MeV   3,519E+01  5,135E-02   20,02 um     5799 A      4304 A   
  90,00 MeV   3,453E+01  4,643E-02   22,07 um     6494 A      4390 A   
 100,00 MeV   3,385E+01  4,242E-02   24,16 um     7146 A      4474 A   
 110,00 MeV   3,352E+01  3,909E-02   26,28 um     7760 A      4557 A   
 120,00 MeV   3,298E+01  3,627E-02   28,43 um     8343 A      4638 A   
 130,00 MeV   3,229E+01  3,385E-02   30,62 um     8908 A      4720 A   
 140,00 MeV   3,163E+01  3,175E-02   32,86 um     9461 A      4802 A   
 150,00 MeV   3,100E+01  2,991E-02   35,14 um     1,00 um     4884 A   
 160,00 MeV   3,039E+01  2,828E-02   37,47 um     1,05 um     4968 A   
 170,00 MeV   2,980E+01  2,683E-02   39,85 um     1,11 um     5052 A   
 180,00 MeV   2,923E+01  2,553E-02   42,27 um     1,16 um     5137 A   
 200,00 MeV   2,816E+01  2,329E-02   47,26 um     1,36 um     5311 A   
 225,00 MeV   2,693E+01  2,102E-02   53,76 um     1,64 um     5536 A   
 250,00 MeV   2,579E+01  1,917E-02   60,54 um     1,90 um     5770 A   
 275,00 MeV   2,475E+01  1,764E-02   67,62 um     2,15 um     6014 A   
 300,00 MeV   2,379E+01  1,634E-02   74,99 um     2,39 um     6268 A   
 325,00 MeV   2,291E+01  1,523E-02   82,66 um     2,63 um     6533 A   
 350,00 MeV   2,209E+01  1,427E-02   90,61 um     2,86 um     6808 A   
 375,00 MeV   2,132E+01  1,343E-02   98,85 um     3,09 um     7094 A   
 400,00 MeV   2,061E+01  1,269E-02  107,38 um     3,32 um     7390 A   
 450,00 MeV   1,933E+01  1,143E-02  125,31 um     4,18 um     8016 A   
 500,00 MeV   1,821E+01  1,042E-02  144,38 um     4,97 um     8684 A   
 550,00 MeV   1,722E+01  9,573E-03  164,58 um     5,74 um     9395 A   
 600,00 MeV   1,634E+01  8,862E-03  185,91 um     6,49 um     1,01 um  
 650,00 MeV   1,556E+01  8,254E-03  208,35 um     7,22 um     1,09 um  
 700,00 MeV   1,485E+01  7,727E-03  231,89 um     7,96 um     1,18 um  
 800,00 MeV   1,363E+01  6,861E-03  282,20 um    10,68 um     1,35 um  
 900,00 MeV   1,262E+01  6,177E-03  336,77 um    13,18 um     1,55 um  
   1,00 GeV   1,177E+01  5,622E-03  395,50 um    15,58 um     1,75 um  
   1,10 GeV   1,103E+01  5,163E-03  458,33 um    17,94 um     1,97 um  
   1,20 GeV   1,039E+01  4,776E-03  525,18 um    20,29 um     2,21 um  
   1,30 GeV   9,826E+00  4,445E-03  596,02 um    22,63 um     2,45 um  
