 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> giugno 16, 2015 
 ==================================================================

 Disk File Name = SRIM Outputs\Phosphorus in  H- C- O.txt

 Ion = Phosphorus [15] , Mass = 30,974 amu

 Target Density =  1,3970E+00 g/cm3 = 9,6311E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      H      1    036,36    004,20   
      C      6    045,45    062,50   
      O      8    018,18    033,30   
 ====================================
 Bragg Correction = -4,30%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
   7,00 MeV   1,700E+01  1,169E-01    5,06 um     2251 A      2869 A   
   8,00 MeV   1,795E+01  1,049E-01    5,47 um     2342 A      2936 A   
   9,00 MeV   1,876E+01  9,530E-02    5,85 um     2420 A      2994 A   
  10,00 MeV   1,944E+01  8,741E-02    6,22 um     2490 A      3045 A   
  11,00 MeV   2,002E+01  8,082E-02    6,59 um     2553 A      3090 A   
  12,00 MeV   2,051E+01  7,522E-02    6,94 um     2612 A      3131 A   
  13,00 MeV   2,093E+01  7,039E-02    7,28 um     2666 A      3169 A   
  14,00 MeV   2,128E+01  6,619E-02    7,62 um     2717 A      3204 A   
  15,00 MeV   2,157E+01  6,250E-02    7,95 um     2765 A      3237 A   
  16,00 MeV   2,182E+01  5,922E-02    8,28 um     2811 A      3268 A   
  17,00 MeV   2,202E+01  5,630E-02    8,61 um     2855 A      3297 A   
  18,00 MeV   2,218E+01  5,366E-02    8,93 um     2898 A      3324 A   
  20,00 MeV   2,239E+01  4,912E-02    9,57 um     3047 A      3376 A   
  22,50 MeV   2,251E+01  4,448E-02   10,36 um     3260 A      3436 A   
  25,00 MeV   2,250E+01  4,069E-02   11,16 um     3459 A      3492 A   
  27,50 MeV   2,241E+01  3,753E-02   11,95 um     3647 A      3545 A   
  30,00 MeV   2,225E+01  3,485E-02   12,75 um     3828 A      3595 A   
  32,50 MeV   2,205E+01  3,256E-02   13,56 um     4003 A      3644 A   
  35,00 MeV   2,183E+01  3,056E-02   14,37 um     4173 A      3691 A   
  37,50 MeV   2,158E+01  2,881E-02   15,20 um     4340 A      3737 A   
  40,00 MeV   2,132E+01  2,726E-02   16,03 um     4505 A      3783 A   
  45,00 MeV   2,078E+01  2,464E-02   17,73 um     5119 A      3872 A   
  50,00 MeV   2,023E+01  2,250E-02   19,47 um     5694 A      3961 A   
  55,00 MeV   1,968E+01  2,073E-02   21,26 um     6244 A      4049 A   
  60,00 MeV   1,915E+01  1,922E-02   23,11 um     6777 A      4138 A   
  65,00 MeV   1,878E+01  1,794E-02   24,99 um     7293 A      4227 A   
  70,00 MeV   1,842E+01  1,682E-02   26,91 um     7793 A      4317 A   
  80,00 MeV   1,752E+01  1,498E-02   30,89 um     9632 A      4500 A   
  90,00 MeV   1,669E+01  1,352E-02   35,08 um     1,13 um     4689 A   
 100,00 MeV   1,595E+01  1,233E-02   39,46 um     1,29 um     4887 A   
 110,00 MeV   1,527E+01  1,134E-02   44,05 um     1,45 um     5092 A   
 120,00 MeV   1,466E+01  1,051E-02   48,83 um     1,60 um     5306 A   
