 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> giugno 16, 2015 
 ==================================================================

 Disk File Name = SRIM Outputs\Magnesium in  H- C- O.txt

 Ion = Magnesium [12] , Mass = 23,985 amu

 Target Density =  1,3970E+00 g/cm3 = 9,6311E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      H      1    036,36    004,20   
      C      6    045,45    062,50   
      O      8    018,18    033,30   
 ====================================
 Bragg Correction = -4,30%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
   6,50 MeV   1,587E+01  6,669E-02    5,57 um     2670 A      3491 A   
   7,00 MeV   1,625E+01  6,275E-02    5,79 um     2696 A      3521 A   
   8,00 MeV   1,685E+01  5,620E-02    6,22 um     2778 A      3574 A   
   9,00 MeV   1,728E+01  5,097E-02    6,64 um     2851 A      3620 A   
  10,00 MeV   1,759E+01  4,668E-02    7,04 um     2919 A      3661 A   
  11,00 MeV   1,781E+01  4,311E-02    7,45 um     2984 A      3699 A   
  12,00 MeV   1,795E+01  4,008E-02    7,85 um     3045 A      3733 A   
  13,00 MeV   1,802E+01  3,747E-02    8,24 um     3104 A      3766 A   
  14,00 MeV   1,804E+01  3,520E-02    8,64 um     3161 A      3796 A   
  15,00 MeV   1,803E+01  3,321E-02    9,03 um     3217 A      3825 A   
  16,00 MeV   1,798E+01  3,145E-02    9,43 um     3272 A      3853 A   
  17,00 MeV   1,790E+01  2,987E-02    9,83 um     3326 A      3880 A   
  18,00 MeV   1,780E+01  2,846E-02   10,23 um     3380 A      3906 A   
  20,00 MeV   1,756E+01  2,602E-02   11,04 um     3579 A      3956 A   
  22,50 MeV   1,721E+01  2,353E-02   12,07 um     3875 A      4016 A   
  25,00 MeV   1,683E+01  2,151E-02   13,12 um     4161 A      4075 A   
  27,50 MeV   1,645E+01  1,982E-02   14,19 um     4440 A      4132 A   
  30,00 MeV   1,606E+01  1,839E-02   15,29 um     4715 A      4189 A   
  32,50 MeV   1,569E+01  1,717E-02   16,41 um     4987 A      4246 A   
  35,00 MeV   1,532E+01  1,610E-02   17,57 um     5256 A      4303 A   
  37,50 MeV   1,497E+01  1,517E-02   18,75 um     5525 A      4360 A   
  40,00 MeV   1,463E+01  1,435E-02   19,96 um     5792 A      4418 A   
  45,00 MeV   1,399E+01  1,295E-02   22,46 um     6802 A      4537 A   
  50,00 MeV   1,350E+01  1,182E-02   25,06 um     7750 A      4659 A   
  55,00 MeV   1,308E+01  1,088E-02   27,75 um     8649 A      4785 A   
  60,00 MeV   1,259E+01  1,008E-02   30,54 um     9520 A      4915 A   
