 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> giugno 16, 2015 
 ==================================================================

 Disk File Name = SRIM Outputs\Potassium in  H- C- O.txt

 Ion = Potassium [19] , Mass = 38,964 amu

 Target Density =  1,3970E+00 g/cm3 = 9,6311E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      H      1    036,36    004,20   
      C      6    045,45    062,50   
      O      8    018,18    033,30   
 ====================================
 Bragg Correction = -4,30%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
   7,00 MeV   1,868E+01  2,161E-01    4,68 um     2243 A      2856 A   
   8,00 MeV   2,005E+01  1,943E-01    5,04 um     2324 A      2932 A   
   9,00 MeV   2,125E+01  1,769E-01    5,39 um     2393 A      2996 A   
  10,00 MeV   2,229E+01  1,625E-01    5,71 um     2452 A      3051 A   
  11,00 MeV   2,321E+01  1,505E-01    6,02 um     2505 A      3099 A   
  12,00 MeV   2,401E+01  1,402E-01    6,33 um     2553 A      3143 A   
  13,00 MeV   2,473E+01  1,314E-01    6,62 um     2596 A      3182 A   
  14,00 MeV   2,536E+01  1,237E-01    6,90 um     2636 A      3218 A   
  15,00 MeV   2,592E+01  1,169E-01    7,18 um     2674 A      3251 A   
  16,00 MeV   2,642E+01  1,108E-01    7,45 um     2709 A      3282 A   
  17,00 MeV   2,686E+01  1,054E-01    7,72 um     2742 A      3311 A   
  18,00 MeV   2,725E+01  1,006E-01    7,98 um     2774 A      3338 A   
  20,00 MeV   2,791E+01  9,218E-02    8,50 um     2881 A      3387 A   
  22,50 MeV   2,851E+01  8,359E-02    9,13 um     3029 A      3443 A   
  25,00 MeV   2,893E+01  7,656E-02    9,75 um     3164 A      3494 A   
  27,50 MeV   2,920E+01  7,069E-02   10,36 um     3291 A      3540 A   
  30,00 MeV   2,936E+01  6,571E-02   10,97 um     3411 A      3583 A   
  32,50 MeV   2,943E+01  6,143E-02   11,58 um     3525 A      3624 A   
  35,00 MeV   2,944E+01  5,771E-02   12,19 um     3636 A      3663 A   
  37,50 MeV   2,939E+01  5,444E-02   12,79 um     3743 A      3701 A   
  40,00 MeV   2,930E+01  5,155E-02   13,40 um     3847 A      3736 A   
  45,00 MeV   2,902E+01  4,664E-02   14,63 um     4231 A      3805 A   
  50,00 MeV   2,867E+01  4,264E-02   15,87 um     4590 A      3871 A   
  55,00 MeV   2,827E+01  3,931E-02   17,12 um     4931 A      3935 A   
  60,00 MeV   2,785E+01  3,649E-02   18,40 um     5259 A      3997 A   
  65,00 MeV   2,741E+01  3,407E-02   19,69 um     5576 A      4058 A   
  70,00 MeV   2,696E+01  3,197E-02   21,00 um     5887 A      4118 A   
  80,00 MeV   2,618E+01  2,850E-02   23,70 um     7024 A      4238 A   
  90,00 MeV   2,559E+01  2,574E-02   26,46 um     8050 A      4357 A   
 100,00 MeV   2,476E+01  2,350E-02   29,30 um     9008 A      4476 A   
 110,00 MeV   2,398E+01  2,163E-02   32,23 um     9930 A      4598 A   
 120,00 MeV   2,324E+01  2,006E-02   35,26 um     1,08 um     4721 A   
 130,00 MeV   2,256E+01  1,871E-02   38,39 um     1,17 um     4847 A   
 140,00 MeV   2,191E+01  1,754E-02   41,61 um     1,26 um     4976 A   
 150,00 MeV   2,130E+01  1,651E-02   44,92 um     1,34 um     5108 A   
 160,00 MeV   2,072E+01  1,561E-02   48,32 um     1,43 um     5244 A   
 170,00 MeV   2,018E+01  1,480E-02   51,82 um     1,51 um     5383 A   
 180,00 MeV   1,966E+01  1,408E-02   55,41 um     1,60 um     5525 A   
 200,00 MeV   1,871E+01  1,283E-02   62,88 um     1,91 um     5822 A   
 225,00 MeV   1,764E+01  1,157E-02   72,73 um     2,37 um     6214 A   
 250,00 MeV   1,669E+01  1,055E-02   83,15 um     2,79 um     6630 A   
 275,00 MeV   1,585E+01  9,696E-03   94,15 um     3,20 um     7070 A   
 300,00 MeV   1,509E+01  8,978E-03  105,72 um     3,60 um     7535 A   
 325,00 MeV   1,440E+01  8,365E-03  117,85 um     3,99 um     8024 A   
 350,00 MeV   1,378E+01  7,833E-03  130,55 um     4,37 um     8537 A   
 375,00 MeV   1,321E+01  7,369E-03  143,81 um     4,76 um     9074 A   
 400,00 MeV   1,269E+01  6,958E-03  157,63 um     5,15 um     9634 A   
 450,00 MeV   1,177E+01  6,267E-03  186,91 um     6,61 um     1,08 um  
 500,00 MeV   1,099E+01  5,706E-03  218,37 um     7,97 um     1,21 um  
 550,00 MeV   1,032E+01  5,241E-03  251,97 um     9,29 um     1,35 um  
 600,00 MeV   9,729E+00  4,850E-03  287,69 um    10,58 um     1,49 um  
 650,00 MeV   9,213E+00  4,515E-03  325,49 um    11,85 um     1,64 um  
 700,00 MeV   8,755E+00  4,226E-03  365,34 um    13,13 um     1,80 um  
 800,00 MeV   7,978E+00  3,749E-03  450,99 um    17,88 um     2,15 um  
 900,00 MeV   7,342E+00  3,374E-03  544,52 um    22,25 um     2,52 um  
   1,00 GeV   6,806E+00  3,069E-03  645,78 um    26,47 um     2,92 um  
   1,10 GeV   6,346E+00  2,817E-03  754,70 um    30,63 um     3,35 um  
