 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> dicembre 01, 2014 
 ==================================================================

 Disk File Name = SRIM Outputs\Aluminum in Silicon.txt

 Ion = Aluminum [13] , Mass = 26,982 amu

 Target Density =  2,3212E+00 g/cm3 = 4,9770E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Si     14    100,00    100,00   
 ====================================
 Bragg Correction = 0,00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
  55,00 MeV   1,144E+01  1,183E-02   21,46 um     7065 A      5925 A   
  60,00 MeV   1,119E+01  1,098E-02   23,36 um     7589 A      6090 A   
  65,00 MeV   1,087E+01  1,024E-02   25,31 um     8104 A      6256 A   
  70,00 MeV   1,063E+01  9,607E-03   27,31 um     8612 A      6423 A   
  80,00 MeV   1,015E+01  8,557E-03   31,45 um     1,05 um     6763 A   
  90,00 MeV   9,715E+00  7,724E-03   35,79 um     1,22 um     7113 A   
 100,00 MeV   9,307E+00  7,046E-03   40,31 um     1,38 um     7474 A   
 110,00 MeV   8,928E+00  6,483E-03   45,04 um     1,54 um     7847 A   
 120,00 MeV   8,578E+00  6,008E-03   49,95 um     1,69 um     8232 A   
 130,00 MeV   8,253E+00  5,601E-03   55,07 um     1,84 um     8632 A   
 140,00 MeV   7,951E+00  5,249E-03   60,39 um     2,00 um     9044 A   
 150,00 MeV   7,671E+00  4,940E-03   65,90 um     2,15 um     9472 A   
 160,00 MeV   7,410E+00  4,668E-03   71,61 um     2,30 um     9913 A   
 170,00 MeV   7,167E+00  4,425E-03   77,52 um     2,45 um     1,04 um  
 180,00 MeV   6,939E+00  4,208E-03   83,62 um     2,60 um     1,08 um  
 200,00 MeV   6,527E+00  3,834E-03   96,42 um     3,18 um     1,18 um  
 225,00 MeV   6,079E+00  3,455E-03  113,51 um     4,00 um     1,31 um  
 250,00 MeV   5,692E+00  3,147E-03  131,82 um     4,78 um     1,45 um  
