 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> dicembre 01, 2014 
 ==================================================================

 Disk File Name = SRIM Outputs\Nickel in Silicon.txt

 Ion = Nickel [28] , Mass = 57,94 amu

 Target Density =  2,3212E+00 g/cm3 = 4,9770E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Si     14    100,00    100,00   
 ====================================
 Bragg Correction = 0,00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
  60,00 MeV   2,904E+01  8,979E-02   14,48 um     6288 A      7984 A   
  65,00 MeV   2,941E+01  8,399E-02   15,22 um     6392 A      8055 A   
  70,00 MeV   2,974E+01  7,895E-02   15,94 um     6490 A      8121 A   
  80,00 MeV   3,029E+01  7,058E-02   17,37 um     6828 A      8243 A   
  90,00 MeV   3,070E+01  6,392E-02   18,78 um     7138 A      8354 A   
 100,00 MeV   3,101E+01  5,848E-02   20,17 um     7427 A      8456 A   
 110,00 MeV   3,123E+01  5,394E-02   21,56 um     7701 A      8551 A   
 120,00 MeV   3,139E+01  5,010E-02   22,93 um     7961 A      8641 A   
 130,00 MeV   3,136E+01  4,680E-02   24,30 um     8211 A      8727 A   
 140,00 MeV   3,109E+01  4,393E-02   25,68 um     8456 A      8810 A   
 150,00 MeV   3,096E+01  4,141E-02   27,06 um     8696 A      8891 A   
 160,00 MeV   3,079E+01  3,919E-02   28,45 um     8932 A      8969 A   
 170,00 MeV   3,060E+01  3,720E-02   29,86 um     9164 A      9046 A   
 180,00 MeV   3,038E+01  3,542E-02   31,27 um     9393 A      9122 A   
 200,00 MeV   2,990E+01  3,235E-02   34,12 um     1,03 um     9270 A   
 225,00 MeV   2,922E+01  2,923E-02   37,76 um     1,15 um     9451 A   
 250,00 MeV   2,851E+01  2,668E-02   41,49 um     1,27 um     9631 A   
 275,00 MeV   2,778E+01  2,457E-02   45,31 um     1,38 um     9810 A   
 300,00 MeV   2,705E+01  2,278E-02   49,24 um     1,49 um     9991 A   
 325,00 MeV   2,633E+01  2,125E-02   53,27 um     1,60 um     1,02 um  
 350,00 MeV   2,563E+01  1,992E-02   57,42 um     1,70 um     1,04 um  
 375,00 MeV   2,495E+01  1,876E-02   61,67 um     1,81 um     1,06 um  
 400,00 MeV   2,430E+01  1,773E-02   66,04 um     1,92 um     1,07 um  
