 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> dicembre 01, 2014 
 ==================================================================

 Disk File Name = SRIM Outputs\Vanadium in Silicon.txt

 Ion = Vanadium [23] , Mass = 50,94 amu

 Target Density =  2,3212E+00 g/cm3 = 4,9770E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Si     14    100,00    100,00   
 ====================================
 Bragg Correction = 0,00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
  60,00 MeV   2,492E+01  5,599E-02   13,75 um     4798 A      5167 A   
  65,00 MeV   2,513E+01  5,234E-02   14,61 um     4968 A      5248 A   
  70,00 MeV   2,529E+01  4,917E-02   15,47 um     5129 A      5325 A   
  80,00 MeV   2,550E+01  4,391E-02   17,16 um     5689 A      5472 A   
  90,00 MeV   2,559E+01  3,973E-02   18,84 um     6193 A      5608 A   
 100,00 MeV   2,559E+01  3,632E-02   20,52 um     6656 A      5738 A   
 110,00 MeV   2,550E+01  3,348E-02   22,20 um     7090 A      5863 A   
 120,00 MeV   2,515E+01  3,108E-02   23,90 um     7506 A      5984 A   
 130,00 MeV   2,481E+01  2,901E-02   25,62 um     7910 A      6102 A   
 140,00 MeV   2,450E+01  2,722E-02   27,37 um     8304 A      6219 A   
 150,00 MeV   2,417E+01  2,565E-02   29,14 um     8690 A      6334 A   
 160,00 MeV   2,383E+01  2,427E-02   30,93 um     9070 A      6449 A   
 170,00 MeV   2,348E+01  2,303E-02   32,75 um     9444 A      6563 A   
 180,00 MeV   2,313E+01  2,192E-02   34,60 um     9815 A      6677 A   
 200,00 MeV   2,242E+01  2,001E-02   38,38 um     1,12 um     6905 A   
 225,00 MeV   2,154E+01  1,806E-02   43,27 um     1,32 um     7194 A   
 250,00 MeV   2,070E+01  1,648E-02   48,37 um     1,51 um     7489 A   
 275,00 MeV   1,991E+01  1,517E-02   53,67 um     1,69 um     7791 A   
 300,00 MeV   1,916E+01  1,406E-02   59,18 um     1,86 um     8101 A   
 325,00 MeV   1,846E+01  1,311E-02   64,91 um     2,03 um     8421 A   
 350,00 MeV   1,781E+01  1,228E-02   70,84 um     2,20 um     8752 A   
 375,00 MeV   1,720E+01  1,156E-02   77,00 um     2,37 um     9093 A   
 400,00 MeV   1,663E+01  1,092E-02   83,36 um     2,54 um     9445 A   
 450,00 MeV   1,561E+01  9,849E-03   96,73 um     3,17 um     1,02 um  
 500,00 MeV   1,472E+01  8,976E-03  110,93 um     3,76 um     1,10 um  
 550,00 MeV   1,394E+01  8,252E-03  125,97 um     4,32 um     1,18 um  
