 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> dicembre 01, 2014 
 ==================================================================

 Disk File Name = SRIM Outputs\Phosphorus in Silicon.txt

 Ion = Phosphorus [15] , Mass = 30,974 amu

 Target Density =  2,3212E+00 g/cm3 = 4,9770E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Si     14    100,00    100,00   
 ====================================
 Bragg Correction = 0,00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
  55,00 MeV   1,460E+01  1,751E-02   18,23 um     5920 A      5272 A   
  60,00 MeV   1,444E+01  1,625E-02   19,72 um     6305 A      5406 A   
  65,00 MeV   1,428E+01  1,517E-02   21,21 um     6675 A      5539 A   
  70,00 MeV   1,403E+01  1,423E-02   22,73 um     7036 A      5669 A   
  80,00 MeV   1,348E+01  1,268E-02   25,86 um     8352 A      5930 A   
  90,00 MeV   1,300E+01  1,145E-02   29,11 um     9571 A      6192 A   
 100,00 MeV   1,253E+01  1,045E-02   32,48 um     1,07 um     6456 A   
 110,00 MeV   1,209E+01  9,622E-03   35,98 um     1,18 um     6725 A   
 120,00 MeV   1,166E+01  8,920E-03   39,61 um     1,29 um     7000 A   
 130,00 MeV   1,125E+01  8,318E-03   43,37 um     1,40 um     7282 A   
 140,00 MeV   1,087E+01  7,797E-03   47,26 um     1,51 um     7571 A   
 150,00 MeV   1,051E+01  7,340E-03   51,29 um     1,62 um     7867 A   
 160,00 MeV   1,017E+01  6,937E-03   55,45 um     1,72 um     8173 A   
 170,00 MeV   9,855E+00  6,578E-03   59,75 um     1,83 um     8486 A   
 180,00 MeV   9,555E+00  6,256E-03   64,19 um     1,94 um     8809 A   
 200,00 MeV   9,009E+00  5,703E-03   73,47 um     2,35 um     9482 A   
 225,00 MeV   8,412E+00  5,141E-03   85,84 um     2,94 um     1,04 um  
 250,00 MeV   7,896E+00  4,685E-03   99,05 um     3,49 um     1,13 um  
 275,00 MeV   7,447E+00  4,306E-03  113,09 um     4,02 um     1,23 um  
 300,00 MeV   7,053E+00  3,987E-03  127,94 um     4,54 um     1,34 um  
 325,00 MeV   6,705E+00  3,714E-03  143,60 um     5,06 um     1,45 um  
 350,00 MeV   6,397E+00  3,478E-03  160,04 um     5,58 um     1,57 um  
 375,00 MeV   6,121E+00  3,271E-03  177,24 um     6,10 um     1,69 um  
 400,00 MeV   5,872E+00  3,089E-03  195,20 um     6,61 um     1,82 um  
