 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> giugno 16, 2015 
 ==================================================================

 Disk File Name = SRIM Outputs\Calcium in  H- C- O.txt

 Ion = Calcium [20] , Mass = 39,963 amu

 Target Density =  1,3970E+00 g/cm3 = 9,6311E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      H      1    036,36    004,20   
      C      6    045,45    062,50   
      O      8    018,18    033,30   
 ====================================
 Bragg Correction = -4,30%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
  55,00 MeV   3,038E+01  4,417E-02   16,09 um     4667 A      3810 A   
  60,00 MeV   2,996E+01  4,101E-02   17,27 um     4967 A      3867 A   
  65,00 MeV   2,952E+01  3,829E-02   18,47 um     5258 A      3924 A   
  70,00 MeV   2,908E+01  3,593E-02   19,69 um     5542 A      3980 A   
  80,00 MeV   2,819E+01  3,204E-02   22,19 um     6585 A      4091 A   
  90,00 MeV   2,770E+01  2,894E-02   24,75 um     7526 A      4201 A   
 100,00 MeV   2,688E+01  2,643E-02   27,37 um     8400 A      4310 A   
 110,00 MeV   2,607E+01  2,433E-02   30,07 um     9239 A      4421 A   
 120,00 MeV   2,531E+01  2,256E-02   32,86 um     1,01 um     4534 A   
 130,00 MeV   2,460E+01  2,105E-02   35,72 um     1,08 um     4648 A   
 140,00 MeV   2,393E+01  1,973E-02   38,67 um     1,16 um     4766 A   
 150,00 MeV   2,330E+01  1,858E-02   41,70 um     1,24 um     4885 A   
 160,00 MeV   2,270E+01  1,756E-02   44,81 um     1,32 um     5008 A   
 170,00 MeV   2,213E+01  1,666E-02   48,00 um     1,39 um     5133 A   
 180,00 MeV   2,159E+01  1,584E-02   51,27 um     1,47 um     5262 A   
 200,00 MeV   2,059E+01  1,445E-02   58,06 um     1,76 um     5528 A   
 225,00 MeV   1,948E+01  1,303E-02   66,99 um     2,17 um     5879 A   
 250,00 MeV   1,848E+01  1,187E-02   76,42 um     2,55 um     6250 A   
 275,00 MeV   1,758E+01  1,092E-02   86,35 um     2,91 um     6642 A   
 300,00 MeV   1,677E+01  1,011E-02   96,77 um     3,26 um     7054 A   
 325,00 MeV   1,604E+01  9,421E-03  107,67 um     3,61 um     7487 A   
 350,00 MeV   1,537E+01  8,823E-03  119,06 um     3,96 um     7940 A   
 375,00 MeV   1,476E+01  8,300E-03  130,94 um     4,30 um     8413 A   
 400,00 MeV   1,420E+01  7,839E-03  143,29 um     4,64 um     8905 A   
 450,00 MeV   1,321E+01  7,061E-03  169,42 um     5,94 um     9949 A   
 500,00 MeV   1,236E+01  6,429E-03  197,44 um     7,14 um     1,11 um  
 550,00 MeV   1,162E+01  5,906E-03  227,30 um     8,30 um     1,23 um  
 600,00 MeV   1,097E+01  5,465E-03  259,00 um     9,44 um     1,35 um  
 650,00 MeV   1,040E+01  5,089E-03  292,51 um    10,56 um     1,49 um  
 700,00 MeV   9,890E+00  4,763E-03  327,80 um    11,69 um     1,63 um  
 800,00 MeV   9,024E+00  4,226E-03  403,57 um    15,87 um     1,92 um  
 900,00 MeV   8,311E+00  3,803E-03  486,23 um    19,72 um     2,25 um  
   1,00 GeV   7,710E+00  3,460E-03  575,65 um    23,43 um     2,60 um  
   1,10 GeV   7,193E+00  3,176E-03  671,77 um    27,10 um     2,97 um  
   1,20 GeV   6,740E+00  2,937E-03  774,57 um    30,76 um     3,37 um  
   1,30 GeV   6,351E+00  2,733E-03  883,97 um    34,44 um     3,79 um  
   1,40 GeV   6,010E+00  2,557E-03  999,82 um    38,15 um     4,23 um  
   1,50 GeV   5,708E+00  2,402E-03    1,12 mm    41,89 um     4,69 um  
   1,60 GeV   5,439E+00  2,267E-03    1,25 mm    45,67 um     5,18 um  
   1,70 GeV   5,198E+00  2,146E-03    1,39 mm    49,49 um     5,68 um  
   1,80 GeV   4,980E+00  2,038E-03    1,53 mm    53,36 um     6,21 um  
   2,00 GeV   4,603E+00  1,853E-03    1,82 mm    68,11 um     7,32 um  
   2,25 GeV   4,205E+00  1,665E-03    2,23 mm    89,20 um     8,83 um  
   2,50 GeV   3,875E+00  1,514E-03    2,67 mm   109,07 um    10,46 um  
   2,75 GeV   3,600E+00  1,388E-03    3,15 mm   128,44 um    12,21 um  
   3,00 GeV   3,367E+00  1,283E-03    3,67 mm   147,63 um    14,08 um  
   3,25 GeV   3,168E+00  1,193E-03    4,22 mm   166,77 um    16,05 um  
   3,50 GeV   2,995E+00  1,115E-03    4,80 mm   185,95 um    18,14 um  
   3,75 GeV   2,844E+00  1,047E-03    5,41 mm   205,22 um    20,33 um  
   4,00 GeV   2,710E+00  9,876E-04    6,05 mm   224,61 um    22,63 um  
   4,50 GeV   2,484E+00  8,871E-04    7,43 mm   297,63 um    27,51 um  
   5,00 GeV   2,302E+00  8,058E-04    8,93 mm   365,35 um    32,77 um  
   5,50 GeV   2,150E+00  7,387E-04   10,54 mm   430,52 um    38,37 um  
   6,00 GeV   2,023E+00  6,822E-04   12,26 mm   494,32 um    44,30 um  
   6,50 GeV   1,914E+00  6,341E-04   14,08 mm   557,34 um    50,55 um  
   7,00 GeV   1,821E+00  5,925E-04   15,99 mm   619,89 um    57,08 um  
   8,00 GeV   1,667E+00  5,244E-04   20,10 mm   849,99 um    70,96 um  
