 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> giugno 16, 2015 
 ==================================================================

 Disk File Name = SRIM Outputs\Germanium in  H- C- O.txt

 Ion = Germanium [32] , Mass = 73,92 amu

 Target Density =  1,3970E+00 g/cm3 = 9,6311E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      H      1    036,36    004,20   
      C      6    045,45    062,50   
      O      8    018,18    033,30   
 ====================================
 Bragg Correction = -4,30%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
  55,00 MeV   4,861E+01  1,770E-01   14,76 um     4895 A      5707 A   
  60,00 MeV   4,930E+01  1,647E-01   15,48 um     5011 A      5750 A   
  65,00 MeV   4,984E+01  1,541E-01   16,20 um     5122 A      5790 A   
  70,00 MeV   5,025E+01  1,449E-01   16,92 um     5228 A      5827 A   
  80,00 MeV   5,078E+01  1,296E-01   18,33 um     5610 A      5896 A   
  90,00 MeV   5,102E+01  1,175E-01   19,73 um     5961 A      5958 A   
 100,00 MeV   5,107E+01  1,075E-01   21,13 um     6291 A      6016 A   
 110,00 MeV   5,098E+01  9,919E-02   22,53 um     6604 A      6070 A   
 120,00 MeV   5,078E+01  9,215E-02   23,93 um     6905 A      6122 A   
 130,00 MeV   5,051E+01  8,611E-02   25,34 um     7195 A      6171 A   
 140,00 MeV   5,018E+01  8,085E-02   26,76 um     7477 A      6219 A   
 150,00 MeV   4,993E+01  7,624E-02   28,19 um     7751 A      6266 A   
 160,00 MeV   4,996E+01  7,216E-02   29,62 um     8017 A      6312 A   
 170,00 MeV   4,975E+01  6,851E-02   31,06 um     8276 A      6356 A   
 180,00 MeV   4,933E+01  6,525E-02   32,50 um     8529 A      6400 A   
 200,00 MeV   4,843E+01  5,961E-02   35,42 um     9490 A      6485 A   
 225,00 MeV   4,733E+01  5,387E-02   39,16 um     1,09 um     6591 A   
 250,00 MeV   4,623E+01  4,920E-02   42,98 um     1,22 um     6695 A   
 275,00 MeV   4,517E+01  4,531E-02   46,89 um     1,34 um     6800 A   
 300,00 MeV   4,414E+01  4,202E-02   50,90 um     1,45 um     6906 A   
 325,00 MeV   4,314E+01  3,921E-02   54,99 um     1,56 um     7012 A   
 350,00 MeV   4,218E+01  3,676E-02   59,18 um     1,67 um     7120 A   
 375,00 MeV   4,125E+01  3,462E-02   63,47 um     1,78 um     7230 A   
 400,00 MeV   4,036E+01  3,273E-02   67,85 um     1,89 um     7341 A   
 450,00 MeV   3,868E+01  2,953E-02   76,91 um     2,28 um     7572 A   
 500,00 MeV   3,712E+01  2,694E-02   86,35 um     2,64 um     7812 A   
 550,00 MeV   3,568E+01  2,478E-02   96,18 um     2,99 um     8063 A   
 600,00 MeV   3,434E+01  2,296E-02  106,40 um     3,32 um     8325 A   
 650,00 MeV   3,310E+01  2,140E-02  117,01 um     3,65 um     8599 A   
 700,00 MeV   3,195E+01  2,005E-02  128,01 um     3,96 um     8885 A   
 800,00 MeV   2,987E+01  1,782E-02  151,18 um     5,15 um     9494 A   
 900,00 MeV   2,806E+01  1,606E-02  175,90 um     6,22 um     1,02 um  
   1,00 GeV   2,647E+01  1,463E-02  202,16 um     7,25 um     1,09 um  
   1,10 GeV   2,506E+01  1,345E-02  229,95 um     8,25 um     1,16 um  
   1,20 GeV   2,380E+01  1,245E-02  259,26 um     9,23 um     1,24 um  
   1,30 GeV   2,267E+01  1,160E-02  290,07 um    10,21 um     1,33 um  
   1,40 GeV   2,166E+01  1,086E-02  322,36 um    11,19 um     1,42 um  
   1,50 GeV   2,074E+01  1,021E-02  356,13 um    12,17 um     1,51 um  
   1,60 GeV   1,990E+01  9,640E-03  391,36 um    13,15 um     1,61 um  
   1,70 GeV   1,913E+01  9,133E-03  428,04 um    14,14 um     1,71 um  
   1,80 GeV   1,843E+01  8,679E-03  466,15 um    15,13 um     1,82 um  
   2,00 GeV   1,717E+01  7,899E-03  546,64 um    18,94 um     2,05 um  
   2,25 GeV   1,583E+01  7,109E-03  655,20 um    24,39 um     2,36 um  
   2,50 GeV   1,471E+01  6,469E-03  772,49 um    29,50 um     2,69 um  
   2,75 GeV   1,376E+01  5,939E-03  898,30 um    34,46 um     3,04 um  
   3,00 GeV   1,293E+01  5,493E-03    1,03 mm    39,34 um     3,42 um  
   3,25 GeV   1,222E+01  5,111E-03    1,17 mm    44,20 um     3,82 um  
   3,50 GeV   1,158E+01  4,782E-03    1,33 mm    49,06 um     4,24 um  
   3,75 GeV   1,102E+01  4,494E-03    1,48 mm    53,94 um     4,68 um  
   4,00 GeV   1,052E+01  4,240E-03    1,65 mm    58,84 um     5,14 um  
   4,50 GeV   9,669E+00  3,813E-03    2,00 mm    77,35 um     6,11 um  
