 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> dicembre 01, 2014 
 ==================================================================

 Disk File Name = SRIM Outputs\Titanium in Silicon.txt

 Ion = Titanium [22] , Mass = 47,95 amu

 Target Density =  2,3212E+00 g/cm3 = 4,9770E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Si     14    100,00    100,00   
 ====================================
 Bragg Correction = 0,00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
  55,00 MeV   2,345E+01  5,262E-02   13,73 um     4846 A      5333 A   
  60,00 MeV   2,370E+01  4,890E-02   14,64 um     5035 A      5423 A   
  65,00 MeV   2,389E+01  4,570E-02   15,54 um     5213 A      5509 A   
  70,00 MeV   2,403E+01  4,293E-02   16,44 um     5383 A      5591 A   
  80,00 MeV   2,420E+01  3,833E-02   18,22 um     5974 A      5745 A   
  90,00 MeV   2,424E+01  3,467E-02   20,00 um     6507 A      5888 A   
 100,00 MeV   2,420E+01  3,169E-02   21,77 um     6998 A      6025 A   
 110,00 MeV   2,393E+01  2,920E-02   23,56 um     7463 A      6156 A   
 120,00 MeV   2,355E+01  2,710E-02   25,37 um     7912 A      6284 A   
 130,00 MeV   2,323E+01  2,530E-02   27,21 um     8348 A      6410 A   
 140,00 MeV   2,289E+01  2,374E-02   29,08 um     8775 A      6534 A   
 150,00 MeV   2,254E+01  2,236E-02   30,97 um     9193 A      6657 A   
 160,00 MeV   2,217E+01  2,115E-02   32,90 um     9606 A      6780 A   
 170,00 MeV   2,180E+01  2,007E-02   34,85 um     1,00 um     6902 A   
 180,00 MeV   2,143E+01  1,910E-02   36,84 um     1,04 um     7024 A   
 200,00 MeV   2,070E+01  1,743E-02   40,93 um     1,19 um     7271 A   
 225,00 MeV   1,982E+01  1,574E-02   46,24 um     1,41 um     7584 A   
 250,00 MeV   1,898E+01  1,435E-02   51,79 um     1,62 um     7905 A   
 275,00 MeV   1,819E+01  1,321E-02   57,59 um     1,82 um     8237 A   
 300,00 MeV   1,746E+01  1,224E-02   63,63 um     2,01 um     8579 A   
 325,00 MeV   1,678E+01  1,141E-02   69,91 um     2,20 um     8934 A   
 350,00 MeV   1,615E+01  1,069E-02   76,45 um     2,39 um     9301 A   
 375,00 MeV   1,557E+01  1,006E-02   83,24 um     2,58 um     9681 A   
 400,00 MeV   1,503E+01  9,509E-03   90,28 um     2,77 um     1,01 um  
 450,00 MeV   1,406E+01  8,572E-03  105,10 um     3,48 um     1,09 um  
 500,00 MeV   1,322E+01  7,811E-03  120,89 um     4,14 um     1,18 um  
 550,00 MeV   1,249E+01  7,180E-03  137,65 um     4,78 um     1,27 um  
 600,00 MeV   1,185E+01  6,648E-03  155,36 um     5,40 um     1,37 um  
 650,00 MeV   1,128E+01  6,193E-03  173,99 um     6,01 um     1,48 um  
 700,00 MeV   1,077E+01  5,799E-03  193,52 um     6,62 um     1,59 um  
 800,00 MeV   9,909E+00  5,150E-03  235,22 um     8,88 um     1,82 um  
 900,00 MeV   9,196E+00  4,637E-03  280,35 um    10,95 um     2,08 um  
   1,00 GeV   8,592E+00  4,222E-03  328,81 um    12,93 um     2,35 um  
   1,10 GeV   8,071E+00  3,877E-03  380,53 um    14,87 um     2,64 um  
   1,20 GeV   7,613E+00  3,587E-03  435,49 um    16,79 um     2,94 um  
   1,30 GeV   7,204E+00  3,339E-03  493,66 um    18,71 um     3,26 um  
   1,40 GeV   6,833E+00  3,125E-03  555,05 um    20,64 um     3,60 um  
