 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> giugno 16, 2015 
 ==================================================================

 Disk File Name = SRIM Outputs\Carbon in  H- C- O.txt

 Ion = Carbon [6] , Mass = 12 amu

 Target Density =  1,3970E+00 g/cm3 = 9,6311E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      H      1    036,36    004,20   
      C      6    045,45    062,50   
      O      8    018,18    033,30   
 ====================================
 Bragg Correction = -4,30%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
   6,50 MeV   7,636E+00  1,013E-02    7,50 um     2495 A      2685 A   
   7,00 MeV   7,551E+00  9,512E-03    7,97 um     2592 A      2730 A   
   8,00 MeV   7,359E+00  8,484E-03    8,92 um     2943 A      2817 A   
   9,00 MeV   7,153E+00  7,668E-03    9,91 um     3272 A      2902 A   
  10,00 MeV   6,942E+00  7,003E-03   10,92 um     3588 A      2986 A   
  11,00 MeV   6,734E+00  6,450E-03   11,97 um     3896 A      3070 A   
  12,00 MeV   6,531E+00  5,982E-03   13,05 um     4198 A      3156 A   
  13,00 MeV   6,336E+00  5,581E-03   14,16 um     4496 A      3242 A   
  14,00 MeV   6,150E+00  5,233E-03   15,31 um     4793 A      3330 A   
  15,00 MeV   5,973E+00  4,929E-03   16,49 um     5089 A      3419 A   
  16,00 MeV   5,805E+00  4,660E-03   17,70 um     5385 A      3510 A   
  17,00 MeV   5,645E+00  4,420E-03   18,95 um     5681 A      3604 A   
  18,00 MeV   5,494E+00  4,205E-03   20,23 um     5978 A      3699 A   
  20,00 MeV   5,213E+00  3,835E-03   22,91 um     7099 A      3897 A   
  22,50 MeV   4,900E+00  3,459E-03   26,45 um     8715 A      4158 A   
  25,00 MeV   4,652E+00  3,154E-03   30,19 um     1,02 um     4435 A   
  27,50 MeV   4,441E+00  2,900E-03   34,13 um     1,17 um     4725 A   
  30,00 MeV   4,218E+00  2,686E-03   38,26 um     1,31 um     5031 A   
  32,50 MeV   4,017E+00  2,503E-03   42,61 um     1,45 um     5352 A   
  35,00 MeV   3,835E+00  2,345E-03   47,16 um     1,59 um     5689 A   
  37,50 MeV   3,670E+00  2,206E-03   51,93 um     1,73 um     6042 A   
  40,00 MeV   3,520E+00  2,084E-03   56,91 um     1,87 um     6411 A   
  45,00 MeV   3,255E+00  1,877E-03   67,48 um     2,40 um     7196 A   
  50,00 MeV   3,029E+00  1,710E-03   78,87 um     2,90 um     8043 A   
  55,00 MeV   2,833E+00  1,571E-03   91,09 um     3,38 um     8950 A   
  60,00 MeV   2,662E+00  1,454E-03  104,12 um     3,85 um     9917 A   
  65,00 MeV   2,511E+00  1,354E-03  117,96 um     4,33 um     1,09 um  
  70,00 MeV   2,377E+00  1,267E-03  132,60 um     4,81 um     1,20 um  
  80,00 MeV   2,148E+00  1,125E-03  164,28 um     6,58 um     1,44 um  
  90,00 MeV   1,960E+00  1,012E-03  199,17 um     8,24 um     1,69 um  
 100,00 MeV   1,803E+00  9,213E-04  237,25 um     9,86 um     1,97 um  
 110,00 MeV   1,670E+00  8,459E-04  278,50 um    11,47 um     2,28 um  
 120,00 MeV   1,555E+00  7,823E-04  322,92 um    13,09 um     2,60 um  
 130,00 MeV   1,456E+00  7,280E-04  370,47 um    14,74 um     2,95 um  
 140,00 MeV   1,369E+00  6,811E-04  421,16 um    16,41 um     3,32 um  
 150,00 MeV   1,293E+00  6,401E-04  474,94 um    18,10 um     3,71 um  
 160,00 MeV   1,225E+00  6,039E-04  531,81 um    19,83 um     4,12 um  
 170,00 MeV   1,164E+00  5,718E-04  591,74 um    21,59 um     4,55 um  
 180,00 MeV   1,110E+00  5,431E-04  654,71 um    23,38 um     5,00 um  
 200,00 MeV   1,016E+00  4,938E-04  789,56 um    30,22 um     5,98 um  
 225,00 MeV   9,202E-01  4,439E-04  974,66 um    40,04 um     7,31 um  
 250,00 MeV   8,430E-01  4,036E-04    1,18 mm    49,35 um     8,77 um  
 275,00 MeV   7,792E-01  3,702E-04    1,40 mm    58,46 um    10,35 um  
 300,00 MeV   7,257E-01  3,421E-04    1,64 mm    67,53 um    12,04 um  
 325,00 MeV   6,802E-01  3,181E-04    1,89 mm    76,61 um    13,86 um  
 350,00 MeV   6,410E-01  2,974E-04    2,16 mm    85,74 um    15,78 um  
 375,00 MeV   6,061E-01  2,794E-04    2,45 mm    94,96 um    17,82 um  
 400,00 MeV   5,749E-01  2,635E-04    2,75 mm   104,28 um    19,96 um  
 450,00 MeV   5,222E-01  2,367E-04    3,41 mm   139,50 um    24,56 um  
 500,00 MeV   4,793E-01  2,150E-04    4,12 mm   172,52 um    29,58 um  
 550,00 MeV   4,438E-01  1,971E-04    4,90 mm   204,68 um    35,01 um  
 600,00 MeV   4,137E-01  1,821E-04    5,73 mm   236,54 um    40,82 um  
 650,00 MeV   3,880E-01  1,693E-04    6,63 mm   268,40 um    47,01 um  
 700,00 MeV   3,657E-01  1,582E-04    7,58 mm   300,40 um    53,58 um  
 800,00 MeV   3,290E-01  1,400E-04    9,64 mm   419,35 um    67,79 um  
 900,00 MeV   3,001E-01  1,257E-04   11,92 mm   529,37 um    83,38 um  
   1,00 GeV   2,766E-01  1,141E-04   14,40 mm   635,95 um   100,28 um  
   1,10 GeV   2,571E-01  1,046E-04   17,09 mm   741,24 um   118,43 um  
   1,20 GeV   2,407E-01  9,655E-05   19,96 mm   846,20 um   137,77 um  
   1,30 GeV   2,268E-01  8,971E-05   23,03 mm   951,34 um   158,26 um  
   1,40 GeV   2,147E-01  8,381E-05   26,27 mm     1,06 mm   179,85 um  
   1,50 GeV   2,042E-01  7,866E-05   29,69 mm     1,16 mm   202,48 um  
   1,60 GeV   1,949E-01  7,413E-05   33,28 mm     1,27 mm   226,12 um  
   1,70 GeV   1,866E-01  7,011E-05   37,03 mm     1,38 mm   250,72 um  
   1,80 GeV   1,793E-01  6,651E-05   40,94 mm     1,48 mm   276,24 um  
   2,00 GeV   1,667E-01  6,036E-05   49,22 mm     1,89 mm   329,95 um  
   2,25 GeV   1,540E-01  5,416E-05   60,40 mm     2,47 mm   401,67 um  
   2,50 GeV   1,438E-01  4,914E-05   72,42 mm     3,00 mm   478,03 um  
