 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> giugno 16, 2015 
 ==================================================================

 Disk File Name = SRIM Outputs\Chlorine in  H- C- O.txt

 Ion = Chlorine [17] , Mass = 34,969 amu

 Target Density =  1,3970E+00 g/cm3 = 9,6311E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      H      1    036,36    004,20   
      C      6    045,45    062,50   
      O      8    018,18    033,30   
 ====================================
 Bragg Correction = -4,30%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
   7,00 MeV   1,852E+01  1,620E-01    4,73 um     2170 A      2762 A   
   8,00 MeV   1,977E+01  1,455E-01    5,10 um     2252 A      2830 A   
   9,00 MeV   2,084E+01  1,323E-01    5,45 um     2321 A      2888 A   
  10,00 MeV   2,176E+01  1,215E-01    5,79 um     2382 A      2938 A   
  11,00 MeV   2,255E+01  1,124E-01    6,11 um     2437 A      2983 A   
  12,00 MeV   2,323E+01  1,047E-01    6,42 um     2486 A      3023 A   
  13,00 MeV   2,381E+01  9,803E-02    6,72 um     2532 A      3059 A   
  14,00 MeV   2,430E+01  9,223E-02    7,02 um     2575 A      3093 A   
  15,00 MeV   2,472E+01  8,712E-02    7,31 um     2615 A      3124 A   
  16,00 MeV   2,508E+01  8,259E-02    7,59 um     2653 A      3153 A   
  17,00 MeV   2,538E+01  7,854E-02    7,88 um     2689 A      3180 A   
  18,00 MeV   2,563E+01  7,489E-02    8,16 um     2724 A      3206 A   
  20,00 MeV   2,600E+01  6,860E-02    8,71 um     2845 A      3254 A   
  22,50 MeV   2,626E+01  6,216E-02    9,39 um     3016 A      3308 A   
  25,00 MeV   2,636E+01  5,690E-02   10,07 um     3175 A      3359 A   
