 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> giugno 16, 2015 
 ==================================================================

 Disk File Name = SRIM Outputs\Arsenic in  H- C- O.txt

 Ion = Arsenic [33] , Mass = 74,92 amu

 Target Density =  1,3970E+00 g/cm3 = 9,6311E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      H      1    036,36    004,20   
      C      6    045,45    062,50   
      O      8    018,18    033,30   
 ====================================
 Bragg Correction = -4,30%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
  55,00 MeV   4,700E+01  1,892E-01   14,18 um     4457 A      4861 A   
  60,00 MeV   4,783E+01  1,761E-01   14,93 um     4592 A      4912 A   
  65,00 MeV   4,852E+01  1,648E-01   15,67 um     4720 A      4960 A   
  70,00 MeV   4,909E+01  1,550E-01   16,40 um     4840 A      5004 A   
  80,00 MeV   4,994E+01  1,387E-01   17,84 um     5266 A      5084 A   
  90,00 MeV   5,049E+01  1,257E-01   19,26 um     5649 A      5157 A   
 100,00 MeV   5,083E+01  1,150E-01   20,67 um     6001 A      5225 A   
 110,00 MeV   5,101E+01  1,061E-01   22,07 um     6330 A      5288 A   
 120,00 MeV   5,106E+01  9,862E-02   23,47 um     6641 A      5348 A   
 130,00 MeV   5,101E+01  9,215E-02   24,87 um     6937 A      5405 A   
 140,00 MeV   5,089E+01  8,654E-02   26,27 um     7223 A      5460 A   
 150,00 MeV   5,071E+01  8,161E-02   27,68 um     7499 A      5514 A   
 160,00 MeV   5,096E+01  7,724E-02   29,09 um     7764 A      5565 A   
 170,00 MeV   5,095E+01  7,335E-02   30,49 um     8020 A      5615 A   
 180,00 MeV   5,069E+01  6,985E-02   31,89 um     8269 A      5664 A   
