 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> dicembre 01, 2014 
 ==================================================================

 Disk File Name = SRIM Outputs\Argon in Silicon.txt

 Ion = Argon [18] , Mass = 39,962 amu

 Target Density =  2,3212E+00 g/cm3 = 4,9770E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Si     14    100,00    100,00   
 ====================================
 Bragg Correction = 0,00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
  55,00 MeV   1,860E+01  3,092E-02   15,58 um     5170 A      5198 A   
  60,00 MeV   1,852E+01  2,872E-02   16,74 um     5446 A      5305 A   
  65,00 MeV   1,842E+01  2,682E-02   17,91 um     5711 A      5408 A   
  70,00 MeV   1,830E+01  2,518E-02   19,08 um     5966 A      5509 A   
  80,00 MeV   1,804E+01  2,246E-02   21,44 um     6876 A      5706 A   
  90,00 MeV   1,768E+01  2,030E-02   23,85 um     7705 A      5897 A   
 100,00 MeV   1,719E+01  1,854E-02   26,32 um     8488 A      6085 A   
 110,00 MeV   1,679E+01  1,707E-02   28,85 um     9240 A      6273 A   
 120,00 MeV   1,640E+01  1,584E-02   31,45 um     9968 A      6460 A   
 130,00 MeV   1,603E+01  1,478E-02   34,10 um     1,07 um     6649 A   
 140,00 MeV   1,566E+01  1,386E-02   36,82 um     1,14 um     6839 A   
 150,00 MeV   1,531E+01  1,305E-02   39,60 um     1,21 um     7030 A   
 160,00 MeV   1,497E+01  1,234E-02   42,44 um     1,27 um     7224 A   
 170,00 MeV   1,464E+01  1,170E-02   45,35 um     1,34 um     7420 A   
 180,00 MeV   1,432E+01  1,113E-02   48,32 um     1,41 um     7619 A   
 200,00 MeV   1,373E+01  1,015E-02   54,46 um     1,66 um     8026 A   
 225,00 MeV   1,306E+01  9,160E-03   62,50 um     2,02 um     8552 A   
 250,00 MeV   1,244E+01  8,351E-03   70,95 um     2,35 um     9100 A   
 275,00 MeV   1,189E+01  7,680E-03   79,80 um     2,67 um     9669 A   
