 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> dicembre 01, 2014 
 ==================================================================

 Disk File Name = SRIM Outputs\Zirconium in Silicon.txt

 Ion = Zirconium [40] , Mass = 89,9 amu

 Target Density =  2,3212E+00 g/cm3 = 4,9770E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Si     14    100,00    100,00   
 ====================================
 Bragg Correction = 0,00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
  60,00 MeV   3,069E+01  2,501E-01   12,65 um     5362 A      6590 A   
  65,00 MeV   3,169E+01  2,344E-01   13,34 um     5480 A      6698 A   
  70,00 MeV   3,267E+01  2,207E-01   14,00 um     5587 A      6797 A   
  80,00 MeV   3,452E+01  1,979E-01   15,27 um     5917 A      6975 A   
  90,00 MeV   3,624E+01  1,796E-01   16,48 um     6198 A      7130 A   
 100,00 MeV   3,783E+01  1,647E-01   17,64 um     6442 A      7268 A   
 110,00 MeV   3,928E+01  1,522E-01   18,75 um     6660 A      7391 A   
 120,00 MeV   4,060E+01  1,416E-01   19,82 um     6855 A      7502 A   
 130,00 MeV   4,180E+01  1,324E-01   20,86 um     7034 A      7604 A   
 140,00 MeV   4,288E+01  1,245E-01   21,88 um     7198 A      7698 A   
 150,00 MeV   4,385E+01  1,175E-01   22,87 um     7351 A      7786 A   
 160,00 MeV   4,472E+01  1,113E-01   23,84 um     7494 A      7867 A   
 170,00 MeV   4,551E+01  1,058E-01   24,79 um     7630 A      7944 A   
 180,00 MeV   4,620E+01  1,008E-01   25,72 um     7758 A      8017 A   
 200,00 MeV   4,726E+01  9,223E-02   27,56 um     8207 A      8151 A   
 225,00 MeV   4,777E+01  8,348E-02   29,82 um     8835 A      8304 A   
 250,00 MeV   4,824E+01  7,633E-02   32,06 um     9408 A      8446 A   
 275,00 MeV   4,847E+01  7,038E-02   34,29 um     9940 A      8577 A   
 300,00 MeV   4,850E+01  6,534E-02   36,50 um     1,04 um     8702 A   
 325,00 MeV   4,837E+01  6,101E-02   38,72 um     1,09 um     8820 A   
 350,00 MeV   4,813E+01  5,726E-02   40,95 um     1,14 um     8934 A   
 375,00 MeV   4,779E+01  5,396E-02   43,20 um     1,18 um     9045 A   
 400,00 MeV   4,739E+01  5,105E-02   45,46 um     1,23 um     9153 A   
 450,00 MeV   4,643E+01  4,612E-02   50,04 um     1,39 um     9364 A   
 500,00 MeV   4,536E+01  4,211E-02   54,73 um     1,54 um     9569 A   
 550,00 MeV   4,424E+01  3,877E-02   59,54 um     1,69 um     9772 A   
 600,00 MeV   4,310E+01  3,595E-02   64,47 um     1,83 um     9974 A   
 650,00 MeV   4,197E+01  3,354E-02   69,53 um     1,97 um     1,02 um  
 700,00 MeV   4,088E+01  3,144E-02   74,72 um     2,10 um     1,04 um  
 800,00 MeV   3,880E+01  2,798E-02   85,54 um     2,60 um     1,08 um  
 900,00 MeV   3,690E+01  2,525E-02   96,92 um     3,06 um     1,12 um  
   1,00 GeV   3,517E+01  2,302E-02  108,87 um     3,50 um     1,17 um  
   1,10 GeV   3,361E+01  2,117E-02  121,40 um     3,93 um     1,21 um  
   1,20 GeV   3,220E+01  1,961E-02  134,49 um     4,34 um     1,26 um  
   1,30 GeV   3,092E+01  1,828E-02  148,13 um     4,76 um     1,31 um  
   1,40 GeV   2,975E+01  1,712E-02  162,33 um     5,16 um     1,37 um  
   1,50 GeV   2,868E+01  1,611E-02  177,07 um     5,57 um     1,42 um  
   1,60 GeV   2,770E+01  1,522E-02  192,35 um     5,98 um     1,48 um  
   1,70 GeV   2,679E+01  1,443E-02  208,16 um     6,39 um     1,54 um  
   1,80 GeV   2,595E+01  1,371E-02  224,49 um     6,79 um     1,60 um  
   2,00 GeV   2,443E+01  1,249E-02  258,71 um     8,35 um     1,73 um  
   2,25 GeV   2,278E+01  1,125E-02  304,35 um    10,56 um     1,91 um  
   2,50 GeV   2,134E+01  1,025E-02  353,19 um    12,62 um     2,10 um  
   2,75 GeV   2,007E+01  9,412E-03  405,22 um    14,62 um     2,30 um  
   3,00 GeV   1,899E+01  8,709E-03  460,38 um    16,58 um     2,51 um  
   3,25 GeV   1,803E+01  8,109E-03  518,57 um    18,51 um     2,74 um  
   3,50 GeV   1,718E+01  7,590E-03  579,75 um    20,44 um     2,97 um  
   3,75 GeV   1,641E+01  7,136E-03  643,88 um    22,37 um     3,22 um  
   4,00 GeV   1,572E+01  6,735E-03  710,92 um    24,30 um     3,48 um  
   4,50 GeV   1,453E+01  6,061E-03  853,46 um    31,59 um     4,03 um  
   5,00 GeV   1,352E+01  5,514E-03    1,01 mm    38,36 um     4,62 um  
   5,50 GeV   1,267E+01  5,062E-03    1,17 mm    44,88 um     5,25 um  
   6,00 GeV   1,194E+01  4,681E-03    1,35 mm    51,28 um     5,91 um  
   6,50 GeV   1,130E+01  4,355E-03    1,53 mm    57,61 um     6,61 um  
   7,00 GeV   1,075E+01  4,074E-03    1,73 mm    63,91 um     7,35 um  
   8,00 GeV   9,811E+00  3,612E-03    2,15 mm    87,26 um     8,91 um  
   9,00 GeV   9,059E+00  3,248E-03    2,60 mm   108,63 um    10,59 um  
  10,00 GeV   8,440E+00  2,952E-03    3,10 mm   129,10 um    12,39 um  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  2,3211E+01                 eV / Angstrom 
  2,3211E+02                keV / micron   
  2,3211E+02                MeV / mm       
  1,0000E+00                keV / (ug/cm2) 
  1,0000E+00                MeV / (mg/cm2) 
  1,0000E+03                keV / (mg/cm2) 
  4,6637E+01                 eV / (1E15 atoms/cm2)
  5,4044E-02                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
