 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> giugno 16, 2015 
 ==================================================================

 Disk File Name = SRIM Outputs\Copper in  H- C- O.txt

 Ion = Copper [29] , Mass = 62,93 amu

 Target Density =  1,3970E+00 g/cm3 = 9,6311E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      H      1    036,36    004,20   
      C      6    045,45    062,50   
      O      8    018,18    033,30   
 ====================================
 Bragg Correction = -4,30%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
  55,00 MeV   4,515E+01  1,292E-01   14,91 um     4703 A      5244 A   
  60,00 MeV   4,558E+01  1,201E-01   15,69 um     4842 A      5288 A   
  65,00 MeV   4,586E+01  1,123E-01   16,47 um     4975 A      5330 A   
  70,00 MeV   4,604E+01  1,056E-01   17,25 um     5102 A      5369 A   
  80,00 MeV   4,615E+01  9,435E-02   18,80 um     5565 A      5442 A   
  90,00 MeV   4,604E+01  8,541E-02   20,35 um     5992 A      5509 A   
 100,00 MeV   4,577E+01  7,812E-02   21,90 um     6394 A      5572 A   
 110,00 MeV   4,541E+01  7,204E-02   23,47 um     6776 A      5632 A   
 120,00 MeV   4,497E+01  6,690E-02   25,05 um     7144 A      5690 A   
 130,00 MeV   4,472E+01  6,248E-02   26,65 um     7499 A      5747 A   
 140,00 MeV   4,456E+01  5,864E-02   28,25 um     7840 A      5802 A   
 150,00 MeV   4,412E+01  5,528E-02   29,86 um     8172 A      5855 A   
 160,00 MeV   4,357E+01  5,230E-02   31,49 um     8498 A      5908 A   
 170,00 MeV   4,302E+01  4,964E-02   33,14 um     8819 A      5961 A   
 180,00 MeV   4,248E+01  4,726E-02   34,82 um     9137 A      6013 A   
 200,00 MeV   4,142E+01  4,316E-02   38,23 um     1,03 um     6116 A   
 225,00 MeV   4,014E+01  3,898E-02   42,61 um     1,21 um     6246 A   
 250,00 MeV   3,891E+01  3,558E-02   47,14 um     1,37 um     6378 A   
 275,00 MeV   3,775E+01  3,275E-02   51,80 um     1,52 um     6511 A   
 300,00 MeV   3,664E+01  3,037E-02   56,61 um     1,67 um     6648 A   
 325,00 MeV   3,559E+01  2,832E-02   61,56 um     1,81 um     6788 A   
 350,00 MeV   3,460E+01  2,655E-02   66,66 um     1,95 um     6931 A   
 375,00 MeV   3,366E+01  2,499E-02   71,90 um     2,08 um     7079 A   
 400,00 MeV   3,277E+01  2,362E-02   77,29 um     2,22 um     7231 A   
 450,00 MeV   3,111E+01  2,130E-02   88,49 um     2,73 um     7548 A   
 500,00 MeV   2,963E+01  1,942E-02  100,28 um     3,20 um     7883 A   
 550,00 MeV   2,828E+01  1,786E-02  112,64 um     3,65 um     8238 A   
 600,00 MeV   2,705E+01  1,654E-02  125,57 um     4,08 um     8612 A   
 650,00 MeV   2,594E+01  1,542E-02  139,08 um     4,51 um     9006 A   
 700,00 MeV   2,492E+01  1,444E-02  153,15 um     4,93 um     9420 A   
 800,00 MeV   2,312E+01  1,283E-02  182,97 um     6,49 um     1,03 um  
 900,00 MeV   2,159E+01  1,156E-02  215,01 um     7,92 um     1,13 um  
   1,00 GeV   2,027E+01  1,053E-02  249,21 um     9,28 um     1,23 um  
   1,10 GeV   1,913E+01  9,671E-03  285,56 um    10,61 um     1,34 um  
   1,20 GeV   1,812E+01  8,950E-03  324,01 um    11,93 um     1,46 um  
   1,30 GeV   1,722E+01  8,334E-03  364,53 um    13,24 um     1,58 um  
   1,40 GeV   1,641E+01  7,801E-03  407,11 um    14,54 um     1,72 um  
   1,50 GeV   1,568E+01  7,335E-03  451,72 um    15,86 um     1,85 um  
   1,60 GeV   1,502E+01  6,923E-03  498,36 um    17,18 um     2,00 um  
   1,70 GeV   1,440E+01  6,558E-03  547,03 um    18,51 um     2,15 um  
   1,80 GeV   1,383E+01  6,231E-03  597,74 um    19,85 um     2,30 um  
   2,00 GeV   1,283E+01  5,670E-03  705,23 um    25,01 um     2,63 um  
   2,25 GeV   1,180E+01  5,101E-03  850,68 um    32,39 um     3,08 um  
   2,50 GeV   1,094E+01  4,640E-03    1,01 mm    39,32 um     3,56 um  
   2,75 GeV   1,022E+01  4,259E-03    1,18 mm    46,04 um     4,07 um  
   3,00 GeV   9,596E+00  3,938E-03    1,36 mm    52,67 um     4,62 um  
   3,25 GeV   9,055E+00  3,664E-03    1,55 mm    59,26 um     5,19 um  
   3,50 GeV   8,581E+00  3,427E-03    1,75 mm    65,86 um     5,80 um  
   3,75 GeV   8,163E+00  3,220E-03    1,97 mm    72,48 um     6,43 um  
