 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> giugno 16, 2015 
 ==================================================================

 Disk File Name = SRIM Outputs\Selenium in  H- C- O.txt

 Ion = Selenium [34] , Mass = 79,92 amu

 Target Density =  1,3970E+00 g/cm3 = 9,6311E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      H      1    036,36    004,20   
      C      6    045,45    062,50   
      O      8    018,18    033,30   
 ====================================
 Bragg Correction = -4,30%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
  55,00 MeV   4,727E+01  2,109E-01   14,37 um     4557 A      5025 A   
  60,00 MeV   4,824E+01  1,963E-01   15,12 um     4689 A      5077 A   
  65,00 MeV   4,905E+01  1,838E-01   15,85 um     4812 A      5126 A   
  70,00 MeV   4,974E+01  1,728E-01   16,57 um     4928 A      5171 A   
  80,00 MeV   5,081E+01  1,547E-01   17,99 um     5336 A      5253 A   
  90,00 MeV   5,156E+01  1,402E-01   19,38 um     5701 A      5326 A   
 100,00 MeV   5,208E+01  1,284E-01   20,76 um     6036 A      5394 A   
 110,00 MeV   5,242E+01  1,185E-01   22,13 um     6348 A      5457 A   
 120,00 MeV   5,262E+01  1,101E-01   23,49 um     6641 A      5516 A   
 130,00 MeV   5,270E+01  1,029E-01   24,84 um     6921 A      5573 A   
 140,00 MeV   5,270E+01  9,666E-02   26,20 um     7189 A      5627 A   
 150,00 MeV   5,262E+01  9,116E-02   27,55 um     7448 A      5678 A   
 160,00 MeV   5,249E+01  8,630E-02   28,91 um     7699 A      5729 A   
 170,00 MeV   5,278E+01  8,196E-02   30,27 um     7941 A      5778 A   
 180,00 MeV   5,283E+01  7,806E-02   31,62 um     8174 A      5825 A   
 200,00 MeV   5,236E+01  7,134E-02   34,34 um     9043 A      5916 A   
 225,00 MeV   5,160E+01  6,450E-02   37,78 um     1,03 um     6027 A   
 250,00 MeV   5,078E+01  5,892E-02   41,27 um     1,14 um     6134 A   
 275,00 MeV   4,993E+01  5,427E-02   44,82 um     1,25 um     6240 A   
 300,00 MeV   4,905E+01  5,035E-02   48,44 um     1,35 um     6345 A   
 325,00 MeV   4,817E+01  4,698E-02   52,11 um     1,45 um     6449 A   
 350,00 MeV   4,730E+01  4,406E-02   55,86 um     1,54 um     6554 A   
 375,00 MeV   4,643E+01  4,151E-02   59,67 um     1,63 um     6658 A   
 400,00 MeV   4,558E+01  3,924E-02   63,56 um     1,72 um     6764 A   
 450,00 MeV   4,392E+01  3,542E-02   71,56 um     2,06 um     6978 A   
 500,00 MeV   4,234E+01  3,231E-02   79,85 um     2,37 um     7198 A   
 550,00 MeV   4,084E+01  2,973E-02   88,46 um     2,67 um     7423 A   
 600,00 MeV   3,943E+01  2,755E-02   97,37 um     2,95 um     7657 A   
 650,00 MeV   3,810E+01  2,569E-02  106,60 um     3,23 um     7898 A   
 700,00 MeV   3,685E+01  2,407E-02  116,15 um     3,50 um     8147 A   
 800,00 MeV   3,457E+01  2,140E-02  136,20 um     4,51 um     8672 A   
 900,00 MeV   3,255E+01  1,929E-02  157,54 um     5,43 um     9233 A   
   1,00 GeV   3,075E+01  1,758E-02  180,16 um     6,30 um     9832 A   
   1,10 GeV   2,915E+01  1,616E-02  204,06 um     7,15 um     1,05 um  
   1,20 GeV   2,772E+01  1,496E-02  229,24 um     7,99 um     1,11 um  
   1,30 GeV   2,644E+01  1,394E-02  255,67 um     8,82 um     1,19 um  
   1,40 GeV   2,528E+01  1,305E-02  283,35 um     9,66 um     1,26 um  
   1,50 GeV   2,423E+01  1,227E-02  312,27 um    10,49 um     1,34 um  
   1,60 GeV   2,327E+01  1,159E-02  342,40 um    11,32 um     1,42 um  
   1,70 GeV   2,240E+01  1,098E-02  373,75 um    12,16 um     1,51 um  
   1,80 GeV   2,160E+01  1,044E-02  406,28 um    13,00 um     1,60 um  
   2,00 GeV   2,018E+01  9,501E-03  474,86 um    16,23 um     1,78 um  
   2,25 GeV   1,866E+01  8,552E-03  567,09 um    20,82 um     2,04 um  
   2,50 GeV   1,738E+01  7,783E-03  666,46 um    25,13 um     2,31 um  
   2,75 GeV   1,627E+01  7,147E-03  772,87 um    29,30 um     2,60 um  
   3,00 GeV   1,532E+01  6,610E-03  886,22 um    33,40 um     2,91 um  
   3,25 GeV   1,448E+01  6,152E-03    1,01 mm    37,48 um     3,23 um  
   3,50 GeV   1,374E+01  5,756E-03    1,13 mm    41,56 um     3,57 um  
   3,75 GeV   1,308E+01  5,410E-03    1,27 mm    45,65 um     3,93 um  
   4,00 GeV   1,250E+01  5,105E-03    1,41 mm    49,76 um     4,31 um  
   4,50 GeV   1,149E+01  4,591E-03    1,71 mm    65,29 um     5,10 um  
   5,00 GeV   1,065E+01  4,175E-03    2,03 mm    79,74 um     5,96 um  
   5,50 GeV   9,953E+00  3,831E-03    2,38 mm    93,69 um     6,87 um  
   6,00 GeV   9,355E+00  3,541E-03    2,75 mm   107,39 um     7,84 um  
   6,50 GeV   8,838E+00  3,294E-03    3,14 mm   120,98 um     8,86 um  
   7,00 GeV   8,387E+00  3,081E-03    3,56 mm   134,52 um     9,93 um  
   8,00 GeV   7,625E+00  2,730E-03    4,45 mm   184,79 um    12,22 um  
   9,00 GeV   7,005E+00  2,453E-03    5,43 mm   231,00 um    14,69 um  
  10,00 GeV   6,501E+00  2,229E-03    6,49 mm   275,49 um    17,35 um  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  1,3970E+01                 eV / Angstrom 
  1,3970E+02                keV / micron   
  1,3970E+02                MeV / mm       
  1,0000E+00                keV / (ug/cm2) 
  1,0000E+00                MeV / (mg/cm2) 
  1,0000E+03                keV / (mg/cm2) 
  1,4505E+01                 eV / (1E15 atoms/cm2)
  4,4769E-02                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
