 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> giugno 16, 2015 
 ==================================================================

 Disk File Name = SRIM Outputs\Aluminum in  H- C- O.txt

 Ion = Aluminum [13] , Mass = 26,982 amu

 Target Density =  1,3970E+00 g/cm3 = 9,6311E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      H      1    036,36    004,20   
      C      6    045,45    062,50   
      O      8    018,18    033,30   
 ====================================
 Bragg Correction = -4,30%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
   6,50 MeV   1,583E+01  8,533E-02    5,49 um     2573 A      3349 A   
   7,00 MeV   1,632E+01  8,032E-02    5,71 um     2601 A      3383 A   
   8,00 MeV   1,713E+01  7,199E-02    6,14 um     2686 A      3443 A   
   9,00 MeV   1,777E+01  6,533E-02    6,54 um     2760 A      3495 A   
  10,00 MeV   1,827E+01  5,987E-02    6,94 um     2828 A      3541 A   
  11,00 MeV   1,866E+01  5,531E-02    7,33 um     2890 A      3582 A   
  12,00 MeV   1,895E+01  5,144E-02    7,70 um     2948 A      3619 A   
  13,00 MeV   1,917E+01  4,812E-02    8,08 um     3004 A      3654 A   
  14,00 MeV   1,932E+01  4,522E-02    8,45 um     3057 A      3686 A   
  15,00 MeV   1,942E+01  4,267E-02    8,82 um     3108 A      3717 A   
  16,00 MeV   1,947E+01  4,042E-02    9,18 um     3157 A      3746 A   
  17,00 MeV   1,949E+01  3,841E-02    9,55 um     3206 A      3773 A   
  18,00 MeV   1,948E+01  3,660E-02    9,92 um     3254 A      3800 A   
  20,00 MeV   1,937E+01  3,347E-02   10,65 um     3427 A      3850 A   
  22,50 MeV   1,915E+01  3,029E-02   11,58 um     3681 A      3910 A   
  25,00 MeV   1,886E+01  2,769E-02   12,52 um     3925 A      3967 A   
  27,50 MeV   1,853E+01  2,552E-02   13,48 um     4162 A      4021 A   
  30,00 MeV   1,819E+01  2,369E-02   14,45 um     4393 A      4075 A   
  32,50 MeV   1,784E+01  2,212E-02   15,44 um     4622 A      4128 A   
  35,00 MeV   1,749E+01  2,076E-02   16,45 um     4847 A      4180 A   
  37,50 MeV   1,714E+01  1,956E-02   17,49 um     5071 A      4232 A   
  40,00 MeV   1,681E+01  1,850E-02   18,54 um     5294 A      4284 A   
  45,00 MeV   1,617E+01  1,671E-02   20,71 um     6134 A      4390 A   
  50,00 MeV   1,557E+01  1,526E-02   22,96 um     6927 A      4496 A   
  55,00 MeV   1,506E+01  1,404E-02   25,30 um     7687 A      4606 A   
  60,00 MeV   1,470E+01  1,302E-02   27,70 um     8418 A      4717 A   
  65,00 MeV   1,425E+01  1,214E-02   30,17 um     9128 A      4831 A   
  70,00 MeV   1,380E+01  1,138E-02   32,72 um     9827 A      4949 A   
  80,00 MeV   1,301E+01  1,013E-02   38,06 um     1,24 um     5194 A   
  90,00 MeV   1,233E+01  9,138E-03   43,71 um     1,48 um     5455 A   
 100,00 MeV   1,173E+01  8,331E-03   49,66 um     1,70 um     5730 A   
 110,00 MeV   1,120E+01  7,662E-03   55,90 um     1,92 um     6022 A   
 120,00 MeV   1,072E+01  7,097E-03   62,43 um     2,13 um     6328 A   
 130,00 MeV   1,029E+01  6,613E-03   69,24 um     2,34 um     6650 A   
 140,00 MeV   9,894E+00  6,194E-03   76,34 um     2,55 um     6987 A   
 150,00 MeV   9,533E+00  5,828E-03   83,70 um     2,76 um     7339 A   
 160,00 MeV   9,201E+00  5,505E-03   91,34 um     2,96 um     7704 A   
 170,00 MeV   8,894E+00  5,217E-03   99,25 um     3,17 um     8085 A   
 180,00 MeV   8,608E+00  4,959E-03  107,43 um     3,38 um     8479 A   
