 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> dicembre 01, 2014 
 ==================================================================

 Disk File Name = SRIM Outputs\Oxygen in Silicon.txt

 Ion = Oxygen [8] , Mass = 15,995 amu

 Target Density =  2,3212E+00 g/cm3 = 4,9770E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Si     14    100,00    100,00   
 ====================================
 Bragg Correction = 0,00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
  55,00 MeV   4,447E+00  2,936E-03   42,38 um     1,45 um     7800 A   
  60,00 MeV   4,250E+00  2,721E-03   47,33 um     1,62 um     8327 A   
  65,00 MeV   4,067E+00  2,536E-03   52,50 um     1,78 um     8873 A   
  70,00 MeV   3,898E+00  2,376E-03   57,91 um     1,95 um     9439 A   
  80,00 MeV   3,595E+00  2,113E-03   69,41 um     2,55 um     1,06 um  
  90,00 MeV   3,334E+00  1,905E-03   81,85 um     3,11 um     1,19 um  
 100,00 MeV   3,107E+00  1,735E-03   95,23 um     3,65 um     1,33 um  
 110,00 MeV   2,909E+00  1,595E-03  109,56 um     4,19 um     1,47 um  
 120,00 MeV   2,735E+00  1,477E-03  124,83 um     4,72 um     1,63 um  
 130,00 MeV   2,582E+00  1,376E-03  141,03 um     5,26 um     1,79 um  
 140,00 MeV   2,446E+00  1,288E-03  158,17 um     5,81 um     1,96 um  
 150,00 MeV   2,325E+00  1,211E-03  176,23 um     6,36 um     2,14 um  
 160,00 MeV   2,216E+00  1,144E-03  195,20 um     6,92 um     2,33 um  
 170,00 MeV   2,118E+00  1,084E-03  215,08 um     7,49 um     2,53 um  
 180,00 MeV   2,030E+00  1,030E-03  235,84 um     8,06 um     2,74 um  
 200,00 MeV   1,877E+00  9,374E-04  279,97 um    10,22 um     3,17 um  
 225,00 MeV   1,720E+00  8,438E-04  339,89 um    13,32 um     3,76 um  
 250,00 MeV   1,591E+00  7,679E-04  404,99 um    16,23 um     4,40 um  
 275,00 MeV   1,483E+00  7,050E-04  475,10 um    19,06 um     5,09 um  
 300,00 MeV   1,390E+00  6,521E-04  550,11 um    21,86 um     5,81 um  
 325,00 MeV   1,309E+00  6,069E-04  629,95 um    24,65 um     6,58 um  
 350,00 MeV   1,236E+00  5,678E-04  714,61 um    27,46 um     7,40 um  
 375,00 MeV   1,171E+00  5,336E-04  804,10 um    30,29 um     8,25 um  
 400,00 MeV   1,111E+00  5,035E-04  898,50 um    33,16 um     9,15 um  
 450,00 MeV   1,003E+00  4,528E-04    1,10 mm    44,07 um    11,09 um  
 500,00 MeV   9,138E-01  4,118E-04    1,33 mm    54,48 um    13,21 um  
 550,00 MeV   8,476E-01  3,778E-04    1,57 mm    64,67 um    15,51 um  
 600,00 MeV   7,915E-01  3,492E-04    1,84 mm    74,73 um    17,98 um  
 650,00 MeV   7,432E-01  3,248E-04    2,12 mm    84,77 um    20,60 um  
