 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> giugno 16, 2015 
 ==================================================================

 Disk File Name = SRIM Outputs\Zinc in  H- C- O.txt

 Ion = Zinc [30] , Mass = 63,93 amu

 Target Density =  1,3970E+00 g/cm3 = 9,6311E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      H      1    036,36    004,20   
      C      6    045,45    062,50   
      O      8    018,18    033,30   
 ====================================
 Bragg Correction = -4,30%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
  55,00 MeV   4,484E+01  1,392E-01   14,00 um     4293 A      4504 A   
  60,00 MeV   4,533E+01  1,295E-01   14,79 um     4446 A      4553 A   
  65,00 MeV   4,568E+01  1,211E-01   15,58 um     4591 A      4599 A   
  70,00 MeV   4,594E+01  1,138E-01   16,36 um     4729 A      4642 A   
  80,00 MeV   4,624E+01  1,017E-01   17,91 um     5225 A      4722 A   
  90,00 MeV   4,630E+01  9,212E-02   19,45 um     5674 A      4796 A   
 100,00 MeV   4,621E+01  8,426E-02   20,99 um     6090 A      4866 A   
 110,00 MeV   4,601E+01  7,772E-02   22,54 um     6482 A      4933 A   
 120,00 MeV   4,573E+01  7,217E-02   24,10 um     6854 A      4996 A   
 130,00 MeV   4,551E+01  6,741E-02   25,67 um     7211 A      5058 A   
 140,00 MeV   4,556E+01  6,328E-02   27,24 um     7552 A      5118 A   
 150,00 MeV   4,529E+01  5,965E-02   28,81 um     7880 A      5177 A   
 160,00 MeV   4,485E+01  5,644E-02   30,40 um     8200 A      5234 A   
 170,00 MeV   4,440E+01  5,358E-02   32,00 um     8514 A      5291 A   
 180,00 MeV   4,395E+01  5,101E-02   33,62 um     8822 A      5347 A   
 200,00 MeV   4,304E+01  4,658E-02   36,90 um     9984 A      5458 A   
 225,00 MeV   4,191E+01  4,208E-02   41,11 um     1,16 um     5597 A   
 250,00 MeV   4,080E+01  3,841E-02   45,44 um     1,32 um     5735 A   
 275,00 MeV   3,973E+01  3,537E-02   49,88 um     1,46 um     5875 A   
 300,00 MeV   3,869E+01  3,279E-02   54,44 um     1,60 um     6016 A   
 325,00 MeV   3,769E+01  3,058E-02   59,12 um     1,73 um     6159 A   
 350,00 MeV   3,673E+01  2,867E-02   63,93 um     1,86 um     6305 A   
 375,00 MeV   3,581E+01  2,699E-02   68,86 um     1,99 um     6454 A   
 400,00 MeV   3,493E+01  2,551E-02   73,92 um     2,11 um     6607 A   
 450,00 MeV   3,328E+01  2,301E-02   84,41 um     2,58 um     6921 A   
 500,00 MeV   3,176E+01  2,098E-02   95,42 um     3,02 um     7251 A   
 550,00 MeV   3,038E+01  1,930E-02  106,94 um     3,43 um     7597 A   
 600,00 MeV   2,910E+01  1,787E-02  118,97 um     3,83 um     7958 A   
 650,00 MeV   2,793E+01  1,666E-02  131,52 um     4,22 um     8336 A   
 700,00 MeV   2,685E+01  1,560E-02  144,58 um     4,61 um     8730 A   
 800,00 MeV   2,494E+01  1,387E-02  172,24 um     6,05 um     9570 A   
 900,00 MeV   2,329E+01  1,249E-02  201,94 um     7,37 um     1,05 um  
   1,00 GeV   2,186E+01  1,138E-02  233,66 um     8,63 um     1,14 um  
   1,10 GeV   2,062E+01  1,045E-02  267,37 um     9,86 um     1,25 um  
   1,20 GeV   1,952E+01  9,675E-03  303,05 um    11,08 um     1,36 um  
   1,30 GeV   1,854E+01  9,009E-03  340,67 um    12,29 um     1,47 um  
   1,40 GeV   1,767E+01  8,433E-03  380,20 um    13,51 um     1,60 um  
   1,50 GeV   1,689E+01  7,930E-03  421,63 um    14,73 um     1,72 um  
   1,60 GeV   1,618E+01  7,485E-03  464,93 um    15,95 um     1,86 um  
   1,70 GeV   1,553E+01  7,091E-03  510,09 um    17,18 um     1,99 um  
   1,80 GeV   1,493E+01  6,737E-03  557,09 um    18,43 um     2,14 um  
   2,00 GeV   1,387E+01  6,131E-03  656,56 um    23,19 um     2,44 um  
   2,25 GeV   1,276E+01  5,516E-03  791,05 um    30,00 um     2,85 um  
   2,50 GeV   1,184E+01  5,018E-03  936,62 um    36,40 um     3,29 um  
   2,75 GeV   1,106E+01  4,606E-03    1,09 mm    42,60 um     3,76 um  
   3,00 GeV   1,038E+01  4,259E-03    1,26 mm    48,72 um     4,26 um  
   3,25 GeV   9,799E+00  3,963E-03    1,44 mm    54,81 um     4,79 um  
   3,50 GeV   9,287E+00  3,707E-03    1,63 mm    60,90 um     5,35 um  
   3,75 GeV   8,834E+00  3,483E-03    1,82 mm    67,01 um     5,93 um  
   4,00 GeV   8,431E+00  3,286E-03    2,03 mm    73,16 um     6,54 um  
   4,50 GeV   7,743E+00  2,954E-03    2,47 mm    96,35 um     7,83 um  
   5,00 GeV   7,178E+00  2,686E-03    2,95 mm   117,90 um     9,22 um  
   5,50 GeV   6,694E+00  2,463E-03    3,47 mm   138,71 um    10,70 um  
