 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> dicembre 01, 2014 
 ==================================================================

 Disk File Name = SRIM Outputs\Bromine in Silicon.txt

 Ion = Bromine [35] , Mass = 78,92 amu

 Target Density =  2,3212E+00 g/cm3 = 4,9770E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Si     14    100,00    100,00   
 ====================================
 Bragg Correction = 0,00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
  60,00 MeV   3,178E+01  1,761E-01   12,87 um     5282 A      6491 A   
  65,00 MeV   3,271E+01  1,649E-01   13,53 um     5388 A      6580 A   
  70,00 MeV   3,357E+01  1,552E-01   14,18 um     5487 A      6662 A   
  80,00 MeV   3,512E+01  1,390E-01   15,43 um     5800 A      6809 A   
  90,00 MeV   3,645E+01  1,260E-01   16,63 um     6073 A      6938 A   
 100,00 MeV   3,760E+01  1,155E-01   17,78 um     6316 A      7053 A   
 110,00 MeV   3,859E+01  1,066E-01   18,91 um     6537 A      7158 A   
 120,00 MeV   3,943E+01  9,913E-02   20,01 um     6740 A      7254 A   
 130,00 MeV   4,015E+01  9,268E-02   21,09 um     6929 A      7343 A   
 140,00 MeV   4,076E+01  8,708E-02   22,15 um     7107 A      7427 A   
 150,00 MeV   4,126E+01  8,215E-02   23,20 um     7275 A      7505 A   
 160,00 MeV   4,170E+01  7,779E-02   24,24 um     7435 A      7579 A   
 170,00 MeV   4,201E+01  7,390E-02   25,26 um     7589 A      7650 A   
 180,00 MeV   4,211E+01  7,040E-02   26,28 um     7739 A      7718 A   
 200,00 MeV   4,205E+01  6,437E-02   28,33 um     8284 A      7847 A   
 225,00 MeV   4,199E+01  5,822E-02   30,89 um     9064 A      7998 A   
 250,00 MeV   4,174E+01  5,320E-02   33,45 um     9787 A      8142 A   
 275,00 MeV   4,134E+01  4,903E-02   36,04 um     1,05 um     8279 A   
