 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> giugno 16, 2015 
 ==================================================================

 Disk File Name = SRIM Outputs\Cobalt in  H- C- O.txt

 Ion = Cobalt [27] , Mass = 58,93 amu

 Target Density =  1,3970E+00 g/cm3 = 9,6311E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      H      1    036,36    004,20   
      C      6    045,45    062,50   
      O      8    018,18    033,30   
 ====================================
 Bragg Correction = -4,30%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
  55,00 MeV   4,231E+01  1,072E-01   14,81 um     4624 A      5011 A   
  60,00 MeV   4,251E+01  9,969E-02   15,65 um     4783 A      5055 A   
  65,00 MeV   4,261E+01  9,321E-02   16,49 um     4936 A      5096 A   
  70,00 MeV   4,265E+01  8,757E-02   17,33 um     5084 A      5135 A   
  80,00 MeV   4,255E+01  7,823E-02   19,01 um     5622 A      5209 A   
  90,00 MeV   4,229E+01  7,079E-02   20,69 um     6117 A      5278 A   
 100,00 MeV   4,193E+01  6,473E-02   22,39 um     6580 A      5344 A   
 110,00 MeV   4,149E+01  5,967E-02   24,10 um     7021 A      5407 A   
 120,00 MeV   4,114E+01  5,540E-02   25,83 um     7443 A      5469 A   
 130,00 MeV   4,102E+01  5,173E-02   27,57 um     7847 A      5529 A   
 140,00 MeV   4,060E+01  4,854E-02   29,32 um     8236 A      5588 A   
 150,00 MeV   4,004E+01  4,574E-02   31,10 um     8617 A      5646 A   
 160,00 MeV   3,949E+01  4,327E-02   32,89 um     8991 A      5704 A   
 170,00 MeV   3,894E+01  4,107E-02   34,72 um     9360 A      5762 A   
 180,00 MeV   3,841E+01  3,909E-02   36,57 um     9724 A      5819 A   
 200,00 MeV   3,735E+01  3,569E-02   40,34 um     1,11 um     5935 A   
 225,00 MeV   3,607E+01  3,222E-02   45,21 um     1,31 um     6082 A   
 250,00 MeV   3,486E+01  2,940E-02   50,26 um     1,49 um     6231 A   
 275,00 MeV   3,370E+01  2,706E-02   55,48 um     1,66 um     6384 A   
 300,00 MeV   3,261E+01  2,508E-02   60,87 um     1,83 um     6542 A   
 325,00 MeV   3,158E+01  2,339E-02   66,44 um     2,00 um     6705 A   
 350,00 MeV   3,060E+01  2,192E-02   72,20 um     2,16 um     6873 A   
 375,00 MeV   2,967E+01  2,064E-02   78,13 um     2,31 um     7047 A   
 400,00 MeV   2,880E+01  1,950E-02   84,25 um     2,47 um     7227 A   
 450,00 MeV   2,720E+01  1,758E-02   97,04 um     3,06 um     7605 A   
 500,00 MeV   2,576E+01  1,603E-02  110,56 um     3,61 um     8008 A   
 550,00 MeV   2,447E+01  1,474E-02  124,81 um     4,14 um     8438 A   
 600,00 MeV   2,331E+01  1,365E-02  139,79 um     4,65 um     8894 A   
 650,00 MeV   2,226E+01  1,271E-02  155,50 um     5,16 um     9376 A   
 700,00 MeV   2,131E+01  1,191E-02  171,93 um     5,66 um     9885 A   
 800,00 MeV   1,965E+01  1,058E-02  206,91 um     7,52 um     1,10 um  
 900,00 MeV   1,827E+01  9,527E-03  244,68 um     9,23 um     1,22 um  
   1,00 GeV   1,709E+01  8,674E-03  285,20 um    10,86 um     1,35 um  
   1,10 GeV   1,608E+01  7,968E-03  328,38 um    12,47 um     1,48 um  
   1,20 GeV   1,519E+01  7,373E-03  374,17 um    14,05 um     1,63 um  
   1,30 GeV   1,442E+01  6,865E-03  422,53 um    15,63 um     1,79 um  
   1,40 GeV   1,373E+01  6,425E-03  473,40 um    17,21 um     1,95 um  
   1,50 GeV   1,310E+01  6,040E-03  526,77 um    18,80 um     2,12 um  
   1,60 GeV   1,253E+01  5,701E-03  582,62 um    20,39 um     2,30 um  
   1,70 GeV   1,201E+01  5,400E-03  640,95 um    22,00 um     2,49 um  
   1,80 GeV   1,153E+01  5,130E-03  701,78 um    23,63 um     2,68 um  
   2,00 GeV   1,069E+01  4,667E-03  830,76 um    29,86 um     3,09 um  
   2,25 GeV   9,815E+00  4,198E-03    1,01 mm    38,77 um     3,64 um  
   2,50 GeV   9,090E+00  3,819E-03    1,19 mm    47,14 um     4,24 um  
   2,75 GeV   8,478E+00  3,504E-03    1,40 mm    55,27 um     4,88 um  
   3,00 GeV   7,955E+00  3,240E-03    1,62 mm    63,30 um     5,56 um  
