#    Energy           Range       dE/dx (elec)    dE/dx (nucl)
#   [MeV/u]         [mg/cm2]     [MeV/(mg/cm2)]  [MeV/(mg/cm2)]
# ------------------------------------------------------------
   0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
   1.9253e-03      3.0608e-04      1.6990e+00      4.4560e+00
   2.1178e-03      3.3513e-04      1.7400e+00      4.3550e+00
   2.3104e-03      3.6472e-04      1.7730e+00      4.2580e+00
   2.5029e-03      3.9457e-04      1.8220e+00      4.1650e+00
   2.6954e-03      4.2443e-04      1.8810e+00      4.0760e+00
   2.8879e-03      4.5482e-04      1.9450e+00      3.9920e+00
   3.0805e-03      4.8521e-04      2.0120e+00      3.9100e+00
   3.2730e-03      5.1560e-04      2.0800e+00      3.8330e+00
   3.4655e-03      5.4627e-04      2.1480e+00      3.7590e+00
   3.8506e-03      6.0759e-04      2.2800e+00      3.6200e+00
   4.3319e-03      6.8424e-04      2.4340e+00      3.4620e+00
   4.8132e-03      7.6144e-04      2.5740e+00      3.3190e+00
   5.2946e-03      8.3890e-04      2.7020e+00      3.1890e+00
   5.7759e-03      9.1636e-04      2.8170e+00      3.0710e+00
   6.2572e-03      9.9409e-04      2.9220e+00      2.9630e+00
   6.7385e-03      1.0718e-03      3.0180e+00      2.8630e+00
   7.2199e-03      1.1498e-03      3.1060e+00      2.7710e+00
   7.7012e-03      1.2281e-03      3.1880e+00      2.6860e+00
   8.6638e-03      1.3849e-03      3.3360e+00      2.5320e+00
   9.6265e-03      1.5422e-03      3.4690e+00      2.3980e+00
   1.0589e-02      1.6999e-03      3.5920e+00      2.2800e+00
   1.1552e-02      1.8575e-03      3.7080e+00      2.1750e+00
   1.2514e-02      2.0151e-03      3.8210e+00      2.0800e+00
   1.3477e-02      2.1722e-03      3.9330e+00      1.9950e+00
   1.5402e-02      2.4844e-03      4.1590e+00      1.8460e+00
   1.7328e-02      2.7972e-03      4.3970e+00      1.7210e+00
   1.9253e-02      3.0931e-03      4.6470e+00      1.6140e+00
   2.1178e-02      3.3889e-03      4.9100e+00      1.5210e+00
   2.3104e-02      3.6848e-03      5.1850e+00      1.4400e+00
   2.5029e-02      3.9538e-03      5.4700e+00      1.3680e+00
   2.6954e-02      4.2227e-03      5.7620e+00      1.3040e+00
   2.8879e-02      4.4917e-03      6.0600e+00      1.2470e+00
   3.0805e-02      4.7338e-03      6.3630e+00      1.1950e+00
   3.2730e-02      4.9758e-03      6.6690e+00      1.1470e+00
   3.4655e-02      5.2179e-03      6.9770e+00      1.1040e+00
   3.8506e-02      5.6751e-03      7.5960e+00      1.0280e+00
   4.3319e-02      6.2131e-03      8.3700e+00      9.4780e-01
   4.8132e-02      6.6972e-03      9.1370e+00      8.8060e-01
   5.2946e-02      7.1544e-03      9.8920e+00      8.2330e-01
   5.7759e-02      7.5848e-03      1.0630e+01      7.7380e-01
   6.2572e-02      7.9882e-03      1.1360e+01      7.3050e-01
   6.7385e-02      8.3648e-03      1.2060e+01      6.9230e-01
   7.2199e-02      8.7413e-03      1.2750e+01      6.5840e-01
   7.7012e-02      9.0910e-03      1.3420e+01      6.2790e-01
   8.6638e-02      9.7365e-03      1.4700e+01      5.7550e-01
   9.6265e-02      1.0328e-02      1.5910e+01      5.3200e-01
   1.0589e-01      1.0893e-02      1.7040e+01      4.9520e-01
   1.1552e-01      1.1431e-02      1.8110e+01      4.6360e-01
   1.2514e-01      1.1942e-02      1.9100e+01      4.3620e-01
   1.3477e-01      1.2426e-02      2.0040e+01      4.1210e-01
   1.5402e-01      1.3314e-02      2.1730e+01      3.7180e-01
   1.7328e-01      1.4148e-02      2.3220e+01      3.3920e-01
   1.9253e-01      1.4954e-02      2.4520e+01      3.1240e-01
   2.1178e-01      1.5708e-02      2.5670e+01      2.8980e-01
   2.3104e-01      1.6434e-02      2.6690e+01      2.7050e-01
   2.5029e-01      1.7133e-02      2.7590e+01      2.5380e-01
   2.6954e-01      1.7805e-02      2.8400e+01      2.3930e-01
   2.8879e-01      1.8478e-02      2.9130e+01      2.2640e-01
   3.0805e-01      1.9123e-02      2.9790e+01      2.1490e-01
   3.2730e-01      1.9769e-02      3.0400e+01      2.0470e-01
   3.4655e-01      2.0387e-02      3.0950e+01      1.9550e-01
   3.8506e-01      2.1598e-02      3.1920e+01      1.7940e-01
   4.3319e-01      2.3077e-02      3.2940e+01      1.6300e-01
   4.8132e-01      2.4503e-02      3.3770e+01      1.4950e-01
   5.2946e-01      2.5901e-02      3.4460e+01      1.3830e-01
   5.7759e-01      2.7300e-02      3.5030e+01      1.2870e-01
   6.2572e-01      2.8645e-02      3.5480e+01      1.2050e-01
   6.7385e-01      2.9990e-02      3.5850e+01      1.1330e-01
   7.2199e-01      3.1334e-02      3.6140e+01      1.0700e-01
   7.7012e-01      3.2652e-02      3.6370e+01      1.0130e-01
   8.6638e-01      3.5261e-02      3.6670e+01      9.1840e-02
   9.6265e-01      3.7897e-02      3.6810e+01      8.4070e-02
   1.0589e+00      4.0506e-02      3.6850e+01      7.7590e-02
   1.1552e+00      4.3115e-02      3.6790e+01      7.2090e-02
   1.2514e+00      4.5724e-02      3.6680e+01      6.7370e-02
   1.3477e+00      4.8333e-02      3.6510e+01      6.3270e-02
   1.5402e+00      5.3631e-02      3.6090e+01      5.6470e-02
   1.7328e+00      5.9011e-02      3.5570e+01      5.1070e-02
   1.9253e+00      6.4444e-02      3.5000e+01      4.6670e-02
   2.1178e+00      6.9958e-02      3.4710e+01      4.3010e-02
   2.3104e+00      7.5525e-02      3.4330e+01      3.9910e-02
   2.5029e+00      8.1200e-02      3.3730e+01      3.7250e-02
   2.6954e+00      8.6956e-02      3.3130e+01      3.4940e-02
