#    Energy           Range       dE/dx (elec)    dE/dx (nucl)
#   [MeV/u]         [mg/cm2]     [MeV/(mg/cm2)]  [MeV/(mg/cm2)]
# ------------------------------------------------------------
   0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
   1.4507e-03      2.3167e-04      8.8150e-01      5.2660e+00
   1.5958e-03      2.5299e-04      9.2450e-01      5.1980e+00
   1.7409e-03      2.7445e-04      9.6560e-01      5.1280e+00
   1.8860e-03      2.9606e-04      1.0050e+00      5.0590e+00
   2.0310e-03      3.1780e-04      1.0420e+00      4.9890e+00
   2.1761e-03      3.3973e-04      1.0750e+00      4.9210e+00
   2.3212e-03      3.6183e-04      1.1060e+00      4.8530e+00
   2.4663e-03      3.8409e-04      1.1370e+00      4.7870e+00
   2.6113e-03      4.0652e-04      1.1690e+00      4.7220e+00
   2.9015e-03      4.5182e-04      1.2320e+00      4.5960e+00
   3.2642e-03      5.0927e-04      1.3110e+00      4.4480e+00
   3.6269e-03      5.6751e-04      1.3880e+00      4.3100e+00
   3.9896e-03      6.2652e-04      1.4620e+00      4.1800e+00
   4.3522e-03      6.8620e-04      1.5330e+00      4.0590e+00
   4.7149e-03      7.4650e-04      1.6010e+00      3.9450e+00
   5.0776e-03      8.0741e-04      1.6660e+00      3.8390e+00
   5.4403e-03      8.6885e-04      1.7270e+00      3.7390e+00
   5.8030e-03      9.3082e-04      1.7860e+00      3.6450e+00
   6.5284e-03      1.0562e-03      1.8950e+00      3.4720e+00
   7.2537e-03      1.1833e-03      1.9940e+00      3.3170e+00
   7.9791e-03      1.3120e-03      2.0840e+00      3.1780e+00
   8.7045e-03      1.4420e-03      2.1680e+00      3.0520e+00
   9.4299e-03      1.5733e-03      2.2460e+00      2.9370e+00
   1.0155e-02      1.7056e-03      2.3200e+00      2.8320e+00
   1.1606e-02      1.9766e-03      2.4590e+00      2.6470e+00
   1.3057e-02      2.2487e-03      2.5920e+00      2.4880e+00
   1.4507e-02      2.5207e-03      2.7230e+00      2.3490e+00
   1.5958e-02      2.7927e-03      2.8570e+00      2.2280e+00
   1.7409e-02      3.0647e-03      2.9930e+00      2.1200e+00
   1.8860e-02      3.3367e-03      3.1340e+00      2.0240e+00
   2.0310e-02      3.5906e-03      3.2800e+00      1.9370e+00
   2.1761e-02      3.8626e-03      3.4310e+00      1.8590e+00
   2.3212e-02      4.1165e-03      3.5860e+00      1.7880e+00
   2.4663e-02      4.3885e-03      3.7450e+00      1.7220e+00
   2.6113e-02      4.6424e-03      3.9080e+00      1.6620e+00
   2.9015e-02      5.1320e-03      4.2440e+00      1.5560e+00
   3.2642e-02      5.7123e-03      4.6810e+00      1.4430e+00
   3.6269e-02      6.2745e-03      5.1320e+00      1.3470e+00
   3.9896e-02      6.8004e-03      5.5930e+00      1.2640e+00
   4.3522e-02      7.3081e-03      6.0620e+00      1.1930e+00
   4.7149e-02      7.7796e-03      6.5360e+00      1.1300e+00
   5.0776e-02      8.2330e-03      7.0130e+00      1.0740e+00
   5.4403e-02      8.6501e-03      7.4910e+00      1.0240e+00
   5.8030e-02      9.0672e-03      7.9670e+00      9.7870e-01
   6.5284e-02      9.8107e-03      8.9140e+00      9.0080e-01
   7.2537e-02      1.0518e-02      9.8440e+00      8.3570e-01
   7.9791e-02      1.1153e-02      1.0750e+01      7.8030e-01
   8.7045e-02      1.1751e-02      1.1630e+01      7.3260e-01
   9.4299e-02      1.2313e-02      1.2490e+01      6.9090e-01
   1.0155e-01      1.2839e-02      1.3310e+01      6.5420e-01
   1.1606e-01      1.3818e-02      1.4860e+01      5.9240e-01
   1.3057e-01      1.4707e-02      1.6290e+01      5.4230e-01
   1.4507e-01      1.5541e-02      1.7600e+01      5.0070e-01
   1.5958e-01      1.6303e-02      1.8810e+01      4.6560e-01
   1.7409e-01      1.7028e-02      1.9910e+01      4.3550e-01
   1.8860e-01      1.7735e-02      2.0930e+01      4.0940e-01
   2.0310e-01      1.8388e-02      2.1860e+01      3.8660e-01
   2.1761e-01      1.9023e-02      2.2720e+01      3.6630e-01
   2.3212e-01      1.9639e-02      2.3520e+01      3.4830e-01
   2.4663e-01      2.0238e-02      2.4260e+01      3.3210e-01
   2.6113e-01      2.0818e-02      2.4940e+01      3.1750e-01
   2.9015e-01      2.1943e-02      2.6180e+01      2.9210e-01
   3.2642e-01      2.3266e-02      2.7520e+01      2.6600e-01
   3.6269e-01      2.4554e-02      2.8690e+01      2.4450e-01
   3.9896e-01      2.5769e-02      2.9710e+01      2.2640e-01
   4.3522e-01      2.6966e-02      3.0610e+01      2.1100e-01
   4.7149e-01      2.8126e-02      3.1430e+01      1.9780e-01
   5.0776e-01      2.9251e-02      3.2160e+01      1.8620e-01
   5.4403e-01      3.0375e-02      3.2830e+01      1.7600e-01
   5.8030e-01      3.1445e-02      3.3450e+01      1.6700e-01
   6.5284e-01      3.3567e-02      3.4530e+01      1.5160e-01
