#    Energy           Range       dE/dx (elec)    dE/dx (nucl)
#   [MeV/u]         [mg/cm2]     [MeV/(mg/cm2)]  [MeV/(mg/cm2)]
# ------------------------------------------------------------
   0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
   9.0835e-04      8.3057e-04      3.7430e-01      4.2600e-01
   9.9918e-04      9.1312e-04      3.9250e-01      4.1370e-01
   1.0900e-03      9.9589e-04      4.1000e-01      4.0220e-01
   1.1809e-03      1.0788e-03      4.2670e-01      3.9130e-01
   1.2717e-03      1.1619e-03      4.4280e-01      3.8110e-01
   1.3625e-03      1.2450e-03      4.5840e-01      3.7150e-01
   1.4534e-03      1.3280e-03      4.7340e-01      3.6250e-01
   1.5442e-03      1.4111e-03      4.8800e-01      3.5390e-01
   1.6350e-03      1.4941e-03      5.0210e-01      3.4580e-01
   1.8167e-03      1.6599e-03      5.2930e-01      3.3090e-01
   2.0438e-03      1.8674e-03      5.5370e-01      3.1420e-01
   2.2709e-03      2.0777e-03      5.5950e-01      2.9940e-01
   2.4980e-03      2.2904e-03      5.8030e-01      2.8610e-01
   2.7250e-03      2.5022e-03      6.0840e-01      2.7410e-01
   2.9521e-03      2.7110e-03      6.3960e-01      2.6330e-01
   3.1792e-03      2.9166e-03      6.7150e-01      2.5350e-01
   3.4063e-03      3.1186e-03      7.0260e-01      2.4440e-01
   3.6334e-03      3.3174e-03      7.3200e-01      2.3610e-01
   4.0876e-03      3.7067e-03      7.8460e-01      2.2130e-01
   4.5417e-03      4.0872e-03      8.2830e-01      2.0860e-01
   4.9959e-03      4.4612e-03      8.6390e-01      1.9740e-01
   5.4501e-03      4.8310e-03      8.9260e-01      1.8760e-01
   5.9043e-03      5.1979e-03      9.1580e-01      1.7880e-01
   6.3584e-03      5.5632e-03      9.3470e-01      1.7090e-01
   7.2668e-03      6.2918e-03      9.6320e-01      1.5730e-01
   8.1751e-03      7.0196e-03      9.8410e-01      1.4600e-01
   9.0835e-03      7.7479e-03      1.0010e+00      1.3640e-01
   9.9918e-03      8.4764e-03      1.0170e+00      1.2820e-01
   1.0900e-02      9.2042e-03      1.0320e+00      1.2100e-01
   1.1809e-02      9.9299e-03      1.0480e+00      1.1460e-01
   1.2717e-02      1.0652e-02      1.0650e+00      1.0900e-01
   1.3625e-02      1.1354e-02      1.0830e+00      1.0400e-01
   1.4534e-02      1.2036e-02      1.1030e+00      9.9440e-02
   1.5442e-02      1.2830e-02      1.1250e+00      9.5330e-02
   1.6350e-02      1.3512e-02      1.1480e+00      9.1590e-02
   1.8167e-02      1.4874e-02      1.1980e+00      8.5010e-02
   2.0438e-02      1.6464e-02      1.2680e+00      7.8150e-02
   2.2709e-02      1.8053e-02      1.3450e+00      7.2410e-02
   2.4980e-02      1.9529e-02      1.4260e+00      6.7550e-02
   2.7250e-02      2.1006e-02      1.5100e+00      6.3360e-02
   2.9521e-02      2.2368e-02      1.5960e+00      5.9710e-02
   3.1792e-02      2.3617e-02      1.6830e+00      5.6500e-02
   3.4063e-02      2.4866e-02      1.7710e+00      5.3650e-02
   3.6334e-02      2.6001e-02      1.8590e+00      5.1100e-02
   4.0876e-02      2.8272e-02      2.0320e+00      4.6730e-02
   4.5417e-02      3.0316e-02      2.2000e+00      4.3110e-02
   4.9959e-02      3.2246e-02      2.3630e+00      4.0060e-02
   5.4501e-02      3.3949e-02      2.5180e+00      3.7440e-02
   5.9043e-02      3.5653e-02      2.6660e+00      3.5180e-02
   6.3584e-02      3.7356e-02      2.8070e+00      3.3200e-02
   7.2668e-02      4.0308e-02      3.0660e+00      2.9880e-02
   8.1751e-02      4.3147e-02      3.2960e+00      2.7220e-02
   9.0835e-02      4.5758e-02      3.5010e+00      2.5030e-02
   9.9918e-02      4.8256e-02      3.6820e+00      2.3190e-02
   1.0900e-01      5.0640e-02      3.8420e+00      2.1620e-02
   1.1809e-01      5.2911e-02      3.9840e+00      2.0260e-02
   1.2717e-01      5.5069e-02      4.1090e+00      1.9080e-02
   1.3625e-01      5.7226e-02      4.2200e+00      1.8040e-02
   1.4534e-01      5.9383e-02      4.3180e+00      1.7110e-02
   1.5442e-01      6.1427e-02      4.4040e+00      1.6290e-02
   1.6350e-01      6.3471e-02      4.4800e+00      1.5540e-02
   1.8167e-01      6.7445e-02      4.6060e+00      1.4250e-02
   2.0438e-01      7.2214e-02      4.7220e+00      1.2930e-02
   2.2709e-01      7.6982e-02      4.8050e+00      1.1850e-02
   2.4980e-01      8.1638e-02      4.8610e+00      1.0940e-02
   2.7250e-01      8.6293e-02      4.8960e+00      1.0180e-02
   2.9521e-01      9.0948e-02      4.9170e+00      9.5180e-03
   3.1792e-01      9.5490e-02      4.9250e+00      8.9440e-03
   3.4063e-01      1.0015e-01      4.9240e+00      8.4400e-03
   3.6334e-01      1.0469e-01      4.9160e+00      7.9930e-03
   4.0876e-01      1.1388e-01      4.8840e+00      7.2360e-03
   4.5417e-01      1.2331e-01      4.8380e+00      6.6180e-03
   4.9959e-01      1.3262e-01      4.7830e+00      6.1030e-03
   5.4501e-01      1.4216e-01      4.7220e+00      5.6670e-03
   5.9043e-01      1.5192e-01      4.6580e+00      5.2920e-03
   6.3584e-01      1.6169e-01      4.5930e+00      4.9670e-03
   7.2668e-01      1.8167e-01      4.4600e+00      4.4300e-03
   8.1751e-01      2.0233e-01      4.3280e+00      4.0030e-03
   9.0835e-01      2.2357e-01      4.2000e+00      3.6550e-03
   9.9918e-01      2.4559e-01      4.0750e+00      3.3660e-03
   1.0900e+00      2.6819e-01      3.9550e+00      3.1220e-03
   1.1809e+00      2.9147e-01      3.8390e+00      2.9120e-03
   1.2717e+00      3.1542e-01      3.7280e+00      2.7300e-03
   1.3625e+00      3.4006e-01      3.6210e+00      2.5710e-03
   1.4534e+00      3.6550e-01      3.5190e+00      2.4310e-03
