#    Energy           Range       dE/dx (elec)    dE/dx (nucl)
#   [MeV/u]         [mg/cm2]     [MeV/(mg/cm2)]  [MeV/(mg/cm2)]
# ------------------------------------------------------------
   0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
   1.0000e-03      4.7875e-03      2.5720e-02      7.2230e-03
   1.2500e-03      5.8225e-03      2.9270e-02      7.3020e-03
   1.5000e-03      6.8550e-03      3.2540e-02      7.3230e-03
   1.7500e-03      7.8900e-03      3.5590e-02      7.3100e-03
   2.0000e-03      8.9275e-03      3.8460e-02      7.2750e-03
   2.2500e-03      9.9700e-03      4.1180e-02      7.2250e-03
   2.5000e-03      1.1012e-02      4.3780e-02      7.1670e-03
   3.1250e-03      1.3635e-02      4.9830e-02      6.9990e-03
   3.7500e-03      1.6272e-02      5.5390e-02      6.8200e-03
   4.3750e-03      1.8918e-02      6.0560e-02      6.6410e-03
   5.0000e-03      2.1570e-02      6.5440e-02      6.4680e-03
   5.6250e-03      2.4228e-02      7.0060e-02      6.3020e-03
   6.2500e-03      2.6875e-02      7.4460e-02      6.1440e-03
   6.8750e-03      2.9525e-02      7.8680e-02      5.9940e-03
   7.5000e-03      3.2175e-02      8.2740e-02      5.8520e-03
   8.7500e-03      3.7475e-02      9.0450e-02      5.5900e-03
   1.0000e-02      4.2725e-02      9.7690e-02      5.3540e-03
   1.1250e-02      4.7925e-02      1.0450e-01      5.1410e-03
   1.2500e-02      5.3100e-02      1.1110e-01      4.9470e-03
   1.3750e-02      5.8225e-02      1.1730e-01      4.7700e-03
   1.5000e-02      6.3300e-02      1.2330e-01      4.6070e-03
   1.6250e-02      6.8325e-02      1.2910e-01      4.4570e-03
   1.7500e-02      7.3325e-02      1.3460e-01      4.3180e-03
   1.8750e-02      7.8250e-02      1.4000e-01      4.1900e-03
   2.0000e-02      8.3125e-02      1.4520e-01      4.0700e-03
   2.1250e-02      8.7950e-02      1.5030e-01      3.9580e-03
   2.2500e-02      9.2750e-02      1.5520e-01      3.8530e-03
   2.3750e-02      9.7475e-02      1.6000e-01      3.7540e-03
   2.5000e-02      1.0218e-01      1.6470e-01      3.6620e-03
   3.1250e-02      1.2497e-01      1.8640e-01      3.2680e-03
   3.7500e-02      1.4675e-01      2.0580e-01      2.9620e-03
   4.3750e-02      1.6767e-01      2.2350e-01      2.7150e-03
   5.0000e-02      1.8780e-01      2.3950e-01      2.5110e-03
   5.6250e-02      2.0728e-01      2.5420e-01      2.3390e-03
   6.2500e-02      2.2615e-01      2.6770e-01      2.1920e-03
   6.8750e-02      2.4450e-01      2.8010e-01      2.0650e-03
   7.5000e-02      2.6250e-01      2.9150e-01      1.9530e-03
   8.7500e-02      2.9700e-01      3.1160e-01      1.7670e-03
   1.0000e-01      3.3050e-01      3.2850e-01      1.6160e-03
   1.1250e-01      3.6275e-01      3.4260e-01      1.4910e-03
   1.2500e-01      3.9450e-01      3.5430e-01      1.3870e-03
   1.3750e-01      4.2550e-01      3.6380e-01      1.2970e-03
   1.5000e-01      4.5625e-01      3.7150e-01      1.2200e-03
   1.6250e-01      4.8650e-01      3.7750e-01      1.1520e-03
   1.7500e-01      5.1675e-01      3.8210e-01      1.0920e-03
   1.8750e-01      5.4650e-01      3.8550e-01      1.0390e-03
   2.0000e-01      5.7650e-01      3.8780e-01      9.9060e-04
   2.1250e-01      6.0650e-01      3.8910e-01      9.4740e-04
   2.2500e-01      6.3625e-01      3.8960e-01      9.0810e-04
   2.3750e-01      6.6625e-01      3.8940e-01      8.7230e-04
   2.5000e-01      6.9650e-01      3.8870e-01      8.3940e-04
   3.1250e-01      8.4950e-01      3.8440e-01      7.0900e-04
   3.7500e-01      1.0063e+00      3.7570e-01      6.1620e-04
   4.3750e-01      1.1688e+00      3.6260e-01      5.4650e-04
   5.0000e-01      1.3385e+00      3.4680e-01      4.9210e-04
   5.6250e-01      1.5172e+00      3.3050e-01      4.4830e-04
   6.2500e-01      1.7048e+00      3.1640e-01      4.1220e-04
   6.8750e-01      1.9005e+00      3.0400e-01      3.8190e-04
   7.5000e-01      2.1045e+00      2.9300e-01      3.5610e-04
   8.7500e-01      2.5350e+00      2.7410e-01      3.1430e-04
   1.0000e+00      2.9950e+00      2.5840e-01      2.8190e-04
   1.1250e+00      3.4800e+00      2.4500e-01      2.5590e-04
   1.2500e+00      3.9925e+00      2.3340e-01      2.3470e-04
   1.3750e+00      4.5300e+00      2.2310e-01      2.1690e-04
   1.5000e+00      5.0925e+00      2.1400e-01      2.0180e-04
   1.6250e+00      5.6775e+00      2.0580e-01      1.8880e-04
   1.7500e+00      6.2850e+00      1.9840e-01      1.7750e-04
   1.8750e+00      6.9175e+00      1.9160e-01      1.6750e-04
   2.0000e+00      7.5700e+00      1.8550e-01      1.5870e-04
   2.1250e+00      8.2425e+00      1.7970e-01      1.5080e-04
   2.2500e+00      8.9400e+00      1.7450e-01      1.4370e-04
   2.3750e+00      9.6550e+00      1.6960e-01      1.3730e-04
   2.5000e+00      1.0393e+01      1.6500e-01      1.3150e-04
   3.1250e+00      1.4373e+01      1.4610e-01      1.0880e-04
   3.7500e+00      1.8828e+01      1.3180e-01      9.3170e-05
   4.3750e+00      2.3735e+01      1.2050e-01      8.1650e-05
