#    Energy           Range       dE/dx (elec)    dE/dx (nucl)
#   [MeV/u]         [mg/cm2]     [MeV/(mg/cm2)]  [MeV/(mg/cm2)]
# ------------------------------------------------------------
   0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
   1.9253e-03      3.7791e-04      1.0280e+00      3.6100e+00
   2.1178e-03      4.1526e-04      1.0350e+00      3.5290e+00
   2.3104e-03      4.5336e-04      1.0400e+00      3.4510e+00
   2.5029e-03      4.9208e-04      1.0650e+00      3.3760e+00
   2.6954e-03      5.3124e-04      1.1020e+00      3.3040e+00
   2.8879e-03      5.7075e-04      1.1460e+00      3.2360e+00
   3.0805e-03      6.1051e-04      1.1930e+00      3.1710e+00
   3.2730e-03      6.5051e-04      1.2410e+00      3.1080e+00
   3.4655e-03      6.9072e-04      1.2880e+00      3.0480e+00
   3.8506e-03      7.7164e-04      1.3780e+00      2.9360e+00
   4.3319e-03      8.7372e-04      1.4780e+00      2.8080e+00
   4.8132e-03      9.7687e-04      1.5620e+00      2.6930e+00
   5.2946e-03      1.0811e-03      1.6330e+00      2.5880e+00
   5.7759e-03      1.1865e-03      1.6920e+00      2.4920e+00
   6.2572e-03      1.2932e-03      1.7410e+00      2.4040e+00
   6.7385e-03      1.4011e-03      1.7830e+00      2.3240e+00
   7.2199e-03      1.5102e-03      1.8190e+00      2.2490e+00
   7.7012e-03      1.6205e-03      1.8510e+00      2.1800e+00
   8.6638e-03      1.8449e-03      1.9070e+00      2.0560e+00
   9.6265e-03      2.0735e-03      1.9570e+00      1.9470e+00
   1.0589e-02      2.3059e-03      2.0060e+00      1.8510e+00
   1.1552e-02      2.5510e-03      2.0560e+00      1.7650e+00
   1.2514e-02      2.7676e-03      2.1090e+00      1.6890e+00
   1.3477e-02      3.0083e-03      2.1660e+00      1.6190e+00
   1.5402e-02      3.4896e-03      2.2930e+00      1.4990e+00
   1.7328e-02      3.9709e-03      2.4400e+00      1.3970e+00
   1.9253e-02      4.4523e-03      2.6050e+00      1.3110e+00
   2.1178e-02      4.9095e-03      2.7860e+00      1.2350e+00
   2.3104e-02      5.3668e-03      2.9830e+00      1.1690e+00
   2.5029e-02      5.8000e-03      3.1920e+00      1.1110e+00
   2.6954e-02      6.2091e-03      3.4120e+00      1.0590e+00
   2.8879e-02      6.6182e-03      3.6420e+00      1.0120e+00
   3.0805e-02      7.0033e-03      3.8790e+00      9.7020e-01
   3.2730e-02      7.3883e-03      4.1230e+00      9.3180e-01
   3.4655e-02      7.7493e-03      4.3720e+00      8.9670e-01
   3.8506e-02      8.4232e-03      4.8820e+00      8.3470e-01
   4.3319e-02      9.2174e-03      5.5350e+00      7.6970e-01
   4.8132e-02      9.9153e-03      6.1930e+00      7.1510e-01
   5.2946e-02      1.0565e-02      6.8510e+00      6.6860e-01
   5.7759e-02      1.1167e-02      7.5010e+00      6.2840e-01
   6.2572e-02      1.1720e-02      8.1410e+00      5.9330e-01
   6.7385e-02      1.2250e-02      8.7670e+00      5.6230e-01
   7.2199e-02      1.2731e-02      9.3770e+00      5.3470e-01
   7.7012e-02      1.3212e-02      9.9690e+00      5.1000e-01
   8.6638e-02      1.4079e-02      1.1100e+01      4.6740e-01
   9.6265e-02      1.4849e-02      1.2160e+01      4.3210e-01
   1.0589e-01      1.5595e-02      1.3140e+01      4.0220e-01
   1.1552e-01      1.6269e-02      1.4060e+01      3.7660e-01
   1.2514e-01      1.6919e-02      1.4900e+01      3.5430e-01
   1.3477e-01      1.7520e-02      1.5690e+01      3.3470e-01
   1.5402e-01      1.8651e-02      1.7100e+01      3.0200e-01
   1.7328e-01      1.9734e-02      1.8310e+01      2.7550e-01
   1.9253e-01      2.0721e-02      1.9370e+01      2.5370e-01
   2.1178e-01      2.1684e-02      2.0290e+01      2.3540e-01
   2.3104e-01      2.2598e-02      2.1090e+01      2.1970e-01
   2.5029e-01      2.3489e-02      2.1810e+01      2.0620e-01
   2.6954e-01      2.4355e-02      2.2440e+01      1.9430e-01
   2.8879e-01      2.5173e-02      2.3010e+01      1.8390e-01
   3.0805e-01      2.5992e-02      2.3520e+01      1.7460e-01
