#    Energy           Range       dE/dx (elec)    dE/dx (nucl)
#   [MeV/u]         [mg/cm2]     [MeV/(mg/cm2)]  [MeV/(mg/cm2)]
# ------------------------------------------------------------
   0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
   7.1413e-04      3.5915e-04      7.0340e-01      1.0320e+00
   7.8555e-04      3.9307e-04      7.3770e-01      1.0090e+00
   8.5696e-04      4.2699e-04      7.7060e-01      9.8610e-01
   9.2837e-04      4.5991e-04      8.0200e-01      9.6440e-01
   9.9979e-04      4.9383e-04      8.3230e-01      9.4370e-01
   1.0712e-03      5.2775e-04      8.6150e-01      9.2400e-01
   1.1426e-03      5.6068e-04      8.8980e-01      9.0500e-01
   1.2140e-03      5.9460e-04      9.1720e-01      8.8700e-01
   1.2854e-03      6.2752e-04      9.4370e-01      8.6970e-01
   1.4283e-03      6.9436e-04      9.9480e-01      8.3730e-01
   1.6068e-03      7.7716e-04      1.0550e+00      8.0060e-01
   1.7853e-03      8.5997e-04      1.1120e+00      7.6740e-01
   1.9639e-03      9.4178e-04      1.1670e+00      7.3730e-01
   2.1424e-03      1.0236e-03      1.2070e+00      7.0980e-01
   2.3209e-03      1.1054e-03      1.2470e+00      6.8470e-01
   2.4995e-03      1.1872e-03      1.2880e+00      6.6160e-01
   2.6780e-03      1.2680e-03      1.3300e+00      6.4020e-01
   2.8565e-03      1.3478e-03      1.3700e+00      6.2040e-01
   3.2136e-03      1.5074e-03      1.4460e+00      5.8490e-01
   3.5707e-03      1.6641e-03      1.5140e+00      5.5380e-01
   3.9277e-03      1.8197e-03      1.5760e+00      5.2640e-01
   4.2848e-03      1.9733e-03      1.6310e+00      5.0190e-01
   4.6419e-03      2.1260e-03      1.6810e+00      4.8000e-01
   4.9989e-03      2.2766e-03      1.7270e+00      4.6020e-01
   5.7131e-03      2.5759e-03      1.8060e+00      4.2590e-01
   6.4272e-03      2.8712e-03      1.8750e+00      3.9690e-01
   7.1413e-03      3.1625e-03      1.9370e+00      3.7220e-01
   7.8555e-03      3.4508e-03      1.9930e+00      3.5080e-01
   8.5696e-03      3.7362e-03      2.0460e+00      3.3200e-01
   9.2837e-03      4.0185e-03      2.0960e+00      3.1540e-01
   9.9979e-03      4.2978e-03      2.1440e+00      3.0060e-01
   1.0712e-02      4.5742e-03      2.1910e+00      2.8740e-01
   1.1426e-02      4.8466e-03      2.2370e+00      2.7530e-01
   1.2140e-02      5.1169e-03      2.2820e+00      2.6440e-01
   1.2854e-02      5.3833e-03      2.3270e+00      2.5440e-01
   1.4283e-02      5.9080e-03      2.4170e+00      2.3680e-01
   1.6068e-02      6.5445e-03      2.5300e+00      2.1830e-01
   1.7853e-02      7.1611e-03      2.6460e+00      2.0280e-01
   1.9639e-02      7.7577e-03      2.7640e+00      1.8960e-01
   2.1424e-02      8.3343e-03      2.8840e+00      1.7820e-01
   2.3209e-02      8.8920e-03      3.0040e+00      1.6820e-01
   2.4995e-02      9.4317e-03      3.1250e+00      1.5940e-01
   2.6780e-02      9.9535e-03      3.2450e+00      1.5160e-01
   2.8565e-02      1.0475e-02      3.3640e+00      1.4460e-01
   3.2136e-02      1.1473e-02      3.5960e+00      1.3250e-01
   3.5707e-02      1.2371e-02      3.8210e+00      1.2250e-01
   3.9277e-02      1.3169e-02      4.0360e+00      1.1400e-01
   4.2848e-02      1.4067e-02      4.2430e+00      1.0670e-01
   4.6419e-02      1.4865e-02      4.4400e+00      1.0040e-01
   4.9989e-02      1.5563e-02      4.6290e+00      9.4840e-02
   5.7131e-02      1.7060e-02      4.9830e+00      8.5550e-02
   6.4272e-02      1.8357e-02      5.3090e+00      7.8060e-02
   7.1413e-02      1.9654e-02      5.6080e+00      7.1870e-02
   7.8555e-02      2.0851e-02      5.8850e+00      6.6670e-02
   8.5696e-02      2.2048e-02      6.1420e+00      6.2230e-02
   9.2837e-02      2.3145e-02      6.3800e+00      5.8390e-02
   9.9979e-02      2.4243e-02      6.6010e+00      5.5030e-02
   1.0712e-01      2.5340e-02      6.8070e+00      5.2070e-02
   1.1426e-01      2.6338e-02      6.9990e+00      4.9440e-02
   1.2140e-01      2.7335e-02      7.1780e+00      4.7080e-02
   1.2854e-01      2.8333e-02      7.3450e+00      4.4950e-02
   1.4283e-01      3.0229e-02      7.6440e+00      4.1270e-02
   1.6068e-01      3.2423e-02      7.9640e+00      3.7490e-02
   1.7853e-01      3.4618e-02      8.2310e+00      3.4390e-02
   1.9639e-01      3.6813e-02      8.4530e+00      3.1800e-02
   2.1424e-01      3.8808e-02      8.6370e+00      2.9590e-02
   2.3209e-01      4.0903e-02      8.7910e+00      2.7700e-02
   2.4995e-01      4.2899e-02      8.9170e+00      2.6040e-02
   2.6780e-01      4.4894e-02      9.0210e+00      2.4590e-02
   2.8565e-01      4.6789e-02      9.1070e+00      2.3300e-02
   3.2136e-01      5.0680e-02      9.2330e+00      2.1110e-02
   3.5707e-01      5.4571e-02      9.3120e+00      1.9330e-02
   3.9277e-01      5.8362e-02      9.3550e+00      1.7840e-02
   4.2848e-01      6.2153e-02      9.3720e+00      1.6570e-02
   4.6419e-01      6.5944e-02      9.3660e+00      1.5490e-02
   4.9989e-01      6.9735e-02      9.3420e+00      1.4540e-02
   5.7131e-01      7.7417e-02      9.2520e+00      1.2980e-02
   6.4272e-01      8.5199e-02      9.1220e+00      1.1740e-02
   7.1413e-01      9.3080e-02      8.9650e+00      1.0730e-02
   7.8555e-01      1.0106e-01      8.7930e+00      9.8840e-03
   8.5696e-01      1.0934e-01      8.6120e+00      9.1710e-03
   9.2837e-01      1.1772e-01      8.4290e+00      8.5600e-03
   9.9979e-01      1.2620e-01      8.2450e+00      8.0300e-03
   1.0712e+00      1.3498e-01      8.0640e+00      7.5650e-03
   1.1426e+00      1.4396e-01      7.8870e+00      7.1540e-03
   1.2140e+00      1.5304e-01      7.7150e+00      6.7870e-03
   1.2854e+00      1.6242e-01      7.5480e+00      6.4590e-03
   1.4283e+00      1.8177e-01      7.2300e+00      5.8940e-03
   1.6068e+00      2.0711e-01      6.8630e+00      5.3190e-03
   1.7853e+00      2.3375e-01      6.5290e+00      4.8510e-03
   1.9639e+00      2.6168e-01      6.2240e+00      4.4630e-03
   2.1424e+00      2.9091e-01      6.0050e+00      4.1350e-03
   2.3209e+00      3.2114e-01      5.7810e+00      3.8550e-03
   2.4995e+00      3.5267e-01      5.5440e+00      3.6120e-03
   2.6780e+00      3.8549e-01      5.3270e+00      3.3990e-03
   2.8565e+00      4.1971e-01      5.1280e+00      3.2110e-03
   3.2136e+00      4.9184e-01      4.7750e+00      2.8940e-03
   3.5707e+00      5.6906e-01      4.4700e+00      2.6370e-03
   3.9277e+00      6.5146e-01      4.2040e+00      2.4240e-03
