#    Energy           Range       dE/dx (elec)    dE/dx (nucl)
#   [MeV/u]         [mg/cm2]     [MeV/(mg/cm2)]  [MeV/(mg/cm2)]
# ------------------------------------------------------------
   0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
   9.9206e-03      1.0308e+00      0.0000e+00      4.8120e-03
   1.0913e-02      1.2436e+00      0.0000e+00      4.5250e-03
   1.1905e-02      1.4692e+00      0.0000e+00      4.2750e-03
   1.2897e-02      1.7076e+00      0.0000e+00      4.0540e-03
   1.3889e-02      1.9585e+00      0.0000e+00      3.8580e-03
   1.4881e-02      2.2218e+00      0.0000e+00      3.6820e-03
   1.5873e-02      2.4972e+00      0.0000e+00      3.5240e-03
   1.6865e-02      2.7847e+00      0.0000e+00      3.3800e-03
   1.7857e-02      3.0692e+00      3.5382e-04      3.2490e-03
   1.9841e-02      3.4066e+00      1.2967e-02      3.0180e-03
   2.2321e-02      3.5066e+00      5.2403e-02      2.7770e-03
   2.4802e-02      3.5396e+00      1.1566e-01      2.5750e-03
   2.7282e-02      3.5562e+00      2.0059e-01      2.4040e-03
   2.9762e-02      3.5663e+00      3.0551e-01      2.2560e-03
   3.2242e-02      3.5732e+00      4.2892e-01      2.1270e-03
   3.4722e-02      3.5783e+00      5.6965e-01      2.0140e-03
   3.7202e-02      3.5821e+00      7.2640e-01      1.9130e-03
   3.9683e-02      3.5852e+00      8.9811e-01      1.8230e-03
   4.4643e-02      3.5899e+00      1.2809e+00      1.6680e-03
   4.9603e-02      3.5933e+00      1.7086e+00      1.5400e-03
   5.4563e-02      3.5959e+00      2.1717e+00      1.4320e-03
   5.9524e-02      3.5979e+00      2.6633e+00      1.3390e-03
   6.4484e-02      3.5997e+00      3.1756e+00      1.2590e-03
   6.9444e-02      3.6011e+00      3.7019e+00      1.1880e-03
   7.9365e-02      3.6035e+00      4.7784e+00      1.0700e-03
   8.9286e-02      3.6054e+00      5.8579e+00      9.7530e-04
   9.9206e-02      3.6069e+00      6.9186e+00      8.9710e-04
   1.0913e-01      3.6083e+00      7.9464e+00      8.3140e-04
   1.1905e-01      3.6095e+00      8.9311e+00      7.7550e-04
   1.2897e-01      3.6105e+00      9.8667e+00      7.2710e-04
   1.3889e-01      3.6115e+00      1.0754e+01      6.8490e-04
   1.4881e-01      3.6124e+00      1.1591e+01      6.4770e-04
   1.5873e-01      3.6132e+00      1.2381e+01      6.1460e-04
   1.6865e-01      3.6140e+00      1.3121e+01      5.8500e-04
   1.7857e-01      3.6147e+00      1.3819e+01      5.5840e-04
   1.9841e-01      3.6161e+00      1.5088e+01      5.1220e-04
   2.2321e-01      3.6177e+00      1.6466e+01      4.6490e-04
   2.4802e-01      3.6191e+00      1.7646e+01      4.2610e-04
   2.7282e-01      3.6205e+00      1.8654e+01      3.9380e-04
   2.9762e-01      3.6218e+00      1.9524e+01      3.6630e-04
   3.2242e-01      3.6230e+00      2.0274e+01      3.4260e-04
   3.4722e-01      3.6242e+00      2.0919e+01      3.2200e-04
   3.7202e-01      3.6254e+00      2.1480e+01      3.0390e-04
   3.9683e-01      3.6265e+00      2.1968e+01      2.8790e-04
   4.4643e-01      3.6288e+00      2.2755e+01      2.6070e-04
   4.9603e-01      3.6309e+00      2.3355e+01      2.3850e-04
   5.4563e-01      3.6330e+00      2.3798e+01      2.2000e-04
   5.9524e-01      3.6351e+00      2.4135e+01      2.0430e-04
   6.4484e-01      3.6371e+00      2.4371e+01      1.9080e-04
   6.9444e-01      3.6392e+00      2.4546e+01      1.7910e-04
   7.9365e-01      3.6432e+00      2.4730e+01      1.5980e-04
   8.9286e-01      3.6472e+00      2.4781e+01      1.4440e-04
   9.9206e-01      3.6512e+00      2.4727e+01      1.3190e-04
   1.0913e+00      3.6552e+00      2.4715e+01      1.2150e-04
   1.1905e+00      3.6593e+00      2.4472e+01      1.1270e-04
   1.2897e+00      3.6633e+00      2.4296e+01      1.0520e-04
   1.3889e+00      3.6674e+00      2.4108e+01      9.8620e-05
   1.4881e+00      3.6716e+00      2.3881e+01      9.2880e-05
   1.5873e+00      3.6757e+00      2.3623e+01      8.7810e-05
   1.6865e+00      3.6800e+00      2.3355e+01      8.3300e-05
   1.7857e+00      3.6842e+00      2.3062e+01      7.9250e-05
   1.9841e+00      3.6929e+00      2.2465e+01      7.2280e-05
   2.2321e+00      3.7041e+00      2.1829e+01      6.5210e-05
   2.4802e+00      3.7157e+00      2.1274e+01      5.9450e-05
   2.7282e+00      3.7275e+00      2.0732e+01      5.4680e-05
