#    Energy           Range       dE/dx (elec)    dE/dx (nucl)
#   [MeV/u]         [mg/cm2]     [MeV/(mg/cm2)]  [MeV/(mg/cm2)]
# ------------------------------------------------------------
   0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
   1.0000e-03      2.9000e-03      1.5090e-01      3.1900e-02
   1.5000e-03      4.3700e-03      1.8490e-01      2.6140e-02
   2.0000e-03      5.8090e-03      2.1350e-01      2.2410e-02
   2.5000e-03      7.2000e-03      2.3870e-01      1.9750e-02
   3.0000e-03      8.5430e-03      2.6140e-01      1.7730e-02
   4.0000e-03      1.1110e-02      2.9780e-01      1.4860e-02
   5.0000e-03      1.3550e-02      3.3020e-01      1.2870e-02
   6.0000e-03      1.5870e-02      3.5960e-01      1.1410e-02
   7.0000e-03      1.8080e-02      3.8640e-01      1.0280e-02
   8.0000e-03      2.0200e-02      4.1050e-01      9.3720e-03
   9.0000e-03      2.2250e-02      4.3250e-01      8.6300e-03
   1.0000e-02      2.4220e-02      4.5300e-01      8.0080e-03
   1.2500e-02      2.8920e-02      4.9490e-01      6.8160e-03
   1.5000e-02      3.3360e-02      5.3030e-01      5.9590e-03
   1.7500e-02      3.7590e-02      5.6120e-01      5.3100e-03
   2.0000e-02      4.1640e-02      5.8880e-01      4.7990e-03
   2.2500e-02      4.5560e-02      6.1340e-01      4.3860e-03
   2.5000e-02      4.9350e-02      6.3530e-01      4.0440e-03
   2.7500e-02      5.3040e-02      6.5470e-01      3.7560e-03
   3.0000e-02      5.6650e-02      6.7230e-01      3.5090e-03
   3.5000e-02      6.3640e-02      7.0340e-01      3.1080e-03
   4.0000e-02      7.0380e-02      7.3050e-01      2.7960e-03
   4.5000e-02      7.6920e-02      7.5350e-01      2.5450e-03
   5.0000e-02      8.3300e-02      7.7230e-01      2.3380e-03
   5.5000e-02      8.9560e-02      7.8700e-01      2.1650e-03
   6.0000e-02      9.5730e-02      7.9830e-01      2.0170e-03
   6.5000e-02      1.0180e-01      8.0660e-01      1.8900e-03
   7.0000e-02      1.0790e-01      8.1240e-01      1.7790e-03
   7.5000e-02      1.1390e-01      8.1600e-01      1.6810e-03
   8.0000e-02      1.2000e-01      8.1760e-01      1.5940e-03
   8.5000e-02      1.2600e-01      8.1740e-01      1.5160e-03
   9.0000e-02      1.3200e-01      8.1580e-01      1.4460e-03
   9.5000e-02      1.3810e-01      8.1290e-01      1.3830e-03
   1.0000e-01      1.4420e-01      8.0890e-01      1.3260e-03
   1.2500e-01      1.7530e-01      7.7760e-01      1.1010e-03
   1.5000e-01      2.0800e-01      7.3650e-01      9.4430e-04
   1.7500e-01      2.4270e-01      6.9340e-01      8.2910e-04
   2.0000e-01      2.7960e-01      6.5190e-01      7.4040e-04
   2.2500e-01      3.1890e-01      6.1360e-01      6.6970e-04
   2.5000e-01      3.6060e-01      5.7910e-01      6.1210e-04
   2.7500e-01      4.0470e-01      5.4820e-01      5.6400e-04
   3.0000e-01      4.5130e-01      5.2060e-01      5.2310e-04
   3.5000e-01      5.5170e-01      4.7290e-01      4.5760e-04
   4.0000e-01      6.6160e-01      4.3400e-01      4.0740e-04
   4.5000e-01      7.8080e-01      4.0220e-01      3.6760e-04
   5.0000e-01      9.0890e-01      3.7610e-01      3.3520e-04
   5.5000e-01      1.0450e+00      3.5430e-01      3.0830e-04
   6.0000e-01      1.1900e+00      3.3500e-01      2.8550e-04
   6.5000e-01      1.3430e+00      3.1820e-01      2.6600e-04
   7.0000e-01      1.5030e+00      3.0320e-01      2.4900e-04
   7.5000e-01      1.6710e+00      2.8980e-01      2.3420e-04
   8.0000e-01      1.8470e+00      2.7770e-01      2.2110e-04
   8.5000e-01      2.0300e+00      2.6670e-01      2.0950e-04
   9.0000e-01      2.2200e+00      2.5660e-01      1.9900e-04
