#    Energy           Range       dE/dx (elec)    dE/dx (nucl)
#   [MeV/u]         [mg/cm2]     [MeV/(mg/cm2)]  [MeV/(mg/cm2)]
# ------------------------------------------------------------
   0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
   2.0855e-03      3.6098e-04      1.6340e+00      3.9100e+00
   2.2941e-03      3.9565e-04      1.7940e+00      3.8100e+00
   2.5026e-03      4.3003e-04      1.9390e+00      3.7140e+00
   2.7112e-03      4.6411e-04      2.0710e+00      3.6240e+00
   2.9197e-03      4.9791e-04      2.1920e+00      3.5380e+00
   3.1283e-03      5.3200e-04      2.3040e+00      3.4570e+00
   3.3368e-03      5.6550e-04      2.4080e+00      3.3800e+00
   3.5454e-03      5.9930e-04      2.5040e+00      3.3060e+00
   3.7539e-03      6.3280e-04      2.5940e+00      3.2360e+00
   4.1710e-03      6.9981e-04      2.7570e+00      3.1070e+00
   4.6924e-03      7.8343e-04      2.9340e+00      2.9600e+00
   5.2138e-03      8.6704e-04      3.0880e+00      2.8290e+00
   5.7351e-03      9.5037e-04      3.2230e+00      2.7120e+00
   6.2565e-03      1.0337e-03      3.3430e+00      2.6050e+00
   6.7779e-03      1.1173e-03      3.4510e+00      2.5070e+00
   7.2993e-03      1.2006e-03      3.5490e+00      2.4180e+00
   7.8206e-03      1.2840e-03      3.6390e+00      2.3360e+00
   8.3420e-03      1.3676e-03      3.7230e+00      2.2600e+00
   9.3848e-03      1.5345e-03      3.8730e+00      2.1250e+00
   1.0428e-02      1.7015e-03      4.0070e+00      2.0080e+00
   1.1470e-02      1.8684e-03      4.1310e+00      1.9040e+00
   1.2513e-02      2.0348e-03      4.2470e+00      1.8130e+00
   1.3556e-02      2.2008e-03      4.3600e+00      1.7310e+00
   1.4599e-02      2.3660e-03      4.4710e+00      1.6570e+00
   1.6684e-02      2.6938e-03      4.6930e+00      1.5290e+00
   1.8770e-02      3.0300e-03      4.9210e+00      1.4230e+00
   2.0855e-02      3.3213e-03      5.1580e+00      1.3320e+00
   2.2941e-02      3.6418e-03      5.4020e+00      1.2530e+00
   2.5026e-02      3.9332e-03      5.6510e+00      1.1840e+00
   2.7112e-02      4.2536e-03      5.9040e+00      1.1240e+00
   2.9197e-02      4.5158e-03      6.1610e+00      1.0700e+00
   3.1283e-02      4.8072e-03      6.4190e+00      1.0220e+00
   3.3368e-02      5.0694e-03      6.6780e+00      9.7810e-01
   3.5454e-02      5.3316e-03      6.9370e+00      9.3850e-01
   3.7539e-02      5.5938e-03      7.1960e+00      9.0240e-01
   4.1710e-02      6.0891e-03      7.7110e+00      8.3880e-01
   4.6924e-02      6.6718e-03      8.3480e+00      7.7220e-01
   5.2138e-02      7.2254e-03      8.9750e+00      7.1650e-01
   5.7351e-02      7.7498e-03      9.5900e+00      6.6910e-01
   6.2565e-02      8.2159e-03      1.0190e+01      6.2830e-01
   6.7779e-02      8.6821e-03      1.0780e+01      5.9260e-01
   7.2993e-02      9.1482e-03      1.1360e+01      5.6120e-01
   7.8206e-02      9.5561e-03      1.1930e+01      5.3320e-01
   8.3420e-02      9.9640e-03      1.2480e+01      5.0820e-01
   9.3848e-02      1.0722e-02      1.3550e+01      4.6530e-01
   1.0428e-01      1.1450e-02      1.4570e+01      4.2970e-01
   1.1470e-01      1.2120e-02      1.5540e+01      3.9960e-01
   1.2513e-01      1.2761e-02      1.6460e+01      3.7380e-01
   1.3556e-01      1.3344e-02      1.7340e+01      3.5150e-01
   1.4599e-01      1.3926e-02      1.8170e+01      3.3190e-01
   1.6684e-01      1.5004e-02      1.9700e+01      2.9910e-01
   1.8770e-01      1.6024e-02      2.1080e+01      2.7260e-01
   2.0855e-01      1.6956e-02      2.2320e+01      2.5090e-01
   2.2941e-01      1.7859e-02      2.3430e+01      2.3260e-01
   2.5026e-01      1.8704e-02      2.4430e+01      2.1700e-01
   2.7112e-01      1.9549e-02      2.5340e+01      2.0350e-01
   2.9197e-01      2.0336e-02      2.6160e+01      1.9170e-01
   3.1283e-01      2.1123e-02      2.6910e+01      1.8130e-01
   3.3368e-01      2.1880e-02      2.7600e+01      1.7210e-01
   3.5454e-01      2.2638e-02      2.8230e+01      1.6380e-01
   3.7539e-01      2.3366e-02      2.8810e+01      1.5640e-01
   4.1710e-01      2.4764e-02      2.9830e+01      1.4350e-01
   4.6924e-01      2.6483e-02      3.0890e+01      1.3030e-01
   5.2138e-01      2.8144e-02      3.1750e+01      1.1940e-01
   5.7351e-01      2.9746e-02      3.2430e+01      1.1040e-01
   6.2565e-01      3.1349e-02      3.2980e+01      1.0270e-01
   6.7779e-01      3.2893e-02      3.3400e+01      9.6060e-02
   7.2993e-01      3.4437e-02      3.3730e+01      9.0300e-02
   7.8206e-01      3.5981e-02      3.3970e+01      8.5240e-02
   8.3420e-01      3.7525e-02      3.4140e+01      8.0750e-02
   9.3848e-01      4.0555e-02      3.4330e+01      7.3140e-02
   1.0428e+00      4.3585e-02      3.4360e+01      6.6920e-02
   1.1470e+00      4.6615e-02      3.4280e+01      6.1730e-02
   1.2513e+00      4.9645e-02      3.4110e+01      5.7340e-02
   1.3556e+00      5.2704e-02      3.3890e+01      5.3570e-02
   1.4599e+00      5.5793e-02      3.3620e+01      5.0290e-02
   1.6684e+00      6.2057e-02      3.3010e+01      4.4870e-02
   1.8770e+00      6.8437e-02      3.2340e+01      4.0560e-02
   2.0855e+00      7.4905e-02      3.1850e+01      3.7050e-02
   2.2941e+00      8.1489e-02      3.1410e+01      3.4130e-02
   2.5026e+00      8.8219e-02      3.0720e+01      3.1670e-02
   2.7112e+00      9.5066e-02      3.0030e+01      2.9550e-02
   2.9197e+00      1.0209e-01      2.9380e+01      2.7710e-02
   3.1283e+00      1.0925e-01      2.8750e+01      2.6100e-02
   3.3368e+00      1.1657e-01      2.8140e+01      2.4680e-02
   3.5454e+00      1.2405e-01      2.7560e+01      2.3410e-02
   3.7539e+00      1.3169e-01      2.7000e+01      2.2280e-02
   4.1710e+00      1.4745e-01      2.5940e+01      2.0320e-02
   4.6924e+00      1.6805e-01      2.4720e+01      1.8330e-02
   5.2138e+00      1.8961e-01      2.3610e+01      1.6720e-02
   5.7351e+00      2.1216e-01      2.2600e+01      1.5380e-02
   6.2565e+00      2.3573e-01      2.1670e+01      1.4240e-02
   6.7779e+00      2.6026e-01      2.0820e+01      1.3280e-02
   7.2993e+00      2.8578e-01      2.0030e+01      1.2440e-02
   7.8206e+00      3.1229e-01      1.9300e+01      1.1700e-02
   8.3420e+00      3.3980e-01      1.8620e+01      1.1050e-02
   9.3848e+00      3.9769e-01      1.7400e+01      9.9610e-03
   1.0428e+01      4.5951e-01      1.6350e+01      9.0730e-03
   1.1470e+01      5.2518e-01      1.5420e+01      8.3380e-03
   1.2513e+01      5.9469e-01      1.4590e+01      7.7180e-03
   1.3556e+01      6.6800e-01      1.3860e+01      7.1870e-03
   1.4599e+01      7.4506e-01      1.3210e+01      6.7280e-03
   1.6684e+01      9.1013e-01      1.2080e+01      5.9730e-03
   1.8770e+01      1.0897e+00      1.1160e+01      5.3770e-03
   2.0855e+01      1.2836e+00      1.0380e+01      4.8930e-03
   2.2941e+01      1.4913e+00      9.7120e+00      4.4930e-03
   2.5026e+01      1.7127e+00      9.1360e+00      4.1560e-03
   2.7112e+01      1.9476e+00      8.6290e+00      3.8680e-03
   2.9197e+01      2.1958e+00      8.1780e+00      3.6190e-03
   3.1283e+01      2.4573e+00      7.7740e+00      3.4010e-03
   3.3368e+01      2.7320e+00      7.4120e+00      3.2090e-03
   3.5454e+01      3.0300e+00      7.0870e+00      3.0390e-03
   3.7539e+01      3.3213e+00      6.7930e+00      2.8860e-03
   4.1710e+01      3.9623e+00      6.2810e+00      2.6250e-03
   4.6924e+01      4.8363e+00      5.7540e+00      2.3600e-03
   5.2138e+01      5.7686e+00      5.3200e+00      2.1460e-03
   5.7351e+01      6.7883e+00      4.9550e+00      1.9680e-03
   6.2565e+01      7.8663e+00      4.6320e+00      1.8190e-03
