#    Energy           Range       dE/dx (elec)    dE/dx (nucl)
#   [MeV/u]         [mg/cm2]     [MeV/(mg/cm2)]  [MeV/(mg/cm2)]
# ------------------------------------------------------------
   0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
   2.4981e-03      6.4217e-03      2.3150e-01      5.2550e-02
   2.7479e-03      7.0503e-03      2.4290e-01      4.9950e-02
   2.9978e-03      7.6714e-03      2.5370e-01      4.7630e-02
   3.2476e-03      8.2850e-03      2.6410e-01      4.5550e-02
   3.4974e-03      8.8911e-03      2.7410e-01      4.3670e-02
   3.7472e-03      9.4898e-03      2.8380e-01      4.1960e-02
   3.9970e-03      1.0081e-02      2.9320e-01      4.0400e-02
   4.2468e-03      1.0665e-02      3.0220e-01      3.8970e-02
   4.4966e-03      1.1242e-02      3.1100e-01      3.7660e-02
   4.9963e-03      1.2375e-02      3.2790e-01      3.5310e-02
   5.6208e-03      1.3754e-02      3.4780e-01      3.2810e-02
   6.2453e-03      1.5095e-02      3.6660e-01      3.0680e-02
   6.8698e-03      1.6400e-02      3.8450e-01      2.8850e-02
   7.4944e-03      1.7671e-02      4.0140e-01      2.7250e-02
   8.1189e-03      1.8911e-02      4.1760e-01      2.5850e-02
   8.7434e-03      2.0123e-02      4.3300e-01      2.4590e-02
   9.3680e-03      2.1308e-02      4.4790e-01      2.3470e-02
   9.9925e-03      2.2468e-02      4.6210e-01      2.2460e-02
   1.1242e-02      2.4716e-02      4.9010e-01      2.0710e-02
   1.2491e-02      2.6874e-02      5.1880e-01      1.9240e-02
   1.3740e-02      2.8947e-02      5.4480e-01      1.7980e-02
   1.4989e-02      3.0949e-02      5.6900e-01      1.6900e-02
   1.6238e-02      3.2788e-02      5.9180e-01      1.5950e-02
   1.7487e-02      3.4662e-02      6.1360e-01      1.5120e-02
   1.9985e-02      3.8409e-02      6.5450e-01      1.3710e-02
   2.2483e-02      4.1844e-02      6.9240e-01      1.2560e-02
   2.4981e-02      4.4966e-02      7.2800e-01      1.1610e-02
   2.7479e-02      4.8401e-02      7.6150e-01      1.0810e-02
   2.9978e-02      5.1212e-02      7.9320e-01      1.0120e-02
   3.2476e-02      5.4334e-02      8.2310e-01      9.5190e-03
   3.4974e-02      5.7145e-02      8.5160e-01      8.9930e-03
   3.7472e-02      5.9955e-02      8.7860e-01      8.5270e-03
   3.9970e-02      6.2453e-02      9.0440e-01      8.1110e-03
   4.2468e-02      6.5264e-02      9.2900e-01      7.7380e-03
   4.4966e-02      6.7762e-02      9.5250e-01      7.4010e-03
   4.9963e-02      7.2758e-02      9.9650e-01      6.8140e-03
   5.6208e-02      7.8691e-02      1.0460e+00      6.2100e-03
   6.2453e-02      8.4312e-02      1.0920e+00      5.7120e-03
   6.8698e-02      8.9933e-02      1.1330e+00      5.2940e-03
   7.4944e-02      9.5241e-02      1.1710e+00      4.9370e-03
   8.1189e-02      1.0024e-01      1.2060e+00      4.6290e-03
   8.7434e-02      1.0555e-01      1.2370e+00      4.3600e-03
   9.3680e-02      1.1023e-01      1.2660e+00      4.1230e-03
   9.9925e-02      1.1523e-01      1.2910e+00      3.9130e-03
   1.1242e-01      1.2459e-01      1.3360e+00      3.5540e-03
   1.2491e-01      1.3365e-01      1.3730e+00      3.2600e-03
   1.3740e-01      1.4271e-01      1.4030e+00      3.0140e-03
   1.4989e-01      1.5145e-01      1.4260e+00      2.8060e-03
   1.6238e-01      1.5988e-01      1.4450e+00      2.6260e-03
   1.7487e-01      1.6862e-01      1.4590e+00      2.4690e-03
   1.9985e-01      1.8549e-01      1.4760e+00      2.2090e-03
   2.2483e-01      2.0235e-01      1.4710e+00      2.0020e-03
   2.4981e-01      2.1921e-01      1.4590e+00      1.8320e-03
   2.7479e-01      2.3639e-01      1.4410e+00      1.6910e-03
   2.9978e-01      2.5387e-01      1.4190e+00      1.5710e-03
   3.2476e-01      2.7136e-01      1.3950e+00      1.4680e-03
   3.4974e-01      2.8947e-01      1.3680e+00      1.3790e-03
   3.7472e-01      3.0789e-01      1.3410e+00      1.3000e-03
   3.9970e-01      3.2663e-01      1.3130e+00      1.2310e-03
   4.2468e-01      3.4568e-01      1.2860e+00      1.1690e-03
   4.4966e-01      3.6535e-01      1.2600e+00      1.1130e-03
   4.9963e-01      4.0563e-01      1.2070e+00      1.0170e-03
   5.6208e-01      4.5872e-01      1.1440e+00      9.1910e-04
   6.2453e-01      5.1461e-01      1.0860e+00      8.3940e-04
   6.8698e-01      5.7363e-01      1.0320e+00      7.7310e-04
   7.4944e-01      6.3546e-01      9.8250e-01      7.1710e-04
   8.1189e-01      7.0041e-01      9.3730e-01      6.6910e-04
   8.7434e-01      7.6849e-01      8.9580e-01      6.2740e-04
   9.3680e-01      8.3968e-01      8.5780e-01      5.9090e-04
   9.9925e-01      9.1400e-01      8.2290e-01      5.5870e-04
   1.1242e+00      1.0714e+00      7.6130e-01      5.0420e-04
   1.2491e+00      1.2413e+00      7.0860e-01      4.5990e-04
   1.3740e+00      1.4233e+00      6.6310e-01      4.2310e-04
   1.4989e+00      1.6175e+00      6.2350e-01      3.9200e-04
   1.6238e+00      1.8233e+00      5.8880e-01      3.6540e-04
   1.7487e+00      2.0410e+00      5.5800e-01      3.4240e-04
   1.9985e+00      2.5106e+00      5.0600e-01      3.0440e-04
   2.2483e+00      3.0243e+00      4.6660e-01      2.7440e-04
   2.4981e+00      3.5817e+00      4.3000e-01      2.5000e-04
   2.7479e+00      4.1828e+00      4.0110e-01      2.2980e-04
   2.9978e+00      4.8254e+00      3.7610e-01      2.1270e-04
   3.2476e+00      5.5090e+00      3.5440e-01      1.9810e-04
   3.4974e+00      6.2328e+00      3.3530e-01      1.8550e-04
   3.7472e+00      6.9969e+00      3.1840e-01      1.7450e-04
   3.9970e+00      7.8001e+00      3.0320e-01      1.6470e-04
   4.2468e+00      8.6426e+00      2.8960e-01      1.5610e-04
   4.4966e+00      9.5232e+00      2.7720e-01      1.4830e-04
   4.9963e+00      1.1398e+01      2.5570e-01      1.3500e-04
   5.6208e+00      1.3952e+01      2.3350e-01      1.2150e-04
   6.2453e+00      1.6737e+01      2.1520e-01      1.1060e-04
   6.8698e+00      1.9747e+01      1.9980e-01      1.0150e-04
   7.4944e+00      2.2980e+01      1.8660e-01      9.3890e-05
   8.1189e+00      2.6432e+01      1.7520e-01      8.7370e-05
   8.7434e+00      3.0101e+01      1.6520e-01      8.1740e-05
   9.3680e+00      3.4037e+01      1.5640e-01      7.6820e-05
   9.9925e+00      3.8096e+01      1.4860e-01      7.2480e-05
   1.1242e+01      4.6840e+01      1.3530e-01      6.5180e-05
   1.2491e+01      5.6520e+01      1.2440e-01      5.9270e-05
   1.3740e+01      6.6825e+01      1.1520e-01      5.4380e-05
   1.4989e+01      7.8066e+01      1.0750e-01      5.0270e-05
   1.6238e+01      9.0245e+01      1.0080e-01      4.6750e-05
   1.7487e+01      1.0305e+02      9.4930e-02      4.3720e-05
   1.9985e+01      1.3053e+02      8.5240e-02      3.8730e-05
   2.2483e+01      1.6144e+02      7.7520e-02      3.4810e-05
   2.4981e+01      1.9485e+02      7.1210e-02      3.1630e-05
   2.7479e+01      2.3139e+02      6.5950e-02      2.9000e-05
   2.9978e+01      2.7073e+02      6.1490e-02      2.6790e-05
   3.2476e+01      3.1258e+02      5.7660e-02      2.4910e-05
   3.4974e+01      3.5723e+02      5.4330e-02      2.3280e-05
   3.7472e+01      4.0438e+02      5.1420e-02      2.1860e-05
   3.9970e+01      4.5435e+02      4.8830e-02      2.0610e-05
   4.2468e+01      5.0650e+02      4.6530e-02      1.9500e-05
   4.4966e+01      5.6145e+02      4.4460e-02      1.8510e-05
   4.9963e+01      6.7855e+02      4.0910e-02      1.6810e-05
   5.6208e+01      8.3843e+02      3.7290e-02      1.5090e-05
   6.2453e+01      1.0130e+03      3.4340e-02      1.3700e-05
   6.8698e+01      1.2016e+03      3.1900e-02      1.2560e-05
   7.4944e+01      1.4039e+03      2.9840e-02      1.1590e-05
   8.1189e+01      1.6197e+03      2.8070e-02      1.0770e-05
   8.7434e+01      1.8483e+03      2.6540e-02      1.0060e-05
   9.3680e+01      2.0897e+03      2.5210e-02      9.4460e-06
   9.9925e+01      2.3432e+03      2.4030e-02      8.9020e-06
   1.1242e+02      2.8860e+03      2.2040e-02      7.9880e-06
   1.2491e+02      3.4746e+03      2.0430e-02      7.2500e-06
   1.3740e+02      4.1066e+03      1.9100e-02      6.6410e-06
   1.4989e+02      4.7805e+03      1.7980e-02      6.1290e-06
   1.6238e+02      5.4943e+03      1.7020e-02      5.6930e-06
   1.7487e+02      6.2463e+03      1.6200e-02      5.3160e-06
   1.9985e+02      7.8566e+03      1.4850e-02      4.7000e-06
   2.2483e+02      9.6019e+03      1.3790e-02      4.2150e-06
   2.4981e+02      1.1471e+04      1.2940e-02      3.8240e-06
