#    Energy           Range       dE/dx (elec)    dE/dx (nucl)
#   [MeV/u]         [mg/cm2]     [MeV/(mg/cm2)]  [MeV/(mg/cm2)]
# ------------------------------------------------------------
   0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
   1.1917e-03      1.6562e-04      1.2420e+00      6.4220e+00
   1.3109e-03      1.7979e-04      1.3020e+00      6.3770e+00
   1.4301e-03      1.9397e-04      1.3600e+00      6.3270e+00
   1.5492e-03      2.0816e-04      1.4160e+00      6.2730e+00
   1.6684e-03      2.2238e-04      1.4690e+00      6.2170e+00
   1.7876e-03      2.3663e-04      1.5210e+00      6.1590e+00
   1.9068e-03      2.5092e-04      1.5700e+00      6.1000e+00
   2.0259e-03      2.6529e-04      1.5600e+00      6.0410e+00
   2.1451e-03      2.8000e-04      1.3850e+00      5.9820e+00
   2.3834e-03      3.1056e-04      1.1930e+00      5.8640e+00
   2.6814e-03      3.5034e-04      1.1160e+00      5.7200e+00
   2.9793e-03      3.9118e-04      1.1300e+00      5.5810e+00
   3.2772e-03      4.3272e-04      1.1880e+00      5.4470e+00
   3.5752e-03      4.7469e-04      1.2650e+00      5.3190e+00
   3.8731e-03      5.1700e-04      1.3500e+00      5.1970e+00
   4.1710e-03      5.5959e-04      1.4340e+00      5.0810e+00
   4.4690e-03      6.0242e-04      1.5150e+00      4.9700e+00
   4.7669e-03      6.4551e-04      1.5890e+00      4.8650e+00
   5.3628e-03      7.3252e-04      1.7170e+00      4.6680e+00
   5.9586e-03      8.2071e-04      1.8200e+00      4.4890e+00
   6.5545e-03      9.1016e-04      1.9030e+00      4.3250e+00
   7.1503e-03      1.0009e-03      1.9710e+00      4.1740e+00
   7.7462e-03      1.0931e-03      2.0280e+00      4.0360e+00
   8.3421e-03      1.1866e-03      2.0770e+00      3.9070e+00
   9.5338e-03      1.3776e-03      2.1650e+00      3.6770e+00
   1.0726e-02      1.5790e-03      2.2480e+00      3.4770e+00
   1.1917e-02      1.7727e-03      2.3330e+00      3.3010e+00
   1.3109e-02      1.9812e-03      2.4240e+00      3.1450e+00
   1.4301e-02      2.1749e-03      2.5230e+00      3.0050e+00
   1.5492e-02      2.3834e-03      2.6290e+00      2.8790e+00
   1.6684e-02      2.5920e-03      2.7430e+00      2.7650e+00
   1.7876e-02      2.8006e-03      2.8650e+00      2.6600e+00
   1.9068e-02      3.0091e-03      2.9930e+00      2.5650e+00
   2.0259e-02      3.2177e-03      3.1270e+00      2.4780e+00
   2.1451e-02      3.4113e-03      3.2660e+00      2.3970e+00
   2.3834e-02      3.8135e-03      3.5560e+00      2.2520e+00
   2.6814e-02      4.3051e-03      3.9350e+00      2.0970e+00
   2.9793e-02      4.7669e-03      4.3260e+00      1.9650e+00
   3.2772e-02      5.2138e-03      4.7220e+00      1.8510e+00
   3.5752e-02      5.6458e-03      5.1210e+00      1.7510e+00
   3.8731e-02      6.0629e-03      5.5180e+00      1.6620e+00
   4.1710e-02      6.4502e-03      5.9120e+00      1.5830e+00
   4.4690e-02      6.8375e-03      6.3020e+00      1.5130e+00
   4.7669e-02      7.1950e-03      6.6870e+00      1.4490e+00
   5.3628e-02      7.8952e-03      7.4420e+00      1.3380e+00
   5.9586e-02      8.5357e-03      8.1750e+00      1.2450e+00
   6.5545e-02      9.1316e-03      8.8900e+00      1.1650e+00
   7.1503e-02      9.6977e-03      9.5870e+00      1.0960e+00
   7.7462e-02      1.0234e-02      1.0270e+01      1.0360e+00
   8.3421e-02      1.0740e-02      1.0940e+01      9.8220e-01
   9.5338e-02      1.1679e-02      1.2250e+01      8.9200e-01
   1.0726e-01      1.2528e-02      1.3520e+01      8.1850e-01
   1.1917e-01      1.3318e-02      1.4770e+01      7.5730e-01
   1.3109e-01      1.4062e-02      1.5980e+01      7.0550e-01
   1.4301e-01      1.4748e-02      1.7160e+01      6.6100e-01
   1.5492e-01      1.5388e-02      1.8310e+01      6.2230e-01
   1.6684e-01      1.5999e-02      1.9430e+01      5.8820e-01
   1.7876e-01      1.6565e-02      2.0510e+01      5.5810e-01
   1.9068e-01      1.7116e-02      2.1550e+01      5.3120e-01
   2.0259e-01      1.7652e-02      2.2560e+01      5.0700e-01
   2.1451e-01      1.8144e-02      2.3520e+01      4.8510e-01
   2.3834e-01      1.9097e-02      2.5340e+01      4.4700e-01
   2.6814e-01      2.0215e-02      2.7390e+01      4.0770e-01
   2.9793e-01      2.1242e-02      2.9230e+01      3.7530e-01
   3.2772e-01      2.2226e-02      3.0860e+01      3.4800e-01
   3.5752e-01      2.3149e-02      3.2320e+01      3.2480e-01
   3.8731e-01      2.4043e-02      3.3620e+01      3.0470e-01
   4.1710e-01      2.4907e-02      3.4780e+01      2.8710e-01
   4.4690e-01      2.5741e-02      3.5810e+01      2.7160e-01
   4.7669e-01      2.6561e-02      3.6740e+01      2.5780e-01
   5.3628e-01      2.8125e-02      3.8330e+01      2.3440e-01
   5.9586e-01      2.9644e-02      3.9610e+01      2.1510e-01
   6.5545e-01      3.1119e-02      4.0670e+01      1.9900e-01
   7.1503e-01      3.2564e-02      4.1540e+01      1.8530e-01
   7.7462e-01      3.3979e-02      4.2260e+01      1.7350e-01
   8.3421e-01      3.5379e-02      4.2860e+01      1.6320e-01
   9.5338e-01      3.8105e-02      4.3790e+01      1.4610e-01
   1.0726e+00      4.0802e-02      4.4430e+01      1.3240e-01
   1.1917e+00      4.3468e-02      4.4860e+01      1.2130e-01
   1.3109e+00      4.6105e-02      4.5150e+01      1.1200e-01
   1.4301e+00      4.8727e-02      4.5320e+01      1.0410e-01
   1.5492e+00      5.1348e-02      4.5410e+01      9.7280e-02
   1.6684e+00      5.3970e-02      4.5420e+01      9.1380e-02
   1.7876e+00      5.6592e-02      4.5380e+01      8.6200e-02
   1.9068e+00      5.9214e-02      4.5290e+01      8.1610e-02
   2.0259e+00      6.1836e-02      4.5240e+01      7.7510e-02
   2.1451e+00      6.4457e-02      4.5280e+01      7.3830e-02
   2.3834e+00      6.9746e-02      4.4810e+01      6.7490e-02
   2.6814e+00      7.6419e-02      4.4370e+01      6.1020e-02
   2.9793e+00      8.3167e-02      4.3880e+01      5.5750e-02
   3.2772e+00      8.9990e-02      4.3350e+01      5.1370e-02
   3.5752e+00      9.6887e-02      4.2800e+01      4.7660e-02
   3.8731e+00      1.0389e-01      4.2230e+01      4.4480e-02
   4.1710e+00      1.1099e-01      4.1670e+01      4.1720e-02
   4.4690e+00      1.1817e-01      4.1100e+01      3.9300e-02
   4.7669e+00      1.2547e-01      4.0550e+01      3.7160e-02
   5.3628e+00      1.4036e-01      3.9480e+01      3.3550e-02
   5.9586e+00      1.5562e-01      3.8460e+01      3.0610e-02
   6.5545e+00      1.7131e-01      3.7490e+01      2.8160e-02
   7.1503e+00      1.8740e-01      3.6570e+01      2.6100e-02
   7.7462e+00      2.0387e-01      3.5680e+01      2.4340e-02
   8.3421e+00      2.2077e-01      3.4830e+01      2.2810e-02
   9.5338e+00      2.5579e-01      3.3220e+01      2.0280e-02
   1.0726e+01      2.9252e-01      3.1690e+01      1.8290e-02
   1.1917e+01      3.3102e-01      3.0230e+01      1.6660e-02
   1.3109e+01      3.7136e-01      2.8840e+01      1.5320e-02
   1.4301e+01      4.1365e-01      2.7520e+01      1.4190e-02
   1.5492e+01      4.5796e-01      2.6260e+01      1.3210e-02
   1.6684e+01      5.0440e-01      2.5080e+01      1.2370e-02
   1.7876e+01      5.5300e-01      2.3960e+01      1.1640e-02
   1.9068e+01      6.0383e-01      2.2930e+01      1.0990e-02
   2.0259e+01      6.5691e-01      2.1980e+01      1.0410e-02
   2.1451e+01      7.1222e-01      2.1110e+01      9.8980e-03
   2.3834e+01      8.2923e-01      1.9650e+01      9.0120e-03
   2.6814e+01      9.8624e-01      1.8330e+01      8.1130e-03
   2.9793e+01      1.1522e+00      1.7580e+01      7.3840e-03
   3.2772e+01      1.3268e+00      1.6550e+01      6.7810e-03
   3.5752e+01      1.5194e+00      1.5610e+01      6.2720e-03
   3.8731e+01      1.7131e+00      1.4780e+01      5.8380e-03
   4.1710e+01      1.9217e+00      1.4040e+01      5.4630e-03
   4.4690e+01      2.1302e+00      1.3390e+01      5.1340e-03
   4.7669e+01      2.3537e+00      1.2800e+01      4.8450e-03
   5.3628e+01      2.8452e+00      1.1790e+01      4.3580e-03
   5.9586e+01      3.3666e+00      1.0940e+01      3.9630e-03
   6.5545e+01      3.9327e+00      1.0230e+01      3.6370e-03
   7.1503e+01      4.5286e+00      9.6260e+00      3.3620e-03
   7.7462e+01      5.1691e+00      9.1000e+00      3.1280e-03
   8.3421e+01      5.8395e+00      8.6390e+00      2.9250e-03
   9.5338e+01      7.2844e+00      7.8720e+00      2.5920e-03
   1.0726e+02      8.8635e+00      7.2540e+00      2.3290e-03
   1.1917e+02      1.0577e+01      6.7400e+00      2.1170e-03
