#    Energy           Range       dE/dx (elec)    dE/dx (nucl)
#   [MeV/u]         [mg/cm2]     [MeV/(mg/cm2)]  [MeV/(mg/cm2)]
# ------------------------------------------------------------
   0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
   1.7878e-03      2.7248e-04      1.4510e+00      4.9980e+00
   1.9666e-03      2.9821e-04      1.5220e+00      4.8990e+00
   2.1453e-03      3.2393e-04      1.6540e+00      4.8030e+00
   2.3241e-03      3.4966e-04      1.7630e+00      4.7100e+00
   2.5029e-03      3.7538e-04      1.8420e+00      4.6200e+00
   2.6817e-03      4.0135e-04      1.9020e+00      4.5330e+00
   2.8605e-03      4.2733e-04      1.9500e+00      4.4500e+00
   3.0392e-03      4.5355e-04      1.9880e+00      4.3690e+00
   3.2180e-03      4.8003e-04      2.0210e+00      4.2920e+00
   3.5756e-03      5.3372e-04      2.0760e+00      4.1460e+00
   4.0225e-03      6.0191e-04      2.1360e+00      3.9790e+00
   4.4695e-03      6.7134e-04      2.1940e+00      3.8260e+00
   4.9164e-03      7.4202e-04      2.2530e+00      3.6860e+00
   5.3634e-03      8.1370e-04      2.3160e+00      3.5580e+00
   5.8103e-03      8.8638e-04      2.3820e+00      3.4400e+00
   6.2573e-03      9.5956e-04      2.4510e+00      3.3310e+00
   6.7042e-03      1.0332e-03      2.5210e+00      3.2290e+00
   7.1512e-03      1.1074e-03      2.5940e+00      3.1350e+00
   8.0451e-03      1.2565e-03      2.7420e+00      2.9650e+00
   8.9389e-03      1.4064e-03      2.8910e+00      2.8150e+00
   9.8328e-03      1.5565e-03      3.0390e+00      2.6820e+00
   1.0727e-02      1.7061e-03      3.1830e+00      2.5620e+00
   1.1621e-02      1.8552e-03      3.3230e+00      2.4550e+00
   1.2515e-02      2.0035e-03      3.4600e+00      2.3580e+00
   1.4302e-02      2.2975e-03      3.7240e+00      2.1880e+00
   1.6090e-02      2.5974e-03      3.9790e+00      2.0440e+00
   1.7878e-02      2.8722e-03      4.2270e+00      1.9210e+00
   1.9666e-02      3.1469e-03      4.4720e+00      1.8140e+00
   2.1453e-02      3.4216e-03      4.7150e+00      1.7200e+00
   2.3241e-02      3.6964e-03      4.9570e+00      1.6360e+00
   2.5029e-02      3.9461e-03      5.1970e+00      1.5610e+00
   2.6817e-02      4.1959e-03      5.4360e+00      1.4940e+00
   2.8605e-02      4.4456e-03      5.6740e+00      1.4330e+00
   3.0392e-02      4.6954e-03      5.9110e+00      1.3770e+00
   3.2180e-02      4.9451e-03      6.1480e+00      1.3270e+00
   3.5756e-02      5.3947e-03      6.6200e+00      1.2370e+00
   4.0225e-02      5.9441e-03      7.2080e+00      1.1420e+00
   4.4695e-02      6.4437e-03      7.7950e+00      1.0630e+00
   4.9164e-02      6.9182e-03      8.3820e+00      9.9460e-01
   5.3634e-02      7.3927e-03      8.9680e+00      9.3570e-01
   5.8103e-02      7.8173e-03      9.5540e+00      8.8420e-01
   6.2573e-02      8.2419e-03      1.0140e+01      8.3870e-01
   6.7042e-02      8.6165e-03      1.0720e+01      7.9810e-01
   7.1512e-02      8.9912e-03      1.1300e+01      7.6170e-01
   8.0451e-02      9.6905e-03      1.2450e+01      6.9900e-01
   8.9389e-02      1.0340e-02      1.3590e+01      6.4680e-01
   9.8328e-02      1.0939e-02      1.4710e+01      6.0260e-01
   1.0727e-01      1.1514e-02      1.5800e+01      5.6460e-01
   1.1621e-01      1.2038e-02      1.6860e+01      5.3150e-01
   1.2515e-01      1.2538e-02      1.7890e+01      5.0250e-01
   1.4302e-01      1.3462e-02      1.9850e+01      4.5380e-01
   1.6090e-01      1.4286e-02      2.1660e+01      4.1440e-01
   1.7878e-01      1.5060e-02      2.3330e+01      3.8190e-01
   1.9666e-01      1.5809e-02      2.4850e+01      3.5450e-01
   2.1453e-01      1.6484e-02      2.6240e+01      3.3110e-01
   2.3241e-01      1.7133e-02      2.7510e+01      3.1090e-01
   2.5029e-01      1.7782e-02      2.8670e+01      2.9320e-01
   2.6817e-01      1.8382e-02      2.9730e+01      2.7750e-01
   2.8605e-01      1.8956e-02      3.0690e+01      2.6360e-01
   3.0392e-01      1.9531e-02      3.1580e+01      2.5110e-01
   3.2180e-01      2.0080e-02      3.2390e+01      2.3990e-01
   3.5756e-01      2.1154e-02      3.3830e+01      2.2030e-01
   4.0225e-01      2.2428e-02      3.5330e+01      2.0030e-01
   4.4695e-01      2.3677e-02      3.6550e+01      1.8380e-01
   4.9164e-01      2.4876e-02      3.7560e+01      1.7010e-01
   5.3634e-01      2.6049e-02      3.8390e+01      1.5840e-01
   5.8103e-01      2.7198e-02      3.9060e+01      1.4830e-01
   6.2573e-01      2.8322e-02      3.9600e+01      1.3950e-01
   6.7042e-01      2.9446e-02      4.0030e+01      1.3170e-01
   7.1512e-01      3.0545e-02      4.0370e+01      1.2490e-01
   8.0451e-01      3.2743e-02      4.0840e+01      1.1320e-01
   8.9389e-01      3.4916e-02      4.1090e+01      1.0370e-01
   9.8328e-01      3.7088e-02      4.1180e+01      9.5720e-02
   1.0727e+00      3.9236e-02      4.1170e+01      8.8970e-02
   1.1621e+00      4.1409e-02      4.1070e+01      8.3170e-02
   1.2515e+00      4.3582e-02      4.0920e+01      7.8120e-02
   1.4302e+00      4.7978e-02      4.0490e+01      6.9770e-02
   1.6090e+00      5.2423e-02      3.9960e+01      6.3120e-02
   1.7878e+00      5.6919e-02      3.9380e+01      5.7700e-02
   1.9666e+00      6.1489e-02      3.8770e+01      5.3190e-02
   2.1453e+00      6.6110e-02      3.8530e+01      4.9370e-02
   2.3241e+00      7.0755e-02      3.8110e+01      4.6090e-02
   2.5029e+00      7.5476e-02      3.7490e+01      4.3240e-02
   2.6817e+00      8.0296e-02      3.6880e+01      4.0750e-02
   2.8605e+00      8.5166e-02      3.6290e+01      3.8540e-02
   3.0392e+00      9.0136e-02      3.5720e+01      3.6580e-02
   3.2180e+00      9.5156e-02      3.5170e+01      3.4810e-02
   3.5756e+00      1.0547e-01      3.4120e+01      3.1770e-02
   4.0225e+00      1.1881e-01      3.2880e+01      2.8690e-02
   4.4695e+00      1.3264e-01      3.1730e+01      2.6170e-02
   4.9164e+00      1.4696e-01      3.0660e+01      2.4080e-02
   5.3634e+00      1.6179e-01      2.9650e+01      2.2320e-02
   5.8103e+00      1.7710e-01      2.8710e+01      2.0810e-02
   6.2573e+00      1.9289e-01      2.7830e+01      1.9500e-02
   6.7042e+00      2.0919e-01      2.6990e+01      1.8360e-02
   7.1512e+00      2.2598e-01      2.6210e+01      1.7350e-02
   8.0451e+00      2.6107e-01      2.4770e+01      1.5640e-02
   8.9389e+00      2.9813e-01      2.3480e+01      1.4250e-02
   9.8328e+00      3.3717e-01      2.2310e+01      1.3100e-02
   1.0727e+01      3.7820e-01      2.1260e+01      1.2130e-02
   1.1621e+01      4.2121e-01      2.0310e+01      1.1300e-02
   1.2515e+01      4.6619e-01      1.9440e+01      1.0580e-02
   1.4302e+01      5.6200e-01      1.7910e+01      9.4010e-03
   1.6090e+01      6.6557e-01      1.6630e+01      8.4660e-03
   1.7878e+01      7.7686e-01      1.5520e+01      7.7080e-03
   1.9666e+01      8.9572e-01      1.4570e+01      7.0800e-03
   2.1453e+01      1.0220e+00      1.3750e+01      6.5500e-03
   2.3241e+01      1.1557e+00      1.3020e+01      6.0980e-03
   2.5029e+01      1.2965e+00      1.2370e+01      5.7070e-03
   2.6817e+01      1.4444e+00      1.1800e+01      5.3650e-03
   2.8605e+01      1.5993e+00      1.1290e+01      5.0630e-03
   3.0392e+01      1.7610e+00      1.0820e+01      4.7950e-03
   3.2180e+01      1.9297e+00      1.0380e+01      4.5560e-03
   3.5756e+01      2.2874e+00      9.6200e+00      4.1440e-03
   4.0225e+01      2.7723e+00      8.8290e+00      3.7270e-03
   4.4695e+01      3.2968e+00      8.1730e+00      3.3900e-03
   4.9164e+01      3.8712e+00      7.6200e+00      3.1110e-03
   5.3634e+01      4.4706e+00      7.1490e+00      2.8760e-03
   5.8103e+01      5.1200e+00      6.7410e+00      2.6750e-03
   6.2573e+01      5.7943e+00      6.3850e+00      2.5020e-03
   6.7042e+01      6.5186e+00      6.0710e+00      2.3500e-03
   7.1512e+01      7.2678e+00      5.7860e+00      2.2170e-03
   8.0451e+01      8.8912e+00      5.2930e+00      1.9930e-03
   8.9389e+01      1.0640e+01      4.8920e+00      1.8110e-03
   9.8328e+01      1.2538e+01      4.5580e+00      1.6610e-03
   1.0727e+02      1.4561e+01      4.2760e+00      1.5340e-03
   1.1621e+02      1.6709e+01      4.0350e+00      1.4270e-03
   1.2515e+02      1.8981e+01      3.8260e+00      1.3340e-03
   1.4302e+02      2.3876e+01      3.4820e+00      1.1810e-03
   1.6090e+02      2.9221e+01      3.2100e+00      1.0610e-03
