#    Energy           Range       dE/dx (elec)    dE/dx (nucl)
#   [MeV/u]         [mg/cm2]     [MeV/(mg/cm2)]  [MeV/(mg/cm2)]
# ------------------------------------------------------------
   0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
   1.0000e-03      2.4455e-03      1.1680e-01      6.1370e-02
   1.2500e-03      3.0600e-03      1.3510e-01      5.7670e-02
   1.5000e-03      3.6700e-03      1.5210e-01      5.4450e-02
   1.7500e-03      4.2775e-03      1.6820e-01      5.1630e-02
   2.0000e-03      4.8750e-03      1.8340e-01      4.9130e-02
   2.2500e-03      5.4700e-03      1.9810e-01      4.6910e-02
   2.5000e-03      6.0525e-03      2.1210e-01      4.4920e-02
   3.1250e-03      7.4775e-03      2.4530e-01      4.0720e-02
   3.7500e-03      8.8500e-03      2.7610e-01      3.7350e-02
   4.3750e-03      1.0170e-02      3.0520e-01      3.4570e-02
   5.0000e-03      1.1442e-02      3.3270e-01      3.2240e-02
   5.6250e-03      1.2667e-02      3.5910e-01      3.0240e-02
   6.2500e-03      1.3853e-02      3.8440e-01      2.8510e-02
   6.8750e-03      1.4995e-02      4.0870e-01      2.7000e-02
   7.5000e-03      1.6102e-02      4.3220e-01      2.5660e-02
   8.7500e-03      1.8218e-02      4.7700e-01      2.3390e-02
   1.0000e-02      2.0215e-02      5.1930e-01      2.1530e-02
   1.1250e-02      2.2110e-02      5.5940e-01      1.9980e-02
   1.2500e-02      2.3917e-02      5.9750e-01      1.8660e-02
   1.3750e-02      2.5650e-02      6.3390e-01      1.7530e-02
   1.5000e-02      2.7300e-02      6.6860e-01      1.6540e-02
   1.6250e-02      2.8900e-02      7.0190e-01      1.5670e-02
   1.7500e-02      3.0425e-02      7.3370e-01      1.4890e-02
   1.8750e-02      3.1925e-02      7.6430e-01      1.4200e-02
   2.0000e-02      3.3375e-02      7.9350e-01      1.3570e-02
   2.1250e-02      3.4775e-02      8.2160e-01      1.3010e-02
   2.2500e-02      3.6125e-02      8.4850e-01      1.2490e-02
   2.3750e-02      3.7450e-02      8.7440e-01      1.2020e-02
   2.5000e-02      3.8750e-02      8.9910e-01      1.1590e-02
   3.1250e-02      4.4850e-02      1.0080e+00      9.8500e-03
   3.7500e-02      5.0475e-02      1.0970e+00      8.6030e-03
   4.3750e-02      5.5725e-02      1.1680e+00      7.6600e-03
   5.0000e-02      6.0750e-02      1.2250e+00      6.9180e-03
   5.6250e-02      6.5600e-02      1.2700e+00      6.3180e-03
   6.2500e-02      7.0300e-02      1.3070e+00      5.8220e-03
   6.8750e-02      7.4900e-02      1.3360e+00      5.4050e-03
   7.5000e-02      7.9425e-02      1.3590e+00      5.0470e-03
   8.7500e-02      8.8325e-02      1.3900e+00      4.4680e-03
   1.0000e-01      9.7100e-02      1.4080e+00      4.0160e-03
   1.1250e-01      1.0580e-01      1.4160e+00      3.6530e-03
   1.2500e-01      1.1450e-01      1.4170e+00      3.3550e-03
   1.3750e-01      1.2323e-01      1.4130e+00      3.1050e-03
   1.5000e-01      1.3198e-01      1.4050e+00      2.8930e-03
   1.6250e-01      1.4080e-01      1.3950e+00      2.7090e-03
   1.7500e-01      1.4972e-01      1.3830e+00      2.5490e-03
   1.8750e-01      1.5870e-01      1.3700e+00      2.4090e-03
   2.0000e-01      1.6780e-01      1.3560e+00      2.2840e-03
   2.1250e-01      1.7700e-01      1.3410e+00      2.1720e-03
   2.2500e-01      1.8630e-01      1.3260e+00      2.0710e-03
   2.3750e-01      1.9573e-01      1.3100e+00      1.9800e-03
   2.5000e-01      2.0525e-01      1.2950e+00      1.8970e-03
   3.1250e-01      2.5475e-01      1.2180e+00      1.5740e-03
   3.7500e-01      3.0725e-01      1.1460e+00      1.3500e-03
   4.3750e-01      3.6325e-01      1.0810e+00      1.1850e-03
   5.0000e-01      4.2250e-01      1.0230e+00      1.0580e-03
   5.6250e-01      4.8500e-01      9.7060e-01      9.5680e-04
   6.2500e-01      5.5075e-01      9.2390e-01      8.7430e-04
   6.8750e-01      6.1975e-01      8.8140e-01      8.0570e-04
   7.5000e-01      6.9200e-01      8.4240e-01      7.4760e-04
   8.7500e-01      8.4650e-01      7.7310e-01      6.5460e-04
   1.0000e+00      1.0145e+00      7.1310e-01      5.8320e-04
   1.1250e+00      1.1963e+00      6.6120e-01      5.2660e-04
   1.2500e+00      1.3915e+00      6.1740e-01      4.8050e-04
   1.3750e+00      1.6000e+00      5.7970e-01      4.4220e-04
   1.5000e+00      1.8215e+00      5.4700e-01      4.0980e-04
   1.6250e+00      2.0557e+00      5.1820e-01      3.8210e-04
   1.7500e+00      2.3025e+00      4.9270e-01      3.5810e-04
   1.8750e+00      2.5625e+00      4.7000e-01      3.3710e-04
   2.0000e+00      2.8325e+00      4.4950e-01      3.1850e-04
   2.1250e+00      3.1175e+00      4.3090e-01      3.0200e-04
   2.2500e+00      3.4125e+00      4.1400e-01      2.8720e-04
   2.3750e+00      3.7200e+00      3.9860e-01      2.7380e-04
   2.5000e+00      4.0375e+00      3.8440e-01      2.6170e-04
   3.1250e+00      5.8025e+00      3.2780e-01      2.1480e-04
   3.7500e+00      7.8400e+00      2.8720e-01      1.8270e-04
   4.3750e+00      1.0143e+01      2.5650e-01      1.5930e-04
   5.0000e+00      1.2700e+01      2.3250e-01      1.4140e-04
   6.2500e+00      1.8555e+01      1.9680e-01      1.1580e-04
   6.8750e+00      2.1845e+01      1.8320e-01      1.0630e-04
   7.5000e+00      2.5375e+01      1.7150e-01      9.8250e-05
   8.7500e+00      3.3100e+01      1.5260e-01      8.5490e-05
   1.0000e+01      4.1725e+01      1.3770e-01      7.5760e-05
   1.1250e+01      5.1200e+01      1.2580e-01      6.8090e-05
   1.2500e+01      6.1550e+01      1.1590e-01      6.1860e-05
   1.3750e+01      7.2725e+01      1.0770e-01      5.6710e-05
   1.5000e+01      8.4725e+01      1.0060e-01      5.2370e-05
   1.6250e+01      9.7525e+01      9.4540e-02      4.8670e-05
   1.7500e+01      1.1112e+02      8.9220e-02      4.5470e-05
   1.8750e+01      1.2550e+02      8.4530e-02      4.2670e-05
   2.0000e+01      1.4065e+02      8.0360e-02      4.0210e-05
   2.1250e+01      1.5657e+02      7.6620e-02      3.8030e-05
   2.2500e+01      1.7322e+02      7.3260e-02      3.6070e-05
   2.3750e+01      1.9065e+02      7.0210e-02      3.4310e-05
   2.5000e+01      2.0877e+02      6.7440e-02      3.2720e-05
   3.1250e+01      3.1025e+02      5.6590e-02      2.6590e-05
   3.7500e+01      4.2900e+02      4.9050e-02      2.2410e-05
   4.3750e+01      5.6450e+02      4.3490e-02      1.9390e-05
   5.0000e+01      7.1600e+02      3.9200e-02      1.7100e-05
   5.6250e+01      8.8275e+02      3.5800e-02      1.5290e-05
   6.2500e+01      1.0645e+03      3.3020e-02      1.3830e-05
   6.8750e+01      1.2608e+03      3.0700e-02      1.2630e-05
   7.5000e+01      1.4710e+03      2.8750e-02      1.1620e-05
   8.7500e+01      1.9320e+03      2.5620e-02      1.0020e-05
   1.0000e+02      2.4448e+03      2.3230e-02      8.8070e-06
   1.1250e+02      3.0075e+03      2.1330e-02      7.8620e-06
   1.2500e+02      3.6150e+03      1.9790e-02      7.1010e-06
   1.3750e+02      4.2675e+03      1.8520e-02      6.4750e-06
   1.5000e+02      4.9625e+03      1.7450e-02      5.9490e-06
   1.6250e+02      5.6975e+03      1.6530e-02      5.5010e-06
   1.7500e+02      6.4725e+03      1.5740e-02      5.1150e-06
   1.8750e+02      7.2850e+03      1.5050e-02      4.7800e-06
   2.0000e+02      8.1325e+03      1.4440e-02      4.4850e-06
   2.1250e+02      9.0125e+03      1.3910e-02      4.2260e-06
   2.2500e+02      9.9275e+03      1.3430e-02      3.9950e-06
   2.3750e+02      1.0872e+04      1.2990e-02      3.7890e-06
   2.5000e+02      1.1850e+04      1.2600e-02      3.6030e-06
