#    Energy           Range       dE/dx (elec)    dE/dx (nucl)
#   [MeV/u]         [mg/cm2]     [MeV/(mg/cm2)]  [MeV/(mg/cm2)]
# ------------------------------------------------------------
   0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
   2.5024e-04      6.5372e-05      7.5170e-01      3.6850e+00
   2.7526e-04      7.0266e-05      7.8840e-01      3.7130e+00
   3.0029e-04      7.5160e-05      8.2350e-01      3.7330e+00
   3.2531e-04      7.9705e-05      8.5710e-01      3.7490e+00
   3.5033e-04      8.4599e-05      8.8950e-01      3.7600e+00
   3.7536e-04      8.9143e-05      9.2070e-01      3.7670e+00
   4.0038e-04      9.4038e-05      9.5090e-01      3.7720e+00
   4.2540e-04      9.8582e-05      9.8020e-01      3.7730e+00
   4.5043e-04      1.0313e-04      1.0090e+00      3.7730e+00
   5.0048e-04      1.1222e-04      1.0630e+00      3.7670e+00
   5.6303e-04      1.2375e-04      1.1280e+00      3.7510e+00
   6.2559e-04      1.3529e-04      1.1890e+00      3.7300e+00
   6.8815e-04      1.4647e-04      1.2470e+00      3.7040e+00
   7.5071e-04      1.5766e-04      1.3020e+00      3.6750e+00
   8.1327e-04      1.6885e-04      1.3550e+00      3.6440e+00
   8.7583e-04      1.8003e-04      1.4060e+00      3.6120e+00
   9.3839e-04      1.9122e-04      1.4560e+00      3.5780e+00
   1.0010e-03      2.0241e-04      1.5040e+00      3.5440e+00
   1.1261e-03      2.2513e-04      1.5950e+00      3.4760e+00
   1.2512e-03      2.4715e-04      1.6810e+00      3.4080e+00
   1.3763e-03      2.6953e-04      1.7630e+00      3.3410e+00
   1.5014e-03      2.9190e-04      1.8410e+00      3.2760e+00
   1.6265e-03      3.1427e-04      1.9170e+00      3.2130e+00
   1.7517e-03      3.3665e-04      1.9890e+00      3.1520e+00
   2.0019e-03      3.8139e-04      2.1260e+00      3.0360e+00
   2.2521e-03      4.2649e-04      2.2210e+00      2.9290e+00
   2.5024e-03      4.7159e-04      2.3150e+00      2.8300e+00
   2.7526e-03      5.1668e-04      2.4050e+00      2.7380e+00
   3.0029e-03      5.6213e-04      2.4900e+00      2.6530e+00
   3.2531e-03      6.0757e-04      2.5690e+00      2.5730e+00
   3.5033e-03      6.5302e-04      2.6420e+00      2.4990e+00
   3.7536e-03      6.9881e-04      2.7110e+00      2.4300e+00
   4.0038e-03      7.4461e-04      2.7760e+00      2.3650e+00
   4.2540e-03      7.9041e-04      2.8370e+00      2.3040e+00
   4.5043e-03      8.3655e-04      2.8940e+00      2.2470e+00
   5.0048e-03      9.2849e-04      3.0020e+00      2.1420e+00
   5.6303e-03      1.0439e-03      3.1270e+00      2.0250e+00
   6.2559e-03      1.1589e-03      3.2420e+00      1.9230e+00
   6.8815e-03      1.2742e-03      3.3520e+00      1.8320e+00
   7.5071e-03      1.3892e-03      3.4570e+00      1.7510e+00
   8.1327e-03      1.5039e-03      3.5580e+00      1.6780e+00
   8.7583e-03      1.6182e-03      3.6550e+00      1.6110e+00
   9.3839e-03      1.7318e-03      3.7500e+00      1.5510e+00
   1.0010e-02      1.8451e-03      3.8420e+00      1.4960e+00
   1.1261e-02      2.0695e-03      4.0180e+00      1.3980e+00
   1.2512e-02      2.2908e-03      4.1860e+00      1.3130e+00
   1.3763e-02      2.5093e-03      4.3470e+00      1.2400e+00
   1.5014e-02      2.7246e-03      4.5040e+00      1.1760e+00
   1.6265e-02      2.9368e-03      4.6570e+00      1.1190e+00
   1.7517e-02      3.1459e-03      4.8070e+00      1.0680e+00
   2.0019e-02      3.5657e-03      5.1000e+00      9.7990e-01
   2.2521e-02      3.9503e-03      5.3860e+00      9.0720e-01
   2.5024e-02      4.3348e-03      5.6620e+00      8.4580e-01
   2.7526e-02      4.7194e-03      5.9280e+00      7.9320e-01
   3.0029e-02      5.0689e-03      6.1850e+00      7.4740e-01
   3.2531e-02      5.4185e-03      6.4330e+00      7.0730e-01
   3.5033e-02      5.7681e-03      6.6720e+00      6.7180e-01
   3.7536e-02      6.0827e-03      6.9040e+00      6.4000e-01
   4.0038e-02      6.3974e-03      7.1300e+00      6.1150e-01
   4.2540e-02      6.7120e-03      7.3490e+00      5.8570e-01
   4.5043e-02      7.0266e-03      7.5640e+00      5.6220e-01
   5.0048e-02      7.6209e-03      7.9810e+00      5.2110e-01
   5.6303e-02      8.3201e-03      8.4850e+00      4.7820e-01
   6.2559e-02      9.0192e-03      8.9760e+00      4.4250e-01
   6.8815e-02      9.6485e-03      9.4600e+00      4.1220e-01
   7.5071e-02      1.0278e-02      9.9380e+00      3.8620e-01
   8.1327e-02      1.0837e-02      1.0410e+01      3.6360e-01
   8.7583e-02      1.1431e-02      1.0890e+01      3.4380e-01
   9.3839e-02      1.1956e-02      1.1360e+01      3.2620e-01
   1.0010e-01      1.2480e-02      1.1820e+01      3.1050e-01
   1.1261e-01      1.3459e-02      1.2750e+01      2.8360e-01
   1.2512e-01      1.4403e-02      1.3660e+01      2.6130e-01
   1.3763e-01      1.5277e-02      1.4550e+01      2.4260e-01
   1.5014e-01      1.6081e-02      1.5410e+01      2.2660e-01
   1.6265e-01      1.6850e-02      1.6230e+01      2.1270e-01
   1.7517e-01      1.7584e-02      1.7020e+01      2.0060e-01
   2.0019e-01      1.8982e-02      1.8490e+01      1.8040e-01
   2.2521e-01      2.0276e-02      1.9810e+01      1.6410e-01
   2.5024e-01      2.1499e-02      2.0980e+01      1.5080e-01
