#    Energy           Range       dE/dx (elec)    dE/dx (nucl)
#   [MeV/u]         [mg/cm2]     [MeV/(mg/cm2)]  [MeV/(mg/cm2)]
# ------------------------------------------------------------
   0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
   3.2285e-03      1.0147e-03      1.1260e+00      1.5410e+00
   3.5514e-03      1.1211e-03      1.1980e+00      1.4810e+00
   3.8742e-03      1.2274e-03      1.2630e+00      1.4270e+00
   4.1971e-03      1.3336e-03      1.3230e+00      1.3780e+00
   4.5199e-03      1.4400e-03      1.3760e+00      1.3320e+00
   4.8428e-03      1.5464e-03      1.4230e+00      1.2890e+00
   5.1656e-03      1.6530e-03      1.4650e+00      1.2500e+00
   5.4885e-03      1.7599e-03      1.5020e+00      1.2140e+00
   5.8113e-03      1.8671e-03      1.5360e+00      1.1800e+00
   6.4570e-03      2.0826e-03      1.5940e+00      1.1180e+00
   7.2642e-03      2.3538e-03      1.6540e+00      1.0500e+00
   8.0713e-03      2.6272e-03      1.7060e+00      9.9190e-01
   8.8784e-03      2.9022e-03      1.7540e+00      9.4050e-01
   9.6855e-03      3.1784e-03      1.8000e+00      8.9500e-01
   1.0493e-02      3.4553e-03      1.8450e+00      8.5440e-01
   1.1300e-02      3.7324e-03      1.8900e+00      8.1780e-01
   1.2107e-02      4.0091e-03      1.9370e+00      7.8460e-01
   1.2914e-02      4.2778e-03      1.9850e+00      7.5450e-01
   1.4528e-02      4.8428e-03      2.0870e+00      7.0150e-01
   1.6143e-02      5.3674e-03      2.1970e+00      6.5640e-01
   1.7757e-02      5.8920e-03      2.3140e+00      6.1750e-01
   1.9371e-02      6.4167e-03      2.4380e+00      5.8360e-01
   2.0985e-02      6.9009e-03      2.5680e+00      5.5360e-01
   2.2600e-02      7.3852e-03      2.7020e+00      5.2700e-01
   2.5828e-02      8.3134e-03      2.9820e+00      4.8150e-01
   2.9057e-02      9.1609e-03      3.2700e+00      4.4410e-01
   3.2285e-02      9.9680e-03      3.5620e+00      4.1280e-01
   3.5514e-02      1.0735e-02      3.8550e+00      3.8600e-01
   3.8742e-02      1.1461e-02      4.1460e+00      3.6290e-01
   4.1971e-02      1.2147e-02      4.4340e+00      3.4260e-01
   4.5199e-02      1.2793e-02      4.7160e+00      3.2480e-01
   4.8428e-02      1.3398e-02      4.9930e+00      3.0890e-01
   5.1656e-02      1.3963e-02      5.2640e+00      2.9460e-01
   5.4885e-02      1.4528e-02      5.5280e+00      2.8180e-01
   5.8113e-02      1.5053e-02      5.7860e+00      2.7010e-01
   6.4570e-02      1.6062e-02      6.2830e+00      2.4980e-01
   7.2642e-02      1.7232e-02      6.8680e+00      2.2860e-01
   8.0713e-02      1.8322e-02      7.4170e+00      2.1110e-01
   8.8784e-02      1.9331e-02      7.9310e+00      1.9630e-01
   9.6855e-02      2.0259e-02      8.4150e+00      1.8360e-01
   1.0493e-01      2.1187e-02      8.8700e+00      1.7260e-01
   1.1300e-01      2.2035e-02      9.2990e+00      1.6290e-01
   1.2107e-01      2.2882e-02      9.7050e+00      1.5440e-01
   1.2914e-01      2.3649e-02      1.0090e+01      1.4680e-01
   1.4528e-01      2.5182e-02      1.0800e+01      1.3380e-01
   1.6143e-01      2.6595e-02      1.1430e+01      1.2310e-01
   1.7757e-01      2.7967e-02      1.2010e+01      1.1410e-01
   1.9371e-01      2.9258e-02      1.2530e+01      1.0640e-01
   2.0985e-01      3.0509e-02      1.3010e+01      9.9820e-02
   2.2600e-01      3.1720e-02      1.3440e+01      9.4040e-02
   2.5828e-01      3.4020e-02      1.4190e+01      8.4400e-02
   2.9057e-01      3.6240e-02      1.4820e+01      7.6690e-02
   3.2285e-01      3.8339e-02      1.5340e+01      7.0360e-02
   3.5514e-01      4.0397e-02      1.5790e+01      6.5060e-02
   3.8742e-01      4.2415e-02      1.6160e+01      6.0560e-02
   4.1971e-01      4.4392e-02      1.6480e+01      5.6680e-02
   4.5199e-01      4.6329e-02      1.6750e+01      5.3310e-02
   4.8428e-01      4.8226e-02      1.6980e+01      5.0340e-02
   5.1656e-01      5.0123e-02      1.7170e+01      4.7700e-02
   5.4885e-01      5.1979e-02      1.7330e+01      4.5350e-02
   5.8113e-01      5.3835e-02      1.7470e+01      4.3230e-02
   6.4570e-01      5.7468e-02      1.7680e+01      3.9580e-02
   7.2642e-01      6.2028e-02      1.7850e+01      3.5840e-02
   8.0713e-01      6.6507e-02      1.7930e+01      3.2790e-02
   8.8784e-01      7.0987e-02      1.7960e+01      3.0250e-02
   9.6855e-01      7.5507e-02      1.7930e+01      2.8100e-02
   1.0493e+00      7.9986e-02      1.7870e+01      2.6250e-02
   1.1300e+00      8.4506e-02      1.7780e+01      2.4640e-02
   1.2107e+00      8.9067e-02      1.7660e+01      2.3230e-02
   1.2914e+00      9.3627e-02      1.7530e+01      2.1980e-02
   1.4528e+00      1.0291e-01      1.7220e+01      1.9870e-02
   1.6143e+00      1.1239e-01      1.6870e+01      1.8150e-02
   1.7757e+00      1.2204e-01      1.6510e+01      1.6720e-02
   1.9371e+00      1.3193e-01      1.6130e+01      1.5510e-02
   2.0985e+00      1.4201e-01      1.5820e+01      1.4470e-02
   2.2600e+00      1.5231e-01      1.5470e+01      1.3570e-02
