#    Energy           Range       dE/dx (elec)    dE/dx (nucl)
#   [MeV/u]         [mg/cm2]     [MeV/(mg/cm2)]  [MeV/(mg/cm2)]
# ------------------------------------------------------------
   0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
   3.5744e-04      1.0636e-04      7.2630e-01      2.7720e+00
   3.9318e-04      1.1485e-04      7.6170e-01      2.7700e+00
   4.2892e-04      1.2334e-04      7.9560e-01      2.7640e+00
   4.6467e-04      1.3183e-04      8.2810e-01      2.7550e+00
   5.0041e-04      1.4031e-04      8.5930e-01      2.7450e+00
   5.3615e-04      1.4880e-04      8.8950e-01      2.7330e+00
   5.7190e-04      1.5729e-04      9.1870e-01      2.7190e+00
   6.0764e-04      1.6578e-04      9.4700e-01      2.7040e+00
   6.4339e-04      1.7427e-04      9.7440e-01      2.6890e+00
   7.1487e-04      1.9075e-04      1.0270e+00      2.6570e+00
   8.0423e-04      2.1172e-04      1.0890e+00      2.6140e+00
   8.9359e-04      2.3319e-04      1.1480e+00      2.5710e+00
   9.8295e-04      2.5416e-04      1.2040e+00      2.5270e+00
   1.0723e-03      2.7514e-04      1.2580e+00      2.4840e+00
   1.1617e-03      2.9611e-04      1.3090e+00      2.4420e+00
   1.2510e-03      3.1708e-04      1.3590e+00      2.4010e+00
   1.3404e-03      3.3805e-04      1.4060e+00      2.3610e+00
   1.4297e-03      3.5952e-04      1.4530e+00      2.3220e+00
   1.6085e-03      4.0147e-04      1.5410e+00      2.2470e+00
   1.7872e-03      4.4391e-04      1.6240e+00      2.1780e+00
   1.9659e-03      4.8636e-04      1.7030e+00      2.1130e+00
   2.1446e-03      5.2880e-04      1.7340e+00      2.0520e+00
   2.3233e-03      5.7174e-04      1.7700e+00      1.9950e+00
   2.5021e-03      6.1469e-04      1.8140e+00      1.9410e+00
   2.8595e-03      7.0207e-04      1.9140e+00      1.8430e+00
   3.2169e-03      7.8896e-04      2.0140e+00      1.7560e+00
   3.5744e-03      8.7634e-04      2.1060e+00      1.6790e+00
   3.9318e-03      9.6372e-04      2.1890e+00      1.6080e+00
   4.2892e-03      1.0506e-03      2.2630e+00      1.5450e+00
   4.6467e-03      1.1380e-03      2.3290e+00      1.4870e+00
   5.0041e-03      1.2254e-03      2.3890e+00      1.4340e+00
   5.3615e-03      1.3128e-03      2.4430e+00      1.3850e+00
   5.7190e-03      1.4001e-03      2.4930e+00      1.3400e+00
   6.0764e-03      1.4875e-03      2.5400e+00      1.2990e+00
   6.4339e-03      1.5754e-03      2.5840e+00      1.2600e+00
   7.1487e-03      1.7502e-03      2.6660e+00      1.1900e+00
   8.0423e-03      1.9694e-03      2.7630e+00      1.1150e+00
   8.9359e-03      2.1871e-03      2.8570e+00      1.0500e+00
   9.8295e-03      2.4043e-03      2.9500e+00      9.9260e-01
   1.0723e-02      2.6195e-03      3.0440e+00      9.4250e-01
   1.1617e-02      2.8327e-03      3.1380e+00      8.9780e-01
   1.2510e-02      3.0435e-03      3.2340e+00      8.5780e-01
   1.3404e-02      3.2517e-03      3.3320e+00      8.2180e-01
   1.4297e-02      3.4569e-03      3.4310e+00      7.8900e-01
   1.6085e-02      3.8584e-03      3.6350e+00      7.3170e-01
   1.7872e-02      4.2469e-03      3.8460e+00      6.8320e-01
   1.9659e-02      4.6219e-03      4.0610e+00      6.4150e-01
   2.1446e-02      4.9839e-03      4.2800e+00      6.0520e-01
   2.3233e-02      5.3429e-03      4.5010e+00      5.7320e-01
   2.5021e-02      5.6925e-03      4.7200e+00      5.4490e-01
   2.8595e-02      6.2917e-03      5.1550e+00      4.9680e-01
   3.2169e-02      6.8909e-03      5.5780e+00      4.5730e-01
   3.5744e-02      7.4901e-03      5.9850e+00      4.2430e-01
   3.9318e-02      7.9894e-03      6.3770e+00      3.9620e-01
   4.2892e-02      8.4888e-03      6.7520e+00      3.7200e-01
   4.6467e-02      8.9881e-03      7.1130e+00      3.5080e-01
   5.0041e-02      9.4375e-03      7.4600e+00      3.3220e-01
   5.3615e-02      9.8869e-03      7.7930e+00      3.1570e-01
   5.7190e-02      1.0336e-02      8.1150e+00      3.0090e-01
   6.0764e-02      1.0736e-02      8.4260e+00      2.8750e-01
   6.4339e-02      1.1135e-02      8.7270e+00      2.7540e-01
   7.1487e-02      1.1884e-02      9.3010e+00      2.5430e-01
   8.0423e-02      1.2783e-02      9.9760e+00      2.3250e-01
   8.9359e-02      1.3632e-02      1.0610e+01      2.1440e-01
   9.8295e-02      1.4431e-02      1.1210e+01      1.9920e-01
   1.0723e-01      1.5180e-02      1.1770e+01      1.8610e-01
   1.1617e-01      1.5929e-02      1.2310e+01      1.7480e-01
   1.2510e-01      1.6628e-02      1.2820e+01      1.6500e-01
   1.3404e-01      1.7277e-02      1.3310e+01      1.5620e-01
   1.4297e-01      1.7926e-02      1.3770e+01      1.4840e-01
   1.6085e-01      1.9175e-02      1.4630e+01      1.3520e-01
   1.7872e-01      2.0373e-02      1.5410e+01      1.2420e-01
   1.9659e-01      2.1472e-02      1.6110e+01      1.1510e-01
   2.1446e-01      2.2570e-02      1.6740e+01      1.0730e-01
   2.3233e-01      2.3619e-02      1.7310e+01      1.0050e-01
   2.5021e-01      2.4617e-02      1.7820e+01      9.4660e-02
   2.8595e-01      2.6565e-02      1.8700e+01      8.4880e-02
   3.2169e-01      2.8412e-02      1.9410e+01      7.7060e-02
   3.5744e-01      3.0210e-02      1.9980e+01      7.0650e-02
   3.9318e-01      3.2008e-02      2.0450e+01      6.5290e-02
   4.2892e-01      3.3705e-02      2.0820e+01      6.0740e-02
   4.6467e-01      3.5403e-02      2.1110e+01      5.6830e-02
   5.0041e-01      3.7101e-02      2.1330e+01      5.3420e-02
   5.3615e-01      3.8749e-02      2.1490e+01      5.0420e-02
   5.7190e-01      4.0397e-02      2.1600e+01      4.7760e-02
   6.0764e-01      4.2044e-02      2.1670e+01      4.5390e-02
   6.4339e-01      4.3692e-02      2.1700e+01      4.3260e-02
   7.1487e-01      4.6988e-02      2.1670e+01      3.9580e-02
   8.0423e-01      5.1132e-02      2.1510e+01      3.5830e-02
   8.9359e-01      5.5277e-02      2.1260e+01      3.2760e-02
   9.8295e-01      5.9521e-02      2.0960e+01      3.0210e-02
   1.0723e+00      6.3815e-02      2.0620e+01      2.8040e-02
   1.1617e+00      6.8160e-02      2.0260e+01      2.6190e-02
   1.2510e+00      7.2604e-02      1.9900e+01      2.4580e-02
   1.3404e+00      7.7148e-02      1.9540e+01      2.3160e-02
   1.4297e+00      8.1742e-02      1.9180e+01      2.1910e-02
   1.6085e+00      9.1229e-02      1.8480e+01      1.9800e-02
   1.7872e+00      1.0107e-01      1.7820e+01      1.8080e-02
   1.9659e+00      1.1125e-01      1.7200e+01      1.6650e-02
   2.1446e+00      1.2179e-01      1.6790e+01      1.5440e-02
   2.3233e+00      1.3257e-01      1.6340e+01      1.4400e-02
   2.5021e+00      1.4366e-01      1.5830e+01      1.3500e-02
   2.8595e+00      1.6693e-01      1.4920e+01      1.2020e-02
   3.2169e+00      1.9150e-01      1.4130e+01      1.0840e-02
   3.5744e+00      2.1741e-01      1.3440e+01      9.8850e-03
   3.9318e+00      2.4463e-01      1.2830e+01      9.0920e-03
   4.2892e+00      2.7309e-01      1.2280e+01      8.4230e-03
   4.6467e+00      3.0275e-01      1.1790e+01      7.8500e-03
   5.0041e+00      3.3366e-01      1.1340e+01      7.3540e-03
   5.3615e+00      3.6577e-01      1.0930e+01      6.9190e-03
   5.7190e+00      3.9902e-01      1.0550e+01      6.5360e-03
   6.0764e+00      4.3343e-01      1.0210e+01      6.1950e-03
   6.4339e+00      4.6903e-01      9.8820e+00      5.8900e-03
   7.1487e+00      5.4358e-01      9.3000e+00      5.3650e-03
   8.0423e+00      6.4310e-01      8.6700e+00      4.8320e-03
   8.9359e+00      7.4951e-01      8.1260e+00      4.4000e-03
