#    Energy           Range       dE/dx (elec)    dE/dx (nucl)
#   [MeV/u]         [mg/cm2]     [MeV/(mg/cm2)]  [MeV/(mg/cm2)]
# ------------------------------------------------------------
   0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
   3.2285e-03      1.0057e-03      1.3760e+00      1.4030e+00
   3.5514e-03      1.1016e-03      1.4530e+00      1.3560e+00
   3.8742e-03      1.1968e-03      1.5210e+00      1.3130e+00
   4.1971e-03      1.2927e-03      1.5830e+00      1.2720e+00
   4.5199e-03      1.3879e-03      1.6400e+00      1.2350e+00
   4.8428e-03      1.4831e-03      1.6930e+00      1.2000e+00
   5.1656e-03      1.5782e-03      1.7430e+00      1.1670e+00
   5.4885e-03      1.6727e-03      1.7890e+00      1.1360e+00
   5.8113e-03      1.7678e-03      1.8330e+00      1.1070e+00
   6.4570e-03      1.9574e-03      1.9140e+00      1.0540e+00
   7.2642e-03      2.1943e-03      2.0080e+00      9.9600e-01
   8.0713e-03      2.4296e-03      2.0960e+00      9.4480e-01
   8.8784e-03      2.6634e-03      2.1820e+00      8.9940e-01
   9.6855e-03      2.8957e-03      2.2670e+00      8.5890e-01
   1.0493e-02      3.1258e-03      2.3510e+00      8.2240e-01
   1.1300e-02      3.3528e-03      2.4370e+00      7.8940e-01
   1.2107e-02      3.5776e-03      2.5220e+00      7.5930e-01
   1.2914e-02      3.7987e-03      2.6090e+00      7.3180e-01
   1.4528e-02      4.2319e-03      2.7850e+00      6.8330e-01
   1.6143e-02      4.6515e-03      2.9640e+00      6.4160e-01
   1.7757e-02      5.0577e-03      3.1450e+00      6.0540e-01
   1.9371e-02      5.4497e-03      3.3270e+00      5.7360e-01
   2.0985e-02      5.8281e-03      3.5100e+00      5.4550e-01
   2.2600e-02      6.1946e-03      3.6920e+00      5.2030e-01
   2.5828e-02      6.8900e-03      4.0510e+00      4.7720e-01
   2.9057e-02      7.5690e-03      4.4010e+00      4.4150e-01
   3.2285e-02      8.1685e-03      4.7400e+00      4.1140e-01
   3.5514e-02      8.7680e-03      5.0640e+00      3.8560e-01
