#    Energy           Range       dE/dx (elec)    dE/dx (nucl)
#   [MeV/u]         [mg/cm2]     [MeV/(mg/cm2)]  [MeV/(mg/cm2)]
# ------------------------------------------------------------
   0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
   3.7062e-03      1.4713e-03      8.4500e-01      1.1610e+00
   4.0768e-03      1.6321e-03      8.9290e-01      1.1120e+00
   4.4474e-03      1.7938e-03      9.3640e-01      1.0670e+00
   4.8180e-03      1.9562e-03      9.7560e-01      1.0270e+00
   5.1886e-03      2.1194e-03      1.0110e+00      9.8970e-01
   5.5593e-03      2.2833e-03      1.0430e+00      9.5570e-01
   5.9299e-03      2.4479e-03      1.0730e+00      9.2430e-01
   6.3005e-03      2.6131e-03      1.1010e+00      8.9520e-01
   6.6711e-03      2.7790e-03      1.1270e+00      8.6820e-01
   7.4123e-03      3.1123e-03      1.1740e+00      8.1960e-01
   8.3389e-03      3.5312e-03      1.2290e+00      7.6700e-01
   9.2654e-03      3.9513e-03      1.2810e+00      7.2180e-01
   1.0192e-02      4.3715e-03      1.3320e+00      6.8230e-01
   1.1119e-02      4.7717e-03      1.3830e+00      6.4750e-01
   1.2045e-02      5.1886e-03      1.4340e+00      6.1660e-01
   1.2972e-02      5.6056e-03      1.4870e+00      5.8890e-01
   1.3898e-02      6.0225e-03      1.5400e+00      5.6400e-01
   1.4825e-02      6.4395e-03      1.5960e+00      5.4130e-01
   1.6678e-02      7.2270e-03      1.7100e+00      5.0180e-01
   1.8531e-02      8.0146e-03      1.8310e+00      4.6830e-01
   2.0384e-02      8.7558e-03      1.9570e+00      4.3950e-01
   2.2237e-02      9.4507e-03      2.0870e+00      4.1450e-01
   2.4090e-02      1.0146e-02      2.2210e+00      3.9250e-01
   2.5943e-02      1.0794e-02      2.3580e+00      3.7300e-01
   2.9649e-02      1.2045e-02      2.6380e+00      3.3990e-01
   3.3356e-02      1.3157e-02      2.9210e+00      3.1280e-01
   3.7062e-02      1.4222e-02      3.2040e+00      2.9010e-01
   4.0768e-02      1.5242e-02      3.4860e+00      2.7080e-01
   4.4474e-02      1.6168e-02      3.7650e+00      2.5420e-01
   4.8180e-02      1.7002e-02      4.0410e+00      2.3970e-01
   5.1886e-02      1.7836e-02      4.3110e+00      2.2690e-01
   5.5593e-02      1.8624e-02      4.5770e+00      2.1560e-01
   5.9299e-02      1.9365e-02      4.8380e+00      2.0540e-01
   6.3005e-02      2.0060e-02      5.0940e+00      1.9630e-01
   6.6711e-02      2.0708e-02      5.3440e+00      1.8800e-01
   7.4123e-02      2.1959e-02      5.8300e+00      1.7360e-01
   8.3389e-02      2.3442e-02      6.4090e+00      1.5860e-01
   9.2654e-02      2.4785e-02      6.9570e+00      1.4630e-01
   1.0192e-01      2.5990e-02      7.4760e+00      1.3580e-01
   1.1119e-01      2.7194e-02      7.9670e+00      1.2690e-01
   1.2045e-01      2.8260e-02      8.4310e+00      1.1920e-01
   1.2972e-01      2.9325e-02      8.8690e+00      1.1240e-01
   1.3898e-01      3.0344e-02      9.2830e+00      1.0650e-01
