#    Energy           Range       dE/dx (elec)    dE/dx (nucl)
#   [MeV/u]         [mg/cm2]     [MeV/(mg/cm2)]  [MeV/(mg/cm2)]
# ------------------------------------------------------------
   0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
   2.2244e-03      4.9204e-04      1.0730e+00      2.8950e+00
   2.4468e-03      5.4214e-04      1.1100e+00      2.8160e+00
   2.6693e-03      5.9289e-04      1.1560e+00      2.7420e+00
   2.8917e-03      6.4407e-04      1.2060e+00      2.6720e+00
   3.1142e-03      6.9562e-04      1.2590e+00      2.6050e+00
   3.3366e-03      7.4745e-04      1.3110e+00      2.5420e+00
   3.5590e-03      7.9953e-04      1.3620e+00      2.4830e+00
   3.7815e-03      8.5181e-04      1.4120e+00      2.4270e+00
   4.0039e-03      9.0427e-04      1.4600e+00      2.3730e+00
   4.4488e-03      1.0098e-03      1.5490e+00      2.2740e+00
   5.0049e-03      1.1425e-03      1.6480e+00      2.1630e+00
   5.5610e-03      1.2761e-03      1.7360e+00      2.0640e+00
   6.1171e-03      1.4106e-03      1.8150e+00      1.9750e+00
   6.6732e-03      1.5459e-03      1.8850e+00      1.8950e+00
   7.2293e-03      1.6819e-03      1.9480e+00      1.8220e+00
   7.7854e-03      1.8186e-03      2.0060e+00      1.7560e+00
   8.3415e-03      1.9559e-03      2.0600e+00      1.6940e+00
   8.8976e-03      2.0937e-03      2.1110e+00      1.6380e+00
   1.0010e-02      2.3707e-03      2.2050e+00      1.5380e+00
   1.1122e-02      2.6488e-03      2.2940e+00      1.4510e+00
   1.2234e-02      2.9195e-03      2.3810e+00      1.3750e+00
   1.3346e-02      3.1976e-03      2.4670e+00      1.3070e+00
   1.4459e-02      3.4756e-03      2.5540e+00      1.2470e+00
   1.5571e-02      3.7537e-03      2.6420e+00      1.1930e+00
   1.7795e-02      4.3098e-03      2.8280e+00      1.0990e+00
   2.0020e-02      4.8381e-03      3.0230e+00      1.0210e+00
   2.2244e-02      5.3386e-03      3.2280e+00      9.5510e-01
   2.4468e-02      5.8390e-03      3.4410e+00      8.9790e-01
   2.6693e-02      6.3395e-03      3.6610e+00      8.4810e-01
   2.8917e-02      6.8122e-03      3.8850e+00      8.0420e-01
   3.1142e-02      7.2571e-03      4.1120e+00      7.6510e-01
   3.3366e-02      7.6742e-03      4.3420e+00      7.3020e-01
   3.5590e-02      8.0912e-03      4.5730e+00      6.9870e-01
   3.7815e-02      8.5083e-03      4.8050e+00      6.7010e-01
   4.0039e-02      8.8976e-03      5.0380e+00      6.4400e-01
   4.4488e-02      9.6205e-03      5.5000e+00      5.9820e-01
   5.0049e-02      1.0482e-02      6.0730e+00      5.5030e-01
   5.5610e-02      1.1261e-02      6.6340e+00      5.1020e-01
   6.1171e-02      1.2012e-02      7.1830e+00      4.7620e-01
   6.6732e-02      1.2707e-02      7.7170e+00      4.4680e-01
   7.2293e-02      1.3346e-02      8.2350e+00      4.2130e-01
   7.7854e-02      1.3958e-02      8.7380e+00      3.9880e-01
   8.3415e-02      1.4542e-02      9.2240e+00      3.7880e-01
   8.8976e-02      1.5098e-02      9.6950e+00      3.6090e-01
   1.0010e-01      1.6155e-02      1.0590e+01      3.3020e-01
   1.1122e-01      1.7128e-02      1.1430e+01      3.0470e-01
   1.2234e-01      1.8045e-02      1.2200e+01      2.8330e-01
   1.3346e-01      1.8880e-02      1.2930e+01      2.6490e-01
   1.4459e-01      1.9714e-02      1.3610e+01      2.4900e-01
   1.5571e-01      2.0492e-02      1.4240e+01      2.3500e-01
