#    Energy           Range       dE/dx (elec)    dE/dx (nucl)
#   [MeV/u]         [mg/cm2]     [MeV/(mg/cm2)]  [MeV/(mg/cm2)]
# ------------------------------------------------------------
   0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
   4.3497e-03      2.0937e-03      8.2420e-01      8.2180e-01
   4.7847e-03      2.3238e-03      8.5760e-01      7.8350e-01
   5.2197e-03      2.5556e-03      8.8810e-01      7.4920e-01
   5.6546e-03      2.7889e-03      9.1650e-01      7.1820e-01
   6.0896e-03      3.0235e-03      9.4320e-01      6.9010e-01
   6.5246e-03      3.2592e-03      9.6870e-01      6.6450e-01
   6.9595e-03      3.4956e-03      9.9310e-01      6.4100e-01
   7.3945e-03      3.7325e-03      1.0170e+00      6.1940e-01
   7.8295e-03      3.9699e-03      1.0400e+00      5.9940e-01
   8.6994e-03      4.4450e-03      1.0850e+00      5.6360e-01
   9.7869e-03      5.0377e-03      1.1400e+00      5.2520e-01
   1.0874e-02      5.6003e-03      1.1950e+00      4.9240e-01
   1.1962e-02      6.1983e-03      1.2510e+00      4.6400e-01
   1.3049e-02      6.7964e-03      1.3070e+00      4.3920e-01
   1.4137e-02      7.3401e-03      1.3640e+00      4.1720e-01
   1.5224e-02      7.9382e-03      1.4230e+00      3.9760e-01
   1.6311e-02      8.4819e-03      1.4830e+00      3.8000e-01
   1.7399e-02      8.9713e-03      1.5450e+00      3.6410e-01
   1.9574e-02      1.0059e-02      1.6740e+00      3.3640e-01
   2.1749e-02      1.1037e-02      1.8080e+00      3.1310e-01
   2.3923e-02      1.1962e-02      1.9460e+00      2.9310e-01
   2.6098e-02      1.2886e-02      2.0880e+00      2.7590e-01
   2.8273e-02      1.3702e-02      2.2330e+00      2.6080e-01
   3.0448e-02      1.4517e-02      2.3790e+00      2.4740e-01
   3.4798e-02      1.6040e-02      2.6760e+00      2.2480e-01
   3.9147e-02      1.7399e-02      2.9740e+00      2.0640e-01
   4.3497e-02      1.8649e-02      3.2720e+00      1.9100e-01
   4.7847e-02      1.9846e-02      3.5670e+00      1.7800e-01
   5.2197e-02      2.0933e-02      3.8580e+00      1.6680e-01
   5.6546e-02      2.1966e-02      4.1450e+00      1.5710e-01
   6.0896e-02      2.2890e-02      4.4260e+00      1.4850e-01
   6.5246e-02      2.3815e-02      4.7010e+00      1.4090e-01
   6.9595e-02      2.4685e-02      4.9710e+00      1.3420e-01
   7.3945e-02      2.5500e-02      5.2350e+00      1.2810e-01
   7.8295e-02      2.6261e-02      5.4920e+00      1.2260e-01
   8.6994e-02      2.7729e-02      5.9870e+00      1.1300e-01
   9.7869e-02      2.9415e-02      6.5690e+00      1.0310e-01
   1.0874e-01      3.0937e-02      7.1110e+00      9.4900e-02
   1.1962e-01      3.2405e-02      7.6130e+00      8.8030e-02
   1.3049e-01      3.3765e-02      8.0790e+00      8.2160e-02
   1.4137e-01      3.5070e-02      8.5080e+00      7.7090e-02
   1.5224e-01      3.6266e-02      8.9040e+00      7.2660e-02
   1.6311e-01      3.7462e-02      9.2670e+00      6.8750e-02
   1.7399e-01      3.8604e-02      9.6010e+00      6.5270e-02
   1.9574e-01      4.0779e-02      1.0190e+01      5.9340e-02
   2.1749e-01      4.2845e-02      1.0680e+01      5.4480e-02
   2.3923e-01      4.4802e-02      1.1090e+01      5.0400e-02
   2.6098e-01      4.6705e-02      1.1430e+01      4.6940e-02
   2.8273e-01      4.8608e-02      1.1720e+01      4.3950e-02
   3.0448e-01      5.0402e-02      1.1950e+01      4.1350e-02
   3.4798e-01      5.3991e-02      1.2310e+01      3.7020e-02
   3.9147e-01      5.7471e-02      1.2540e+01      3.3570e-02
   4.3497e-01      6.0896e-02      1.2700e+01      3.0750e-02
   4.7847e-01      6.4321e-02      1.2790e+01      2.8390e-02
   5.2197e-01      6.7692e-02      1.2830e+01      2.6390e-02
   5.6546e-01      7.1064e-02      1.2840e+01      2.4670e-02
   6.0896e-01      7.4435e-02      1.2820e+01      2.3180e-02
   6.5246e-01      7.7806e-02      1.2790e+01      2.1870e-02
   6.9595e-01      8.1231e-02      1.2740e+01      2.0700e-02
   7.3945e-01      8.4656e-02      1.2680e+01      1.9670e-02
   7.8295e-01      8.8082e-02      1.2610e+01      1.8730e-02
   8.6994e-01      9.4987e-02      1.2450e+01      1.7130e-02
   9.7869e-01      1.0380e-01      1.2220e+01      1.5490e-02
   1.0874e+00      1.1277e-01      1.1980e+01      1.4150e-02
   1.1962e+00      1.2196e-01      1.1740e+01      1.3040e-02
   1.3049e+00      1.3125e-01      1.1500e+01      1.2100e-02
   1.4137e+00      1.4082e-01      1.1250e+01      1.1290e-02
   1.5224e+00      1.5055e-01      1.1010e+01      1.0590e-02
   1.6311e+00      1.6056e-01      1.0780e+01      9.9800e-03
   1.7399e+00      1.7073e-01      1.0550e+01      9.4370e-03
   1.9574e+00      1.9177e-01      1.0110e+01      8.5200e-03
   2.1749e+00      2.1363e-01      9.7600e+00      7.7740e-03
   2.3923e+00      2.3641e-01      9.3430e+00      7.1550e-03
   2.6098e+00      2.6011e-01      8.9970e+00      6.6320e-03
   2.8273e+00      2.8469e-01      8.6760e+00      6.1830e-03
   3.0448e+00      3.1019e-01      8.3760e+00      5.7950e-03
   3.4798e+00      3.6391e-01      7.8300e+00      5.1540e-03
   3.9147e+00      4.2122e-01      7.3520e+00      4.6470e-03
   4.3497e+00      4.8211e-01      6.9320e+00      4.2360e-03
   4.7847e+00      5.4660e-01      6.5610e+00      3.8940e-03
   5.2197e+00      6.1456e-01      6.2320e+00      3.6060e-03
   5.6546e+00      6.8606e-01      5.9400e+00      3.3590e-03
   6.0896e+00      7.6093e-01      5.6780e+00      3.1460e-03
   6.5246e+00      8.3917e-01      5.4420e+00      2.9590e-03
   6.9595e+00      9.2067e-01      5.2280e+00      2.7950e-03
   7.3945e+00      1.0054e+00      5.0340e+00      2.6480e-03
   7.8295e+00      1.0934e+00      4.8560e+00      2.5170e-03
   8.6994e+00      1.2786e+00      4.5410e+00      2.2920e-03
   9.7869e+00      1.5273e+00      4.2090e+00      2.0630e-03
   1.0874e+01      1.7947e+00      3.9270e+00      1.8780e-03
   1.1962e+01      2.0807e+00      3.6820e+00      1.7250e-03
   1.3049e+01      2.3851e+00      3.4670e+00      1.5950e-03
   1.4137e+01      2.7078e+00      3.2750e+00      1.4850e-03
   1.5224e+01      3.0488e+00      3.1020e+00      1.3900e-03
   1.6311e+01      3.4085e+00      2.9460e+00      1.3060e-03
   1.7399e+01      3.7867e+00      2.8050e+00      1.2330e-03
   1.9574e+01      4.5986e+00      2.5580e+00      1.1090e-03
   2.1749e+01      5.4915e+00      2.3550e+00      1.0080e-03
   2.3923e+01      6.4158e+00      2.1890e+00      9.2540e-04
