#    Energy           Range       dE/dx (elec)    dE/dx (nucl)
#   [MeV/u]         [mg/cm2]     [MeV/(mg/cm2)]  [MeV/(mg/cm2)]
# ------------------------------------------------------------
   0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
   1.0000e-03      1.9327e-03      2.8130e-01      1.0330e-01
   1.2500e-03      2.4155e-03      3.1250e-01      9.2750e-02
   1.5000e-03      2.8900e-03      3.4060e-01      8.4410e-02
   1.7500e-03      3.3550e-03      3.6620e-01      7.7640e-02
   2.0000e-03      3.8075e-03      3.9000e-01      7.2020e-02
   2.2500e-03      4.2525e-03      4.1220e-01      6.7260e-02
   2.5000e-03      4.6875e-03      4.3320e-01      6.3170e-02
   3.1250e-03      5.7350e-03      4.8110e-01      5.5050e-02
   3.7500e-03      6.7325e-03      5.2410e-01      4.8980e-02
   4.3750e-03      7.6850e-03      5.6330e-01      4.4250e-02
   5.0000e-03      8.5975e-03      5.9970e-01      4.0440e-02
   5.6250e-03      9.4750e-03      6.3360e-01      3.7300e-02
   6.2500e-03      1.0320e-02      6.6540e-01      3.4650e-02
   6.8750e-03      1.1137e-02      6.9560e-01      3.2400e-02
   7.5000e-03      1.1930e-02      7.2420e-01      3.0450e-02
   8.7500e-03      1.3445e-02      7.7770e-01      2.7240e-02
   1.0000e-02      1.4882e-02      8.2700e-01      2.4690e-02
   1.1250e-02      1.6255e-02      8.7270e-01      2.2620e-02
   1.2500e-02      1.7570e-02      9.1550e-01      2.0900e-02
   1.3750e-02      1.8832e-02      9.5570e-01      1.9450e-02
   1.5000e-02      2.0053e-02      9.9370e-01      1.8200e-02
   1.6250e-02      2.1233e-02      1.0300e+00      1.7110e-02
   1.7500e-02      2.2378e-02      1.0640e+00      1.6160e-02
   1.8750e-02      2.3492e-02      1.0960e+00      1.5320e-02
   2.0000e-02      2.4577e-02      1.1280e+00      1.4570e-02
   2.1250e-02      2.5625e-02      1.1570e+00      1.3890e-02
   2.2500e-02      2.6675e-02      1.1860e+00      1.3280e-02
   2.3750e-02      2.7675e-02      1.2130e+00      1.2730e-02
   2.5000e-02      2.8675e-02      1.2390e+00      1.2220e-02
   3.1250e-02      3.3375e-02      1.3560e+00      1.0230e-02
   3.7500e-02      3.7750e-02      1.4530e+00      8.8330e-03
   4.3750e-02      4.1850e-02      1.5340e+00      7.7940e-03
   5.0000e-02      4.5800e-02      1.6020e+00      6.9880e-03
   5.6250e-02      4.9575e-02      1.6590e+00      6.3430e-03
   6.2500e-02      5.3250e-02      1.7060e+00      5.8150e-03
   6.8750e-02      5.6850e-02      1.7450e+00      5.3730e-03
   7.5000e-02      6.0375e-02      1.7760e+00      4.9980e-03
   8.7500e-02      6.7250e-02      1.8210e+00      4.3940e-03
   1.0000e-01      7.4025e-02      1.8460e+00      3.9280e-03
   1.1250e-01      8.0750e-02      1.8560e+00      3.5570e-03
   1.2500e-01      8.7450e-02      1.8550e+00      3.2540e-03
   1.3750e-01      9.4175e-02      1.8450e+00      3.0020e-03
   1.5000e-01      1.0095e-01      1.8290e+00      2.7880e-03
   1.6250e-01      1.0780e-01      1.8090e+00      2.6040e-03
   1.7500e-01      1.1472e-01      1.7850e+00      2.4440e-03
   1.8750e-01      1.2175e-01      1.7590e+00      2.3040e-03
   2.0000e-01      1.2890e-01      1.7320e+00      2.1800e-03
   2.1250e-01      1.3615e-01      1.7030e+00      2.0700e-03
   2.2500e-01      1.4355e-01      1.6740e+00      1.9700e-03
   2.3750e-01      1.5105e-01      1.6450e+00      1.8810e-03
   2.5000e-01      1.5870e-01      1.6170e+00      1.7990e-03
   3.1250e-01      1.9883e-01      1.4990e+00      1.4840e-03
   3.7500e-01      2.4183e-01      1.4060e+00      1.2660e-03
   4.3750e-01      2.8750e-01      1.3260e+00      1.1070e-03
   5.0000e-01      3.3600e-01      1.2540e+00      9.8530e-04
   5.6250e-01      3.8700e-01      1.1890e+00      8.8870e-04
   6.2500e-01      4.4100e-01      1.1290e+00      8.1020e-04
   6.8750e-01      4.9775e-01      1.0750e+00      7.4500e-04
   7.5000e-01      5.5725e-01      1.0240e+00      6.9000e-04
   8.7500e-01      6.8475e-01      9.3530e-01      6.0210e-04
   1.0000e+00      8.2425e-01      8.5870e-01      5.3500e-04
   1.1250e+00      9.7575e-01      7.9290e-01      4.8180e-04
   1.2500e+00      1.1390e+00      7.3760e-01      4.3870e-04
   1.3750e+00      1.3143e+00      6.9000e-01      4.0300e-04
   1.5000e+00      1.5010e+00      6.4870e-01      3.7290e-04
   1.6250e+00      1.6992e+00      6.1250e-01      3.4710e-04
   1.7500e+00      1.9088e+00      5.8040e-01      3.2480e-04
   1.8750e+00      2.1295e+00      5.5200e-01      3.0530e-04
   2.0000e+00      2.3613e+00      5.2640e-01      2.8810e-04
   2.1250e+00      2.6050e+00      5.0330e-01      2.7280e-04
   2.2500e+00      2.8575e+00      4.8240e-01      2.5910e-04
   2.3750e+00      3.1225e+00      4.6330e-01      2.4680e-04
   2.5000e+00      3.3975e+00      4.4580e-01      2.3570e-04
   3.1250e+00      4.9275e+00      3.7630e-01      1.9260e-04
   3.7500e+00      6.7125e+00      3.2700e-01      1.6320e-04
   4.3750e+00      8.7450e+00      2.9000e-01      1.4180e-04
   5.0000e+00      1.1018e+01      2.6100e-01      1.2550e-04
   6.2500e+00      1.6270e+01      2.1870e-01      1.0220e-04
   6.8750e+00      1.9238e+01      2.0260e-01      9.3590e-05
   7.5000e+00      2.2433e+01      1.8890e-01      8.6350e-05
   8.7500e+00      2.9475e+01      1.6690e-01      7.4830e-05
   1.0000e+01      3.7400e+01      1.4980e-01      6.6050e-05
   1.1250e+01      4.6150e+01      1.3610e-01      5.9150e-05
   1.2500e+01      5.5750e+01      1.2490e-01      5.3580e-05
   1.3750e+01      6.6150e+01      1.1560e-01      4.9000e-05
   1.5000e+01      7.7350e+01      1.0770e-01      4.5140e-05
   1.6250e+01      8.9350e+01      1.0090e-01      4.1850e-05
   1.7500e+01      1.0212e+02      9.4930e-02      3.9010e-05
   1.8750e+01      1.1567e+02      8.9720e-02      3.6530e-05
   2.0000e+01      1.2997e+02      8.5110e-02      3.4340e-05
   2.1250e+01      1.4502e+02      8.0990e-02      3.2400e-05
   2.2500e+01      1.6080e+02      7.7300e-02      3.0680e-05
   2.3750e+01      1.7733e+02      7.3960e-02      2.9120e-05
   2.5000e+01      1.9457e+02      7.0920e-02      2.7720e-05
   3.1250e+01      2.9150e+02      5.9140e-02      2.2360e-05
   3.7500e+01      4.0550e+02      5.1010e-02      1.8750e-05
   4.3750e+01      5.3625e+02      4.5050e-02      1.6150e-05
   5.0000e+01      6.8275e+02      4.0490e-02      1.4180e-05
   5.6250e+01      8.4450e+02      3.6870e-02      1.2630e-05
   6.2500e+01      1.0212e+03      3.3930e-02      1.1380e-05
   6.8750e+01      1.2125e+03      3.1500e-02      1.0370e-05
   7.5000e+01      1.4180e+03      2.9440e-02      9.5190e-06
   8.7500e+01      1.8690e+03      2.6160e-02      8.1800e-06
   1.0000e+02      2.3722e+03      2.3660e-02      7.1630e-06
   1.1250e+02      2.9250e+03      2.1680e-02      6.3690e-06
   1.2500e+02      3.5250e+03      2.0080e-02      5.7380e-06
   1.3750e+02      4.1675e+03      1.8760e-02      5.2220e-06
   1.5000e+02      4.8550e+03      1.7650e-02      4.7900e-06
   1.6250e+02      5.5825e+03      1.6700e-02      4.4230e-06
   1.7500e+02      6.3500e+03      1.5890e-02      4.1090e-06
   1.8750e+02      7.1550e+03      1.5170e-02      3.8360e-06
   2.0000e+02      7.9975e+03      1.4550e-02      3.5980e-06
   2.1250e+02      8.8725e+03      1.3990e-02      3.3880e-06
   2.2500e+02      9.7825e+03      1.3500e-02      3.2010e-06
   2.3750e+02      1.0725e+04      1.3050e-02      3.0330e-06
   2.5000e+02      1.1695e+04      1.2650e-02      2.8820e-06
